code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002147,新光圆成,5.37,-46.784,0.18,0.0,0.0,
002485,希努尔,5.44,-37.314,0.457,0.0,0.0,
002502,骅威文化,6.21,-33.928,0.107,0.0,0.0,
002512,达华智能,6.93,-30.489,0.134,0.0,0.0,
600131,岷江水电,4.08,-22.656,0.137,0.0,0.0,
002301,齐心集团,6.4,-21.792,0.117,0.0,0.0,
000666,经纬纺机,4.74,-21.685,0.108,0.0,0.0,
002939,长城证券,3.1,-20.279,0.053,0.0,0.0,
002193,如意集团,2.3,-19.58,0.068,0.0,0.0,
002258,利尔化学,5.23,-19.551,0.062,0.0,0.0,
000636,风华高科,8.75,-18.331,0.042,0.0,0.0,
002459,天业通联,3.87,-17.453,0.126,0.0,0.0,
002110,三钢闽光,9.91,-17.153,0.037,0.0,0.0,
002677,浙江美大,2.83,-16.362,0.059,0.0,0.0,
002262,恩华药业,8.84,-16.197,0.061,0.0,0.0,
002353,杰瑞股份,6.73,-16.124,0.083,0.0,0.0,
002923,润都股份,0.3,-15.897,0.036,0.0,0.0,
600156,华升股份,4.02,-15.679,0.035,0.0,0.0,
002857,三晖电气,0.49,-15.627,0.041,0.0,0.0,
002843,泰嘉股份,0.84,-15.529,0.056,0.0,0.0,
000993,闽东电力,3.73,-15.493,0.041,0.0,0.0,
002668,奥马电器,6.54,-15.257,0.031,0.0,0.0,
