,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688087.SH,688087,英科再生,环境保护,87.55,2.0,27.0,127.0,23.7,,0.0
1,603171.SH,603171,税友股份,软件服务,41.15,3.0,12.0,112.0,16.7,,0.0
2,605011.SH,605011,杭州热电,供气供热,19.04,3.0,12.0,112.0,7.64,,0.0
3,605162.SH,605162,新中港,供气供热,11.63,3.0,7.0,107.0,9.31,,0.0
4,605020.SH,605020,永和股份,化工原料,10.98,2.0,5.0,105.0,7.32,,0.0
5,002280.SZ,002280,联络互动,软件服务,8.94,3.0,4.0,104.0,157.47,上海磐耀资产管理有限公司-磐耀源岳定制1号私募证券投资基金,1.0
6,605028.SH,605028,N世茂,供气供热,20.42,1.0,4.0,104.0,8.17,,0.0
7,688561.SH,688561,奇安信-U,软件服务,122.76,2.0,3.0,103.0,89.82,"上海珏朔资产管理中心(有限合伙)-珏朔惊帆多策略一号私募证券投资基金
招商银行股份有限公司-南方科创板3年定期开放混合型证券投资基金
招商银行股份有限公司-华夏上证科创板50成份交易型开放式指数证券投资基金
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
中国工商银行股份有限公司-易方达上证科创板50成份交易型开放式指数证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)",6.0
8,002850.SZ,002850,科达利,机械基件,123.78,3.0,3.0,103.0,190.59,"中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国工商银行股份有限公司-银华中小盘精选混合型证券投资基金
中国工商银行股份有限公司-农银汇理工业4.0灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-农银汇理新能源主题灵活配置混合型证券投资基金",6.0
9,603659.SH,603659,璞泰来,化工原料,175.18,2.0,2.0,102.0,1212.88,"中国工商银行股份有限公司-农银汇理新能源主题灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏能源革新股票型证券投资基金
兴业期货-兴业银行-兴业期货-大朴兴享9期集合资产管理计划",4.0
10,002892.SZ,002892,科力尔,电气设备,25.61,2.0,2.0,102.0,29.74,深圳市瀚信资产管理有限公司-瀚信6号证券投资基金,1.0
11,603809.SH,603809,豪能股份,汽车配件,16.31,2.0,2.0,102.0,47.74,全国社保基金四一三组合,1.0
12,600746.SH,600746,江苏索普,化工原料,17.56,2.0,2.0,102.0,53.5,"中国工商银行股份有限公司-博时厚泽回报灵活配置混合型证券投资基金
中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金
上海斯诺波投资管理有限公司-上海斯诺波微粟一期私募证券投资基金",3.0
13,002824.SZ,002824,和胜股份,铝,42.79,2.0,2.0,102.0,48.04,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金一一三组合",2.0
14,002943.SZ,002943,宇晶股份,机床制造,20.58,2.0,2.0,102.0,10.88,上海星渺投资管理有限公司-星渺进取五号私募证券投资基金,1.0
15,002813.SZ,002813,路畅科技,汽车配件,30.09,2.0,2.0,102.0,16.56,,0.0
16,002119.SZ,002119,康强电子,半导体,19.49,2.0,2.0,102.0,71.63,"华润深国投信托有限公司-泽熙6期单一资金信托计划
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金",2.0
17,002091.SZ,002091,江苏国泰,商贸代理,12.54,2.0,2.0,102.0,189.84,上海绿联君和产业并购股权投资基金合伙企业(有限合伙),1.0
18,000962.SZ,000962,东方钽业,小金属,12.24,2.0,2.0,102.0,53.96,"中央汇金资产管理有限责任公司
中信里昂资产管理有限公司-客户资金",2.0
19,600418.SH,600418,江淮汽车,汽车整车,14.32,2.0,2.0,102.0,271.12,"中国建设银行股份有限公司-万家新兴蓝筹灵活配置混合型证券投资基金
安徽省铁路发展基金股份有限公司
中国工商银行股份有限公司-万家价值优势一年持有期混合型证券投资基金
中国工商银行股份有限公司-万家臻选混合型证券投资基金",4.0
20,000902.SZ,000902,新洋丰,农药化肥,18.55,2.0,2.0,102.0,220.06,"中国农业银行股份有限公司-大成新锐产业混合型证券投资基金
全国社保基金五零二组合
浙江义乌市檀真投资管理合伙企业(有限合伙)-正心谷(檀真)价值中国专享私募证券投资基金
中国银行股份有限公司-易方达供给改革灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
宁波银行股份有限公司-易方达科益混合型证券投资基金",6.0
21,600251.SH,600251,冠农股份,农业综合,11.32,2.0,2.0,102.0,88.01,"新疆铁门关市金汇源资产管理有限公司
陕西抱朴容易资产管理有限公司-抱朴容易3号私募证券投资基金",2.0
22,600141.SH,600141,兴发集团,化工原料,23.72,2.0,2.0,102.0,222.38,"中国农业银行股份有限公司-大成新锐产业混合型证券投资基金
香港中央结算有限公司(陆股通)
中国华融资产管理股份有限公司
北信瑞丰资管-非凡资产管理翠竹13W理财产品周四公享01款-上海北信民生凤凰13号单一资产管理计划",4.0
23,688201.SH,688201,信安世纪,通信设备,65.06,2.0,2.0,102.0,12.33,,0.0
24,600111.SH,600111,北方稀土,小金属,32.67,2.0,2.0,102.0,1186.92,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国银河证券股份有限公司-华泰柏瑞中证稀土产业交易型开放式指数证券投资基金
包钢集团-银河证券-20包集EB担保及信托财产专户",4.0
25,688305.SH,688305,科德数控,机床制造,105.02,1.0,87.0,87.0,19.39,,0.0
26,002192.SZ,002192,融捷股份,小金属,118.54,1.0,4.0,4.0,307.16,,0.0
27,000920.SZ,000920,南方汇通,环境保护,11.06,2.0,3.0,3.0,46.65,,0.0
28,002472.SZ,002472,双环传动,机械基件,20.08,1.0,2.0,2.0,126.67,,0.0
29,000551.SZ,000551,创元科技,专用机械,10.62,2.0,2.0,2.0,42.49,,0.0
30,002539.SZ,002539,云图控股,农药化肥,11.87,2.0,2.0,2.0,77.92,"全国社保基金四零一组合
中国银行股份有限公司-易方达供给改革灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一一六组合
全国社保基金六零四组合",5.0
31,600549.SH,600549,厦门钨业,小金属,27.5,1.0,2.0,2.0,386.66,"招商银行股份有限公司-万家战略发展产业混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一一三组合
全国社保基金四零一组合",4.0
32,600392.SH,600392,盛和资源,小金属,23.44,1.0,2.0,2.0,411.41,香港中央结算有限公司(陆股通),1.0
33,002895.SZ,002895,川恒股份,化工原料,24.21,2.0,2.0,2.0,117.13,全国社保基金一一八组合,1.0
34,000017.SZ,000017,深中华A,文教休闲,4.62,2.0,2.0,2.0,14.0,,0.0
35,601127.SH,601127,小康股份,汽车配件,73.65,1.0,1.0,1.0,717.56,"小康控股-红塔证券-19小康EB担保及信托财产专户
重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)
小康控股-红塔证券-20康EB02担保及信托财产专户",3.0
36,601168.SH,601168,西部矿业,铜,13.95,1.0,1.0,1.0,332.43,"兴全基金-兴业银行-兴全-有机增长1号特定多客户资产管理计划
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金",3.0
37,600958.SH,600958,东方证券,证券,10.53,1.0,1.0,1.0,604.06,香港中央结算有限公司(陆股通),1.0
38,600961.SH,600961,株冶集团,铅锌,7.07,1.0,1.0,1.0,37.29,,0.0
39,601566.SH,601566,九牧王,服饰,18.69,1.0,1.0,1.0,107.4,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
兴证证券资管-兴业银行-兴证资管鑫众77号集合资产管理计划
兴证证券资管-兴业银行-兴证资管鑫众76号集合资产管理计划",3.0
40,601101.SH,601101,昊华能源,煤炭开采,5.18,1.0,1.0,1.0,62.16,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
41,000004.SZ,000004,国华网安,软件服务,20.58,1.0,1.0,1.0,23.69,"联通创新互联成都股权投资基金合伙企业(有限合伙)
合肥中安润信基金投资合伙企业(有限合伙)
北京中关村并购母基金投资管理中心(有限合伙)-北京中关村并购母基金投资中心(有限合伙)",3.0
42,600727.SH,600727,鲁北化工,农药化肥,9.6,1.0,1.0,1.0,42.2,"上海宁泉资产管理有限公司-宁泉致远39号私募证券投资基金
天津中冀普银股权投资基金管理有限公司-辽宁中冀新材料创业投资合伙企业(有限合伙)
中国工商银行股份有限公司-华夏磐利一年定期开放混合型证券投资基金",3.0
43,600933.SH,600933,爱柯迪,汽车配件,14.3,1.0,1.0,1.0,122.58,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
大家资产-民生银行-大家资产-盛世精选2号集合资产管理产品(第二期)
上海浦东发展银行股份有限公司-易方达裕祥回报债券型证券投资基金",3.0
44,600876.SH,600876,洛阳玻璃,玻璃,22.39,1.0,1.0,1.0,62.92,香港中央结算有限公司(陆股通),1.0
