,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300901.SZ,300901,C中胤,服饰,35.38,1.0,1.0,36.0,20.13,,0.0
1,300900.SZ,300900,C广联,航空,67.7,1.0,1.0,31.0,30.1,,0.0
2,300902.SZ,300902,C国安达,专用机械,51.03,1.0,1.0,30.0,15.49,,0.0
3,003015.SZ,003015,日久光电,元器件,17.24,7.0,2.0,10.0,12.11,,0.0
4,300549.SZ,300549,优德精密,专用机械,28.65,3.0,2.0,6.0,28.53,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
5,000816.SZ,000816,智慧农业,农用机械,2.2,4.0,3.0,4.0,29.4,香港中央结算有限公司(陆股通),1.0
6,300286.SZ,300286,安科瑞,电器仪表,23.52,3.0,2.0,4.0,40.52,中央汇金资产管理有限责任公司,1.0
7,688133.SH,688133,N泰坦,化工原料,66.06,1.0,1.0,4.0,10.28,,0.0
8,300720.SZ,300720,海川智能,电器仪表,29.95,3.0,2.0,4.0,12.47,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
9,605169.SH,605169,N洪通,供气供热,30.1,1.0,1.0,3.0,12.04,,0.0
10,000550.SZ,000550,江铃汽车,汽车整车,19.93,2.0,2.0,2.0,103.33,中央汇金资产管理有限责任公司,1.0
11,300605.SZ,300605,恒锋信息,软件服务,18.45,1.0,1.0,2.0,19.05,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国-比利时直接股权投资基金",2.0
12,300626.SZ,300626,华瑞股份,电气设备,13.0,1.0,1.0,2.0,15.74,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
13,300843.SZ,300843,胜蓝股份,元器件,40.38,1.0,1.0,2.0,15.03,"上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
14,600068.SH,600068,葛洲坝,建筑工程,6.95,2.0,2.0,2.0,320.03,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中央汇金资产管理有限责任公司
全国社保基金一零六组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
全国社保基金一零三组合",8.0
15,300469.SZ,300469,信息发展,软件服务,18.25,1.0,1.0,2.0,31.68,"温州德裕资产管理有限公司-德裕钱江一号证券私募投资基金
上海具力资产管理有限公司-具力进取7号私募证券投资基金
上海国盛资本管理有限公司-上海国盛海通股权投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司",4.0
