,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300777.SZ,300777,中简科技,化纤,8.0,18.72,,7.49亿
1,300775.SZ,300775,三角防务,航空,5.0,13.71,,6.79亿
2,603982.SH,603982,泉峰汽车,汽车配件,4.0,20.65,,10.32亿
3,300779.SZ,300779,惠城环保,环境保护,4.0,28.66,,7.17亿
4,300671.SZ,300671,富满电子,半导体,4.0,27.8,"半导体, 国产芯片, LED, ",9.87亿
5,300748.SZ,300748,金力永磁,元器件,4.0,44.85,"稀土磁材, ",18.66亿
6,603906.SH,603906,龙蟠科技,化工原料,3.0,16.85,"社保重仓, 石油化工, ",15.73亿
7,300626.SZ,300626,华瑞股份,电气设备,3.0,11.14,"兜底式增持, 工业自动化, 智能制造, ",10.43亿
8,603327.SH,603327,福蓉科技,元器件,3.0,16.2,,8.26亿
9,002905.SZ,002905,金逸影视,影视音像,3.0,34.76,"影视, ",23.36亿
10,300169.SZ,300169,天晟新材,塑料,3.0,8.92,"高铁轨交, ",22.97亿
11,600198.SH,600198,大唐电信,通信设备,2.0,14.47,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST摘帽, 人脸识别, ",127.4亿
12,600206.SH,600206,有研新材,半导体,2.0,11.47,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, ",96.21亿
13,600242.SH,600242,中昌数据,软件服务,2.0,10.74,"定增破发, 大数据, ",32.62亿
14,300184.SZ,300184,力源信息,元器件,2.0,8.26,"回购, 物联网, 北斗导航, 高送转, 半导体, 共享经济, 智慧安防, 独角兽, ",45.57亿
15,000948.SZ,000948,南天信息,软件服务,2.0,12.3,"教育, 华为产业链, 业绩预增, 智能制造, 互联网金融, 移动支付, 大数据, 云计算, 智慧城市, 国产软件, 股权转让, 独角兽, 机器人, 人脸识别, ",39.42亿
16,600476.SH,600476,湘邮科技,软件服务,2.0,25.27,"智慧物流, 雄安-智慧城市, 北斗导航, 智能制造, 雄安新区, 快递物流, 国产软件, 独角兽, 蚂蚁金服概念股, ",40.7亿
17,300655.SZ,300655,晶瑞股份,化工原料,2.0,18.38,"宁德时代概念股, 锂电池, 新能源汽车, 半导体, ",15.46亿
18,300330.SZ,300330,华虹计通,软件服务,2.0,10.35,"物联网, 移动支付, 无人商店, 智慧城市, 高铁轨交, ",17.36亿
19,603045.SH,603045,福达合金,电气设备,2.0,27.54,,18.67亿
20,603078.SH,603078,江化微,化工原料,2.0,27.41,"半导体, ",17.06亿
21,603189.SH,603189,网达软件,软件服务,2.0,17.78,"直播/短视频, 人工智能, 智慧城市, 国产软件, 国产操作系统, 独角兽, ",19.58亿
22,300018.SZ,300018,中元股份,电气设备,2.0,6.44,"特高压, 北斗导航, 智能制造, 医疗器械, 药品信息化追溯, 互联网医疗, 区块链, 股权转让, 医疗信息化, 国资入股, 机器人, ",23.78亿
23,002119.SZ,002119,康强电子,半导体,2.0,18.85,"移动支付, 举牌股, 半导体, 股权争夺, ",69.27亿
24,002725.SZ,002725,跃岭股份,汽车配件,2.0,10.59,"5G, 汽车零部件, 独角兽, ",18.7亿
25,002169.SZ,002169,智光电气,电气设备,2.0,6.36,"储能, 工业互联网, 半导体, 国产芯片, ",47.85亿
26,002199.SZ,002199,东晶电子,元器件,2.0,14.95,"被动元件, 壳公司, ",36.39亿
27,603668.SH,603668,天马科技,饲料,2.0,12.2,"饲料, ",24.78亿
