,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,601279.SH,601279,英利汽车,汽车配件,13.71,3.0,20.0,120.0,20.49,,0.0
1,605089.SH,605089,味知香,食品,88.08,3.0,12.0,112.0,22.02,,0.0
2,603518.SH,603518,锦泓集团,服饰,17.17,3.0,11.0,111.0,42.93,,0.0
3,605300.SH,605300,佳禾食品,食品,26.09,3.0,9.0,109.0,10.44,,0.0
4,688097.SH,688097,博众精工,专用机械,20.88,1.0,8.0,108.0,7.73,,0.0
5,600906.SH,600906,财达证券,证券,7.21,3.0,7.0,107.0,36.05,,0.0
6,001203.SZ,001203,大中矿业,普钢,15.64,3.0,6.0,106.0,34.24,,0.0
7,002900.SZ,002900,哈三联,化学制药,24.6,2.0,6.0,106.0,42.02,"中合供销一期(上海)股权投资基金合伙企业(有限合伙)
中瑞国信资产管理有限公司",2.0
8,603020.SH,603020,爱普股份,食品,17.56,3.0,6.0,106.0,56.19,,0.0
9,688355.SH,688355,明志科技,机械基件,27.2,1.0,5.0,105.0,6.81,,0.0
10,605196.SH,605196,N华通,电气设备,8.0,2.0,5.0,105.0,6.08,,0.0
11,000655.SZ,000655,金岭矿业,普钢,12.25,3.0,5.0,105.0,72.93,"中信里昂资产管理有限公司-客户资金
中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯朱庇特2号私募证券投资基金",3.0
12,603721.SH,603721,中广天择,影视音像,21.31,2.0,4.0,104.0,27.7,"全国社会保障基金理事会转持一户
太平资管-招商银行-太平资产量化6号(人工智能)资产管理产品
鹏华基金管理有限公司-社保基金17031组合",3.0
13,601567.SH,601567,三星医疗,电器仪表,12.35,3.0,4.0,104.0,171.24,"金鹰基金-浦发银行-金鹰穗通定增136号资产管理计划
上海雷根资产管理有限公司-雷根CTA复合策略3号私募基金
上海雷根资产管理有限公司-雷根添宝全天候三号私募证券投资基金",3.0
14,605117.SH,605117,德业股份,家用电器,63.16,3.0,3.0,103.0,26.95,,0.0
15,600307.SH,600307,酒钢宏兴,普钢,2.94,2.0,3.0,103.0,184.14,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国国际金融香港资产管理有限公司-客户资金2",3.0
16,002172.SZ,002172,澳洋健康,化纤,7.04,2.0,3.0,103.0,54.41,,0.0
17,002426.SZ,002426,胜利精密,元器件,2.78,3.0,3.0,103.0,81.83,东吴创业投资有限公司-证券行业支持民企发展系列之东吴证券1号私募股权投资基金(契约型),1.0
18,002490.SZ,002490,山东墨龙,化工机械,5.98,2.0,3.0,103.0,32.39,"深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金
香港中央结算有限公司(陆股通)
华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划",3.0
19,000150.SZ,000150,宜华健康,医疗保健,5.06,3.0,3.0,103.0,40.78,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,1.0
20,000722.SZ,000722,湖南发展,水力发电,9.69,3.0,3.0,103.0,44.98,湖南发展资产管理集团有限公司,1.0
21,000625.SZ,000625,长安汽车,汽车整车,21.45,2.0,2.0,102.0,896.24,"香港中央结算有限公司(陆股通)
南方工业资产管理有限责任公司
中央汇金资产管理有限责任公司",3.0
22,600007.SH,600007,中国国贸,园区开发,19.15,2.0,2.0,102.0,192.89,"易方达基金管理有限公司-社保基金1104组合
香港中央结算有限公司(陆股通)",2.0
23,000948.SZ,000948,南天信息,软件服务,13.31,2.0,2.0,102.0,44.52,上海境坦资产管理有限公司-境坦道生1号私募证券投资基金,1.0
24,600088.SH,600088,中视传媒,影视音像,14.63,2.0,2.0,102.0,58.18,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中央电视台无锡太湖影视城",2.0
25,002154.SZ,002154,报喜鸟,服饰,5.57,2.0,2.0,102.0,61.82,"广发证券-中国银行-广发资管乾利一年持有期债券型集合资产管理计划
广发证券资管-工商银行-广发资管平衡精选一年持有混合型集合资产管理计划
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划",3.0
26,600234.SH,600234,山水文化,综合类,12.68,2.0,2.0,102.0,25.67,,0.0
27,600243.SH,600243,青海华鼎,机床制造,4.19,2.0,2.0,102.0,18.39,,0.0
28,000893.SZ,000893,亚钾国际,农药化肥,15.22,2.0,2.0,102.0,61.39,"鹏华基金-交通银行-中国人寿财产保险-中国人寿财产保险股份有限公司委托鹏华基金管理有限公司多策略绝对收益组合
全国社保基金五零三组合
中国建设银行股份有限公司-信达澳银匠心臻选两年持有期混合型证券投资基金
鹏华基金-建设银行-中国人寿-中国人寿保险(集团)公司委托鹏华基金管理有限公司定增组合
中国工商银行股份有限公司-信达澳银周期动力混合型证券投资基金
中国工商银行股份有限公司-鹏华增瑞灵活配置混合型证券投资基金(LOF)
招商银行股份有限公司-华夏经典配置混合型证券投资基金",7.0
29,600250.SH,600250,南纺股份,商贸代理,5.63,2.0,2.0,102.0,15.2,中国证券投资者保护基金有限责任公司,1.0
30,000615.SZ,000615,奥园美谷,化纤,25.19,2.0,2.0,102.0,194.38,建信信托有限责任公司-建信信托-私人银行家族信托单一信托6918号,1.0
31,600587.SH,600587,新华医疗,医疗保健,22.17,2.0,2.0,102.0,89.45,"大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
香港中央结算有限公司(陆股通)
嘉实基金-农业银行-嘉实中证金融资产管理计划",11.0
32,002269.SZ,002269,美邦服饰,服饰,3.2,2.0,2.0,102.0,80.4,"大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
易方达基金-中央汇金资产管理有限责任公司-易方达基金-汇金资管单一资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划",9.0
33,000679.SZ,000679,大连友谊,百货,4.55,2.0,2.0,102.0,16.22,,0.0
34,603933.SH,603933,睿能科技,纺织机械,14.83,2.0,2.0,102.0,29.84,中国国际金融香港资产管理有限公司-CICCFT8(QFII),1.0
35,688113.SH,688113,联测科技,专用机械,69.5,2.0,27.0,27.0,10.12,,0.0
36,688655.SH,688655,N迅捷兴,元器件,19.7,1.0,20.0,20.0,5.97,,0.0
37,600172.SH,600172,黄河旋风,矿物制品,6.4,2.0,7.0,7.0,78.35,"中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金",2.0
38,002316.SZ,002316,亚联发展,软件服务,5.6,2.0,4.0,4.0,16.43,上海创奥投资管理合伙企业(有限合伙)-奥凯盛鑫7号私募证券投资基金,1.0
39,601969.SH,601969,海南矿业,普钢,9.46,2.0,4.0,4.0,184.92,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海并购股权投资基金合伙企业(有限合伙)",2.0
40,600744.SH,600744,华银电力,火力发电,6.33,2.0,3.0,3.0,52.39,"创金合信基金-招商银行-湖南轻盐创投定增资产管理计划
上海敏绅资产管理有限公司-上海敏绅趋势量化二号私募证券投资基金
成都照月投资管理有限公司-照月潜龙点金一期私募证券投资基金",3.0
41,688323.SH,688323,瑞华泰,塑料,34.88,1.0,3.0,3.0,12.78,,0.0
42,688662.SH,688662,富信科技,半导体,37.18,2.0,3.0,3.0,7.46,,0.0
43,603615.SH,603615,茶花股份,家居用品,11.39,2.0,2.0,2.0,27.54,瀚川投资管理(珠海)有限公司-瀚川一号私募投资基金,1.0
44,600716.SH,600716,凤凰股份,区域地产,4.76,2.0,2.0,2.0,44.56,建信基金-工商银行-上海国鑫投资发展有限公司,1.0
45,600735.SH,600735,新华锦,商贸代理,7.72,2.0,2.0,2.0,29.03,,0.0
46,002030.SZ,002030,达安基因,生物制药,34.63,1.0,1.0,1.0,296.76,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国银行股份有限公司-国泰中证生物医药交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金",5.0
47,600733.SH,600733,北汽蓝谷,汽车整车,15.85,1.0,1.0,1.0,289.21,上海中平国瑀并购股权投资基金合伙企业(有限合伙),1.0
48,600960.SH,600960,渤海汽车,汽车配件,4.39,1.0,1.0,1.0,41.73,"北京东海中矿投资管理有限公司-东海中矿2号私募投资基金
北京忠诚志业资本管理有限公司-旗鱼资本专项1期私募基金",2.0
49,000790.SZ,000790,华神科技,中成药,6.61,1.0,1.0,1.0,40.74,,0.0
50,600872.SH,600872,中炬高新,食品,46.6,1.0,1.0,1.0,371.23,"国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
招商银行股份有限公司-易方达优质企业三年持有期混合型证券投资基金
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
全国社保基金一零六组合
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
全国社保基金一零一组合
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中国银行股份有限公司-兴全合丰三年持有期混合型证券投资基金
挪威中央银行-自有资金
香港中央结算有限公司(陆股通)",11.0
51,600848.SH,600848,上海临港,园区开发,21.88,1.0,1.0,1.0,265.75,"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
上海临港经济发展集团资产管理有限公司",2.0
52,600844.SH,600844,丹化科技,化工原料,4.51,1.0,1.0,1.0,37.11,财通基金-工商银行-富春定增1021号资产管理计划,1.0
53,600812.SH,600812,华北制药,化学制药,10.85,1.0,1.0,1.0,176.94,"大成基金-农业银行-大成中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划",11.0
54,600760.SH,600760,中航沈飞,航空,65.64,1.0,1.0,1.0,917.83,"中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国军工主题混合型证券投资基金
中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",7.0
55,600759.SH,600759,洲际油气,石油开采,2.24,1.0,1.0,1.0,50.58,,0.0
56,600737.SH,600737,中粮糖业,食品,11.29,1.0,1.0,1.0,238.34,"中国银行-易方达积极成长证券投资基金
中国建设银行股份有限公司-嘉实农业产业股票型证券投资基金
中欧基金-农业银行-中欧中证金融资产管理计划
西藏五维资产管理有限公司
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划
中泰创展(珠海横琴)资产管理有限公司
中国华融资产管理股份有限公司
全国社保基金一一一组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",10.0
57,600722.SH,600722,金牛化工,化工原料,6.81,1.0,1.0,1.0,46.33,宁波幻方量化投资管理合伙企业(有限合伙)-幻方量化青溪5号私募证券投资基金,1.0
58,603189.SH,603189,网达软件,软件服务,16.41,1.0,1.0,1.0,36.23,,0.0
59,600645.SH,600645,中源协和,生物制药,22.59,1.0,1.0,1.0,92.84,"柳州柳东引导基金有限公司
中国信达资产管理股份有限公司
建信(北京)投资基金管理有限责任公司",3.0
60,600526.SH,600526,菲达环保,环境保护,6.69,1.0,1.0,1.0,36.62,香港中央结算有限公司(陆股通),1.0
61,600397.SH,600397,安源煤业,煤炭开采,2.99,1.0,1.0,1.0,29.6,"中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
中国工商银行股份有限公司-国泰中证煤炭交易型开放式指数证券投资基金",2.0
62,600338.SH,600338,西藏珠峰,铅锌,16.12,1.0,1.0,1.0,147.37,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
西藏信托有限公司-西藏信托-鼎证48号集合资金信托计划
香港中央结算有限公司(陆股通)",4.0
63,000868.SZ,000868,安凯客车,汽车整车,4.28,1.0,1.0,1.0,29.77,,0.0
64,600295.SH,600295,鄂尔多斯,小金属,21.96,1.0,1.0,1.0,143.3,"中央企业贫困地区产业投资基金股份有限公司
香港中央结算有限公司(陆股通)",2.0
65,600284.SH,600284,浦东建设,建筑工程,6.66,1.0,1.0,1.0,64.62,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",4.0
