,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605358.SH,605358,立昂微,半导体,54.98,14.0,2.0,26.0,22.31,,0.0
1,003009.SZ,003009,中天火箭,航空,64.3,14.0,3.0,17.0,24.98,,0.0
2,605111.SH,605111,新洁能,半导体,90.0,13.0,3.0,16.0,22.77,,0.0
3,605136.SH,605136,丽人丽妆,其他商业,50.25,12.0,3.0,15.0,20.11,,0.0
4,605338.SH,605338,巴比食品,食品,39.28,9.0,3.0,12.0,24.35,,0.0
5,688788.SH,688788,N科思,通信设备,219.51,1.0,1.0,10.0,36.51,,0.0
6,300419.SZ,300419,浩丰科技,软件服务,13.07,3.0,2.0,6.0,48.07,,0.0
7,003015.SZ,003015,日久光电,元器件,10.41,2.0,2.0,5.0,7.31,,0.0
8,300297.SZ,300297,蓝盾股份,软件服务,7.8,3.0,1.0,5.0,77.79,香港中央结算有限公司(陆股通),1.0
9,300781.SZ,300781,因赛集团,广告包装,54.2,3.0,3.0,5.0,14.93,安徽科讯创业投资基金合伙企业(有限合伙),1.0
10,605058.SH,605058,澳弘电子,元器件,28.88,2.0,2.0,5.0,10.32,,0.0
11,300100.SZ,300100,双林股份,汽车服务,15.9,3.0,2.0,4.0,60.6,中国建设银行股份有限公司-华夏兴和混合型证券投资基金,1.0
12,300805.SZ,300805,电声股份,广告包装,35.42,2.0,2.0,4.0,14.99,中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金,1.0
13,003013.SZ,003013,N地铁,建筑工程,19.34,1.0,1.0,4.0,7.74,,0.0
14,300520.SZ,300520,科大国创,软件服务,33.9,2.0,1.0,3.0,66.92,"安徽省铁路发展基金股份有限公司
上海雅弘股权投资基金中心(有限合伙)",2.0
15,300581.SZ,300581,晨曦航空,航空,45.99,6.0,1.0,3.0,78.99,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",2.0
16,300620.SZ,300620,光库科技,元器件,56.99,2.0,1.0,3.0,51.04,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,1.0
17,300553.SZ,300553,集智股份,电器仪表,50.28,1.0,1.0,2.0,15.18,,0.0
18,300849.SZ,300849,锦盛新材,塑料,34.06,1.0,1.0,2.0,8.52,,0.0
19,300883.SZ,300883,龙利得,造纸,23.43,1.0,1.0,2.0,19.22,,0.0
20,300582.SZ,300582,英飞特,半导体,19.68,1.0,1.0,2.0,26.51,,0.0
21,300279.SZ,300279,和晶科技,元器件,7.8,1.0,1.0,2.0,34.28,上银基金-浦发银行-上银基金和晶科技1号资产管理计划,1.0
