,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,000995.SZ,*ST皇台,,7.47,"教育, 白酒, 举牌股, 资产重组, ST股, 壳公司, ",
1,002793.SZ,东音股份,专用机械,17.02,"医药, 化学药, ",34.07亿
2,300145.SZ,中金环境,专用机械,5.4,"固废处理, 社保重仓, 回购, 环保, 污水处理, 股权转让, 国资入股, ",79.87亿
3,002054.SZ,德美化工,化工原料,9.38,"养猪, 燃料电池, 半导体, 国资入股, 壳公司, 强势人气股, 创投, ",29.02亿
4,002746.SZ,仙坛股份,农业综合,27.27,"业绩预增, 养鸡, 高送转, ",66.08亿
5,002203.SZ,海亮股份,铜,10.09,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, ",164.85亿
6,002260.SZ,*ST德奥,航空,3.15,"通用航空, 农机, 小家电, 家电, ST股, 壳公司, ",
7,600322.SH,天房发展,区域地产,4.13,"雄安-地产, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, ",45.67亿
8,603589.SH,口子窖,白酒,58.67,"MSCI, 白酒, ",352.02亿
9,600529.SH,山东药玻,医疗保健,27.0,"社保重仓, 山东国企改革, 医疗器械, 玻璃, ",97.29亿
10,002695.SZ,煌上煌,食品,13.58,"食品, 休闲食品, ",61.57亿
11,300285.SZ,国瓷材料,陶瓷,15.8,"有色-锆, 被动元件, 有色金属, 业绩预增, 高送转-填权, 医疗器械, 年报季报, ",108.81亿
12,000715.SZ,中兴商业,百货,9.37,"新零售, 股权转让, ",
13,600332.SH,白云山,中成药,42.88,"MSCI, 阿里巴巴概念股, 高送转-预期, 业绩预增, 饮料, 保健品, 食品, 医药, 中药, 创新药, 化学药, 疫苗, 流感, ",459.32亿
14,000568.SZ,泸州老窖,白酒,71.7,"MSCI, 白酒, ",1046.9亿
15,000596.SZ,古井贡酒,白酒,107.89,"高价股, MSCI, 安徽国企改革, 白酒, ",413.87亿
16,600276.SH,恒瑞医药,化学制药,64.17,"白马股, MSCI, 健康中国, 大消费, PD-1抑制剂, 医药, 创新药, 化学药, ",2825.99亿
17,603517.SH,绝味食品,食品,45.41,"大消费, 社保重仓, 食品, 休闲食品, ",74.34亿
