,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
1927,300545.SZ,联得装备,专用机械,6.0,9.0,7.675,10.006,168605.3212
2580,600552.SH,凯盛科技,玻璃,6.0,8.0,8.202,9.9511,514857.818
355,000859.SZ,国风塑业,塑料,6.0,9.0,7.333,10.0604,404403.9266
1149,002689.SZ,远大智能,运输设备,4.0,8.0,5.943,9.9567,528736.8186
18,000023.SZ,深天地A,其他建材,3.0,8.0,5.569,10.0,228947.796
2240,600131.SH,岷江水电,水力发电,3.0,3.0,10.005,10.0134,335910.9591
40,000050.SZ,深天马A,元器件,3.0,8.0,7.594,9.9867,3006404.7701
1667,300281.SZ,金明精机,专用机械,3.0,8.0,5.315,10.0629,183487.7093
2681,600666.SH,奥瑞德,元器件,3.0,3.0,10.064,10.0592,298959.8579
1025,002565.SZ,顺灏股份,造纸,2.0,2.0,9.98,9.944,537597.016
1309,002862.SZ,实丰文化,文教休闲,2.0,8.0,4.302,9.9861,73786.88
1967,300587.SZ,天铁股份,橡胶,2.0,10.0,3.166,9.9954,100953.221
2557,600525.SH,长园集团,电气设备,2.0,9.0,4.485,10.0719,799134.393
2314,600218.SH,全柴动力,农用机械,2.0,4.0,7.791,10.0402,404155.48
714,002252.SZ,上海莱士,生物制药,2.0,8.0,6.137,10.0236,4639425.6294
2608,600584.SH,长电科技,半导体,2.0,8.0,5.208,10.0332,1374658.9542
2783,600776.SH,东方通信,通信设备,2.0,7.0,9.136,9.9857,2200712.1473
2818,600816.SH,安信信托,多元金融,2.0,3.0,7.03,10.041,2509137.4119
3135,603006.SH,联明股份,汽车配件,2.0,2.0,9.981,10.0,128646.1854
3342,603477.SH,振静股份,纺织,2.0,8.0,4.759,9.9768,107598.0
890,002429.SZ,兆驰股份,家用电器,2.0,2.0,10.046,10.0,1048853.9524
1521,300134.SZ,大富科技,通信设备,2.0,3.0,8.726,9.9369,993108.6094
151,000563.SZ,陕国投A,多元金融,2.0,2.0,10.162,10.1538,1419116.5989
124,000531.SZ,穗恒运A,火力发电,2.0,3.0,6.776,9.9485,439136.7402
467,002005.SZ,德豪润达,家用电器,2.0,2.0,10.035,10.2041,434407.104
2696,600684.SH,珠江实业,全国地产,1.0,8.0,3.441,10.0877,428437.2829
2243,600135.SH,乐凯胶片,化工原料,1.0,3.0,4.408,10.0464,265570.1153
2265,600162.SH,香江控股,全国地产,1.0,2.0,6.23,9.9174,791284.9787
128,000536.SZ,华映科技,元器件,1.0,2.0,6.839,10.1695,520869.3264
2377,600291.SH,西水股份,保险,1.0,2.0,7.705,10.034,1414425.3051
2464,600393.SH,粤泰股份,全国地产,1.0,8.0,2.98,10.1266,257921.6491
126,000533.SZ,万家乐,电气设备,1.0,8.0,3.372,9.9359,234921.5232
125,000532.SZ,华金资本,元器件,1.0,2.0,7.094,9.9704,382640.5588
2622,600599.SH,熊猫金控,多元金融,1.0,2.0,6.613,10.0386,189240.0
