,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,600870.SH,600870,ST厦华,家用电器,3.41,True,False,
1,000959.SZ,000959,首钢股份,普钢,4.09,True,True,"北京纳木纳尼资产管理有限公司
香港中央结算有限公司(陆股通)"
2,300163.SZ,300163,先锋新材,其他建材,4.36,True,False,
3,600193.SH,600193,ST创兴,装修装饰,4.41,True,True,
4,000793.SZ,000793,华闻集团,出版业,4.52,True,True,"四川信托有限公司-四川信托·星光3号单一资金信托
国广环球资产管理有限公司
前海开源基金-浦发银行-渤海国际信托-渤海信托·煦沁聚和1号集合资金信托计划
长信基金-浦发银行-长信-浦发-粤信2号资产管理计划
四川信托有限公司-四川信托·星光5号单一资金信托
方正东亚信托有限责任公司-腾翼投资1号单一资金信托
前海开源基金-浦发银行-前海开源聚和资产管理计划
云南国际信托有限公司-峻茂15号单一资金信托"
5,600248.SH,600248,延长化建,建筑工程,4.57,True,False,"武汉毕派克时代创业投资基金合伙企业(有限合伙)
武汉中派克恒业创业投资基金合伙企业(有限合伙)"
6,600239.SH,600239,云南城投,区域地产,4.84,True,True,
7,601777.SH,601777,力帆股份,摩托车,4.91,True,True,
8,600880.SH,600880,博瑞传播,广告包装,4.98,True,False,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金"
9,600151.SH,600151,航天机电,汽车配件,5.25,True,False,"中央汇金资产管理有限责任公司
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金"
10,300364.SZ,300364,中文在线,出版业,6.3,True,False,
11,002539.SZ,002539,云图控股,农药化肥,6.81,True,True,"全国社保基金六零四组合
全国社保基金四零一组合"
12,002536.SZ,002536,飞龙股份,汽车配件,6.92,True,True,"中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
北京厚毅资本管理有限公司-厚毅辰酉二号私募证券投资基金"
13,002522.SZ,002522,浙江众成,塑料,6.93,True,False,浙江银万斯特投资管理有限公司-全盈2号私募证券投资基金
14,002707.SZ,002707,众信旅游,旅游服务,7.22,True,False,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
15,600838.SH,600838,上海九百,百货,7.35,True,False,重庆国际信托股份有限公司-兴国1号集合资金信托计划
16,300175.SZ,300175,朗源股份,食品,7.35,True,False,中央汇金资产管理有限责任公司
17,600119.SH,600119,ST长投,仓储物流,7.38,True,True,
18,300299.SZ,300299,富春股份,互联网,7.56,True,True,
19,600723.SH,600723,首商股份,百货,7.6,True,False,"基本养老保险基金八零五组合
中国工商银行股份有限公司-广发睿阳三年定期开放混合型证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
20,600532.SH,600532,宏达矿业,普钢,7.74,True,False,
21,000880.SZ,000880,潍柴重机,机械基件,8.21,True,True,北京神州牧投资基金管理有限公司-红炎神州牧基金
22,603838.SH,603838,四通股份,陶瓷,9.04,True,False,
23,601028.SH,601028,玉龙股份,钢加工,9.74,True,False,
24,002425.SZ,002425,凯撒文化,互联网,10.25,True,True,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
广西铁路发展投资基金(有限合伙)
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金"
25,300023.SZ,300023,宝德股份,专用机械,10.94,True,False,
26,600418.SH,600418,江淮汽车,汽车整车,11.02,True,True,"安徽省铁路发展基金股份有限公司
申万菱信基金-招商银行-华润深国投信托-华润信托·博荟13号集合资金信托计划
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划"
27,603223.SH,603223,恒通股份,供气供热,11.14,True,False,山东一圈一带产业投资基金有限公司-山高-圈带私募基金
28,002569.SZ,002569,ST步森,服饰,11.33,True,False,"上海睿鸷资产管理合伙企业(有限合伙)
重庆信三威投资咨询中心(有限合伙)-昌盛十一号私募基金
北京博达富通基金管理有限公司-博达鑫富混合多策略私募投资基金"
29,002208.SZ,002208,合肥城建,区域地产,11.62,True,True,宁波梅山保税港区龙悦投资管理有限公司-佳然一号私募证券投资基金
30,002186.SZ,002186,全聚德,酒店餐饮,11.8,True,False,"中央汇金资产管理有限责任公司
IDG资本管理(香港)有限公司-IDG中国股票基金
上海宏流投资管理有限公司-宏流招财猫趋势灵活配置基金
IDG资本管理(香港)有限公司-IDG中国股票基金
中央汇金资产管理有限责任公司
IDG资本管理(香港)有限公司-IDG中国股票基金
中央汇金资产管理有限责任公司"
31,002240.SZ,002240,威华股份,家居用品,11.82,True,True,"国通信托有限责任公司-国通信托·紫金9号集合资金信托计划
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金"
32,600812.SH,600812,华北制药,化学制药,11.94,True,True,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
