,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE,concept
0,300768.SZ,300768,迪普科技,软件服务,7.0,10.014,31.53,
1,300573.SZ,300573,兴齐眼药,化学制药,7.0,10.0,48.73,"医药, 化学药, 眼科, "
2,603068.SH,603068,博通集成,半导体,6.0,9.9977,47.53,
3,300769.SZ,300769,德方纳米,化工原料,6.0,10.0,106.59,
4,603317.SH,603317,天味食品,食品,5.0,10.007,31.22,
5,600213.SH,600213,亚星客车,汽车整车,3.0,10.0279,11.85,"新能源整车, 汽车整车, 山东国企改革, 新能源汽车, "
6,600175.SH,600175,美都能源,综合类,3.0,10.0796,4.15,"油气改革, 破净股, 天然气, 石油化工, 高质押率, 锂电池, 互联网金融, 新能源汽车, 低价股, 石墨烯, 充电桩, "
7,002600.SZ,002600,领益智造,元器件,2.0,9.9842,6.94,"OLED, 华为产业链, 稀土磁材, 小米概念股, 苹果产业链, 强势人气股, "
8,600868.SH,600868,梅雁吉祥,水力发电,2.0,10.0559,5.91,"有色-锑, 有色金属, 粤港澳大湾区, 恒大概念股, 举牌股, 股权争夺, "
9,600604.SH,600604,市北高新,园区开发,2.0,10.0125,17.58,"阿里巴巴概念股, 房地产, 上海国企改革, 住房租赁, 强势人气股, 创投, "
10,300770.SZ,300770,新媒股份,影视音像,2.0,10.0017,63.02,
11,000702.SZ,000702,正虹科技,饲料,2.0,10.0264,8.34,"饲料, 业绩预增, 湖南国企改革, 农垦, "
12,603609.SH,603609,禾丰牧业,饲料,2.0,10.0,13.86,"饲料, 养猪, "
13,002211.SZ,002211,宏达新材,橡胶,2.0,10.073,7.54,"有机硅, 雄安-园林环保, 雄安新区, 股权转让, "
14,002274.SZ,002274,华昌化工,农药化肥,2.0,9.9119,14.97,"甲醇, 纯碱, 业绩预增, 化肥, 燃料电池, 科创板概念股, "
15,002054.SZ,002054,德美化工,化工原料,2.0,10.0629,8.75,"半导体, 国资入股, 壳公司, 创投, "
16,002137.SZ,002137,麦达数字,互联网,1.0,10.0599,9.19,"业绩预增, 物联网, 小米概念股, 云计算, 独角兽, LED, "
17,000835.SZ,000835,长城动漫,影视音像,1.0,10.052,6.35,"二胎, 教育, 社保重仓, 游戏, 手游, 动漫, "
18,603226.SH,603226,菲林格尔,家居用品,1.0,9.9816,23.91,"家具家居, "
19,603128.SH,603128,华贸物流,仓储物流,1.0,10.0488,11.28,"央企改革, 回购, 快递物流, 自贸区, 自由贸易港, 上海自由贸易港, "
20,603079.SH,603079,圣达生物,食品,1.0,10.0,26.84,"维生素, "
21,001896.SZ,001896,豫能控股,火力发电,1.0,9.9078,4.77,"火电, 电改, 破净股, 风电, 定增破发, "
22,002045.SZ,002045,国光电器,元器件,1.0,10.0629,7.0,"定增破发, 家电, 锂电池, 新能源汽车, 智能音箱, 苹果产业链, 黑色家电, "
23,600831.SH,600831,广电网络,影视音像,1.0,10.0,12.43,"大数据, 云计算, 智慧城市, 广电, 知识产权, "
24,600748.SH,600748,上实发展,全国地产,1.0,9.9819,12.12,"养老产业, 房地产, 土地流转, 上海国企改革, "
25,600509.SH,600509,天富能源,火力发电,1.0,9.9822,6.17,"火电, 电改, 国家队重仓, 破净股, 天然气, 新疆, 新疆国企改革, "
26,600393.SH,600393,粤泰股份,全国地产,1.0,9.915,3.88,"粤港澳大湾区, 高质押率, 房地产, 低价股, "
27,600235.SH,600235,民丰特纸,造纸,1.0,10.0,7.81,"浙江国企改革, 造纸, 强势人气股, 创投, "
28,002451.SZ,002451,摩恩电气,电气设备,1.0,10.0366,15.02,"供应链金融, 债转股-AMC, 新能源汽车, 充电桩, 创投, "
29,002666.SZ,002666,德联集团,化工原料,1.0,10.0,6.05,"蔚来汽车概念股, "
30,600136.SH,600136,当代明诚,影视音像,1.0,10.0073,15.06,"社保重仓, 高质押率, 足球, 体育产业, 影视, "
31,600073.SH,600073,上海梅林,食品,1.0,10.0,10.56,"食品, 休闲食品, 万达系, 上海国企改革, 进口博览会, "
32,300771.SZ,300771,智莱科技,电脑设备,1.0,10.0115,47.91,
33,002330.SZ,002330,得利斯,食品,1.0,10.0719,7.65,"养猪, 食品, "
34,002360.SZ,002360,同德化工,化工原料,1.0,10.0304,7.24,"回购, 民爆, "
35,002428.SZ,002428,云南锗业,小金属,1.0,10.0662,8.31,"有色金属, 光伏, LED, "
36,300430.SZ,300430,诚益通,电器仪表,1.0,10.0329,13.38,"社保重仓, 定增破发, 工业自动化, 智能制造, 医疗器械, "
37,300152.SZ,300152,科融环境,环境保护,1.0,10.0257,4.28,"固废处理, 雄安-园林环保, 大气治理, 环保, 雄安新区, 污水处理, "
38,300145.SZ,300145,中金环境,专用机械,1.0,9.965,6.29,"固废处理, 回购, 环保, 污水处理, 股权转让, 国资入股, "
39,002889.SZ,002889,东方嘉盛,仓储物流,1.0,10.0148,29.66,"高送转-预期, 智慧物流, 智能制造, 快递物流, 大数据, 自贸区, 自由贸易港, 上海自由贸易港, "
40,002669.SZ,002669,康达新材,化工原料,1.0,10.0067,16.49,"业绩预增, 军工, 军民融合, 股权转让, 国资入股, "
41,000533.SZ,000533,顺钠股份,电气设备,1.0,9.9476,4.2,
