,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300391.SZ,康跃科技,机械基件,10.65,40.06,"北京闻名投资基金管理有限公司-闻名福沃汽车产业私募股权投资基金
国通信托有限责任公司
建信基金-浦发银行-云南信托-云南信托汇义12号集合资金信托计划
深圳红树湾资产管理有限公司-红树湾科技产业升级投资基金
中央汇金资产管理有限责任公司"
1,300087.SZ,荃银高科,种植业,16.66,40.04,
2,002623.SZ,亚玛顿,玻璃,35.2,37.38,中央汇金资产管理有限责任公司
3,300472.SZ,新元科技,专用机械,18.78,35.81,鹏华资产-浦发银行-鹏华资产乐善2号资产管理计划
4,000700.SZ,模塑科技,汽车配件,5.93,35.33,
5,002605.SZ,姚记科技,文教休闲,31.41,35.18,全国社保基金六零四组合
6,600546.SH,山煤国际,煤炭开采,10.4,35.13,"全国社保基金一一二组合
中央汇金资产管理有限责任公司
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
中国农业银行股份有限公司-交银施罗德先进制造混合型证券投资基金"
7,002740.SZ,爱迪尔,服饰,9.08,30.14,
8,600455.SH,博通股份,文教休闲,43.36,29.99,
9,300063.SZ,天龙集团,互联网,4.44,29.97,
10,002385.SZ,大北农,饲料,6.79,29.92,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中信证券-中信银行-中信证券积极策略3号集合资产管理计划
现代种业发展基金有限公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
11,002510.SZ,天汽模,汽车配件,5.91,29.91,中央汇金资产管理有限责任公司
12,002688.SZ,金河生物,化学制药,8.51,26.79,"上银基金-浦发银行-上银基金财富51号资产管理计划
交通银行股份有限公司-长信量化先锋混合型证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)"
13,603305.SH,旭升股份,汽车配件,48.34,26.68,"中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合"
14,300465.SZ,高伟达,软件服务,13.45,25.9,"中央汇金资产管理有限责任公司
桐乡琛宝投资管理有限公司-琛宝创玺四号私募证券投资基金"
15,600883.SH,博闻科技,水泥,10.17,23.72,"全国社保基金六零四组合
浙江君合投资管理有限公司-君合和盈二号私募证券投资基金
中国工商银行股份有限公司-创金合信沪港深研究精选灵活配置混合型证券投资基金
西藏神州牧基金管理有限公司-天路一号证券投资私募基金"
16,603722.SH,阿科力,化工原料,38.07,22.09,无锡金投产业升级股权投资基金企业(有限合伙)
17,300036.SZ,超图软件,软件服务,25.7,21.94,"全国社保基金一零二组合
香港中央结算有限公司(陆股通)
中国光大银行股份有限公司-泓德优选成长混合型证券投资基金
中国农业银行股份有限公司-交银施罗德精选混合型证券投资基金"
18,300269.SZ,联建光电,半导体,5.56,20.15,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划
19,002343.SZ,慈文传媒,影视音像,13.94,20.04,"中山证券-招商银行-中山证券启晨1号集合资产管理计划
全国社保基金四一三组合
中央汇金资产管理有限责任公司
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
交通银行股份有限公司-泰达宏利价值优化型成长类行业混合型证券投资基金"
20,000892.SZ,欢瑞世纪,影视音像,7.01,20.03,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
全国社保基金一一八组合"
21,603232.SH,格尔软件,软件服务,42.6,20.01,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-南方科技创新混合型证券投资基金"
22,603005.SH,晶方科技,半导体,51.9,20.01,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
23,603773.SH,沃格光电,元器件,44.36,20.0,深圳市富海新材股权投资基金(有限合伙)
24,300598.SZ,诚迈科技,软件服务,164.19,20.0,"上海国和现代服务业股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
25,603920.SH,世运电路,元器件,25.05,20.0,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金"
26,300707.SZ,威唐工业,专用机械,21.88,19.98,
27,002041.SZ,登海种业,种植业,12.26,19.95,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
28,603178.SH,圣龙股份,汽车配件,17.83,19.89,
29,603366.SH,日出东方,家用电器,7.83,19.83,"中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
30,002635.SZ,安洁科技,IT设备,22.57,19.77,"泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
31,300724.SZ,捷佳伟创,专用机械,52.47,18.56,"天津架桥富凯股权投资基金合伙企业(有限合伙)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
深圳市麦瑞股权投资基金合伙企业(有限合伙)
深圳市麦瑞世纪股权投资基金(有限合伙)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划"
