,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,600236.SH,600236,桂冠电力,水力发电,True,10.1031,21.91780821917808,0.4609539375,420.92,,0.0
1,600900.SH,600900,长江电力,水力发电,True,5.5446,12.863949179460032,0.43101849382716045,4690.4,,0.0
2,600886.SH,600886,国投电力,水力发电,True,9.8166,24.146341463414632,0.40654606060606063,690.82,"香港中央结算有限公司(陆股通)
上海重阳战略投资有限公司-重阳战略聚智基金
上海重阳战略投资有限公司-重阳战略英智基金
全国社保基金一零九组合
上海重阳战略投资有限公司-重阳战略汇智基金
上海重阳战略投资有限公司-重阳战略才智基金",6.0
3,600025.SH,600025,华能水电,水力发电,True,10.0971,33.41176470588234,0.3022019366197184,1020.6,,0.0
4,600674.SH,600674,川投能源,水力发电,True,9.54,32.032854209445574,0.29781923076923084,566.12,,0.0
5,002034.SZ,002034,旺能环境,环境保护,True,9.9197,35.28581510232887,0.281124298,80.18,,0.0
6,002585.SZ,002585,双星新材,塑料,True,10.0289,35.99523241954707,0.27861745364238416,100.38,"皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金
深圳德海资本管理有限公司-深圳德海国企混改价值1号私募证券投资基金
中央汇金资产管理有限责任公司",3.0
7,601985.SH,601985,中国核电,新型电力,True,5.0657,20.950323974082075,0.2417957835051546,871.67,,0.0
8,600307.SH,600307,酒钢宏兴,普钢,True,10.2151,42.36111111111109,0.24114334426229517,128.4,,0.0
9,600012.SH,600012,皖通高速,路桥,True,3.8278,17.2972972972973,0.22129468749999998,75.88,,0.0
10,000550.SZ,000550,江铃汽车,汽车整车,True,9.9707,45.83333333333333,0.2175425454545455,136.1,,0.0
11,601388.SH,601388,怡球资源,铝,True,10.0,46.38783269961979,0.21557377049180318,77.42,,0.0
12,003039.SZ,003039,顺控发展,水务,True,9.9733,46.32701421800949,0.21528043989769816,7.66,,0.0
13,000612.SZ,000612,焦作万方,铝,True,10.0233,50.55821371610845,0.19825265299684547,112.44,,0.0
14,000069.SZ,000069,华侨城A,旅游景点,True,7.2619,36.93009118541033,0.19663910288065845,635.81,,0.0
15,603458.SH,603458,勘设股份,建筑工程,True,3.8978,21.433905899925332,0.1818520627177699,38.47,,0.0
16,601991.SH,601991,大唐发电,火力发电,True,3.1873,17.7272727272727,0.17979641025641052,258.85,,0.0
17,600188.SH,600188,兖州煤业,煤炭开采,True,10.0166,55.80304806565064,0.1794991554621849,395.1,,0.0
18,000966.SZ,000966,长源电力,火力发电,True,9.9576,55.855855855855864,0.17827316129032253,57.52,,0.0
19,600968.SH,600968,海油发展,石油开采,True,3.4749,20.17937219730943,0.17220059999999987,49.98,,0.0
20,000429.SZ,000429,粤高速A,路桥,True,3.6765,21.76165803108807,0.16894392857142865,91.86,,0.0
21,000875.SZ,000875,吉电股份,火力发电,True,4.7826,29.2225201072386,0.16366144954128445,103.45,,0.0
22,002015.SZ,002015,协鑫能科,新型电力,True,9.0323,55.61694290976058,0.16240195033112584,33.86,,0.0
23,600517.SH,600517,国网英大,电气设备,True,6.8917,42.589118198874296,0.16181833039647578,144.37,,0.0
24,002832.SZ,002832,比音勒芬,服饰,True,4.6875,30.368311327310636,0.1543549771167048,64.03,,0.0
25,000758.SZ,000758,中色股份,铅锌,True,4.9091,32.33944954128438,0.151799120567376,113.62,,0.0
26,000900.SZ,000900,现代投资,路桥,True,2.0455,13.670886075949372,0.149624537037037,68.12,,0.0
27,601006.SH,601006,大秦铁路,铁路,True,1.173,8.320251177394034,0.14098132075471698,1025.81,,0.0
28,000933.SZ,000933,神火股份,铝,True,9.98,74.6434231378764,0.13370233545647559,209.44,,0.0
29,600054.SH,600054,黄山旅游,旅游景点,True,4.4403,34.2449464922711,0.12966292708333335,57.95,,0.0
30,002534.SZ,002534,杭锅股份,专用机械,True,10.0372,81.59509202453987,0.12301230075187972,109.05,,0.0
31,601208.SH,601208,东材科技,化工原料,True,3.9382,32.741617357001985,0.12028116867469875,82.57,,0.0
