,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003009.SZ,003009,中天火箭,航空,70.73,15.0,3.0,18.0,27.48,,0.0
1,605111.SH,605111,新洁能,半导体,99.0,14.0,3.0,17.0,25.05,,0.0
2,605136.SH,605136,丽人丽妆,其他商业,51.51,12.0,2.0,15.0,20.61,,0.0
3,605338.SH,605338,巴比食品,食品,43.21,10.0,3.0,13.0,26.79,,0.0
4,688129.SH,688129,东来技术,染料涂料,34.0,1.0,1.0,12.0,9.28,,0.0
5,688788.SH,688788,N科思,通信设备,197.0,1.0,1.0,10.0,32.76,,0.0
6,003015.SZ,003015,日久光电,元器件,11.45,3.0,3.0,6.0,8.05,,0.0
7,605058.SH,605058,澳弘电子,元器件,31.77,3.0,3.0,6.0,11.35,,0.0
8,300781.SZ,300781,因赛集团,广告包装,58.0,3.0,2.0,5.0,15.98,"安徽科讯创业投资基金合伙企业(有限合伙)
上海景商投资管理有限公司-景商金牛6号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",3.0
9,003013.SZ,003013,N地铁,建筑工程,21.27,2.0,2.0,5.0,8.51,,0.0
10,300805.SZ,300805,电声股份,广告包装,33.7,2.0,2.0,4.0,14.27,中国工商银行股份有限公司-广发中证传媒交易型开放式指数证券投资基金,1.0
11,300582.SZ,300582,英飞特,半导体,23.62,2.0,2.0,4.0,31.82,,0.0
12,300100.SZ,300100,双林股份,汽车服务,17.18,3.0,1.0,4.0,65.48,"银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
中国建设银行股份有限公司-华夏兴和混合型证券投资基金",2.0
13,300279.SZ,300279,和晶科技,元器件,8.79,2.0,2.0,3.0,38.64,上银基金-浦发银行-上银基金和晶科技1号资产管理计划,1.0
14,300479.SZ,300479,神思电子,软件服务,21.94,1.0,1.0,2.0,36.81,中央汇金资产管理有限责任公司,1.0
15,300269.SZ,300269,联建光电,半导体,6.83,1.0,1.0,2.0,28.78,申万菱信基金-工商银行-华融国际信托-盛世景定增基金权益投资集合资金信托计划,1.0
16,300898.SZ,300898,C熊猫,乳制品,77.52,3.0,1.0,2.0,20.51,,0.0
