,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,603697.SH,603697,有友食品,食品,6.0,20.08,,15.96亿
1,002953.SZ,002953,日丰股份,电气设备,5.0,24.41,,10.5亿
2,000713.SZ,000713,丰乐种业,种植业,4.0,14.59,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",43.61亿
3,300342.SZ,300342,天银机电,元器件,3.0,13.57,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, ",54.7亿
4,300325.SZ,300325,德威新材,塑料,2.0,7.05,"特高压, 供应链金融, 锦纶（尼龙）, 燃料电池, 举牌股, 资产重组, ",70.25亿
5,002057.SZ,002057,中钢天源,元器件,2.0,15.25,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",48.75亿
6,300391.SZ,300391,康跃科技,机械基件,2.0,9.56,"大飞机, 光伏, 工业自动化, 智能制造, 高送转, ",19.17亿
7,600313.SH,600313,农发种业,种植业,2.0,3.85,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",39.25亿
8,300111.SZ,300111,向日葵,半导体,2.0,2.87,"光伏, 医药, 化学药, 新能源汽车, 低价股, 资产重组, 充电桩, ",32.06亿
9,300029.SZ,300029,天龙光电,专用机械,2.0,6.14,"光伏, ",12.28亿
10,002164.SZ,002164,宁波东力,电气设备,2.0,5.53,"风电, 定增破发, ",24.12亿
11,600509.SH,600509,天富能源,火力发电,2.0,5.68,"火电, 电改, 国家队重仓, 破净股, 天然气, 新疆, 定增破发, 新疆国企改革, ",51.44亿
12,601908.SH,601908,京运通,电气设备,2.0,4.02,"风电, 光伏, ",80.12亿
13,601828.SH,601828,美凯龙,其他商业,1.0,13.4,"破净股, 进口博览会, 腾讯概念股, 家具家居, ",53.04亿
14,603267.SH,603267,鸿远电子,元器件,1.0,32.07,,13.26亿
15,603650.SH,603650,彤程新材,化工原料,1.0,21.69,"新进指数成份股, 石墨烯, 橡胶, ",12.75亿
16,300453.SZ,300453,三鑫医疗,医疗保健,1.0,9.01,"高送转-填权, 医疗器械, ",13.37亿
17,300696.SZ,300696,爱乐达,航空,1.0,31.22,"军工, 军民融合, ",15.35亿
18,300748.SZ,300748,金力永磁,元器件,1.0,22.99,"稀土磁材, ",9.56亿
19,300761.SZ,300761,立华股份,农业综合,1.0,60.29,"次新股, 养猪, 养鸡, ",24.89亿
20,600058.SH,600058,五矿发展,商贸代理,1.0,8.44,"央企改革, ",90.47亿
21,600111.SH,600111,北方稀土,小金属,1.0,11.21,"MSCI, 内蒙古, 稀土磁材, ",407.27亿
22,600259.SH,600259,广晟有色,小金属,1.0,39.69,"有色金属, 债转股-AMC, 稀土磁材, 有色-钨, ",104.04亿
23,603508.SH,603508,思维列控,软件服务,1.0,80.03,"回购, 无人机, 高铁轨交, 资产重组, ",128.05亿
24,603336.SH,603336,宏辉果蔬,农业综合,1.0,20.08,"农业种植, 苹果期货, ",13.79亿
25,603317.SH,603317,天味食品,食品,1.0,38.93,"次新股, 调味品, 食品, ",16.09亿
26,600331.SH,600331,宏达股份,铅锌,1.0,3.43,"有色-锌, 有色金属, 信托, 化肥, 高质押率, 磷化工, 科创板概念股, ",69.7亿
27,601028.SH,601028,玉龙股份,钢加工,1.0,5.24,"油气改革, 天然气, 锂电池, 新能源汽车, 石墨烯, ",41.03亿
28,600366.SH,600366,宁波韵升,电器仪表,1.0,7.33,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, ",72.5亿
29,600368.SH,600368,五洲交通,路桥,1.0,5.9,"高速公路, 一带一路, 东盟博览会, 广西, ",66.41亿
30,600392.SH,600392,盛和资源,小金属,1.0,10.86,"有色-锆, MSCI, 回购, 有色金属, 稀土磁材, 海南自由贸易港, 自贸区, 自由贸易港, 有色-钛, ",155.76亿
31,600416.SH,600416,湘电股份,电气设备,1.0,6.84,"社保重仓, 航母, 风电, 军工, 军民融合, 湖南国企改革, ",60.29亿
32,600425.SH,600425,青松建化,水泥,1.0,4.17,"一带一路, 业绩预增, 新疆, 水泥, 新疆国企改革, ",57.5亿
33,601949.SH,601949,中国出版,出版业,1.0,6.83,"中字头, 央企改革, 知识产权, ",27.39亿
34,600518.SH,600518,康美药业,中成药,1.0,6.46,"白马股, MSCI, 大消费, 民营医院, 债转股-AMC, 医药, 中药, 互联网医疗, 医疗信息化, ",284.81亿
35,600549.SH,600549,厦门钨业,小金属,1.0,14.27,"MSCI, 有色金属, 有色-钴, 有色-钼, 稀土磁材, 有色-钨, 锂电池, 新能源汽车, 石墨烯, ",200.64亿
36,601865.SH,601865,福莱特,玻璃,1.0,11.83,"次新股, 光伏, ",17.75亿
37,600734.SH,600734,实达集团,电脑设备,1.0,8.14,"华为产业链, 物联网, 高质押率, 智慧城市, 国产操作系统, 智慧安防, 创投, ",28.87亿
38,600980.SH,600980,北矿科技,元器件,1.0,13.16,"央企改革, 稀土磁材, ",20.03亿
39,300354.SZ,300354,东华测试,电器仪表,1.0,10.67,"大飞机, 智能仪表, ",8.05亿
40,000025.SZ,000025,特力A,汽车服务,1.0,22.73,"汽车销售, 粤港澳大湾区, 深圳本地股/深汕合作, ",61.57亿
41,300340.SZ,300340,科恒股份,元器件,1.0,18.58,"宁德时代概念股, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 国资入股, ",28.43亿
42,002219.SZ,002219,恒康医疗,中成药,1.0,3.6,"民营医院, 医药, 中药, 基因测序, 资产重组, ",66.4亿
43,000612.SZ,000612,焦作万方,铝,1.0,4.73,"有色-铝, 油服, 有色金属, 股权争夺, ",56.27亿
44,000655.SZ,000655,金岭矿业,普钢,1.0,5.64,"山东国企改革, 铁矿石, 股权转让, ST摘帽, ",33.58亿
45,000697.SZ,000697,炼石航空,航空,1.0,12.27,"通用航空, 有色金属, 军工, 军民融合, 无人机, 有色-钼, 定增破发, 股权转让, ",55.68亿
46,000711.SZ,000711,京蓝科技,软件服务,1.0,6.2,"阿里巴巴概念股, 固废处理, 回购, 园林, 物联网, 雄安-园林环保, 海绵城市, PPP, 环保, 雄安新区, 大数据, 区块链, 智慧城市, ",25.19亿
47,000758.SZ,000758,中色股份,铅锌,1.0,4.79,"有色-铝, 有色-锌, 东盟博览会, 央企改革, 有色金属, 大基建, 稀土磁材, ",94.32亿
48,000795.SZ,000795,英洛华,矿物制品,1.0,5.4,"业绩预增, 稀土磁材, 智能制造, 机器人, ",47.86亿
49,000831.SZ,000831,五矿稀土,小金属,1.0,13.29,"央企改革, 业绩预增, 稀土磁材, ",130.36亿
50,000957.SZ,000957,中通客车,汽车整车,1.0,9.12,"新能源整车, 汽车整车, 山东国企改革, 燃料电池, 新能源汽车, ",54.07亿
51,000965.SZ,000965,天保基建,区域地产,1.0,4.28,"雄安-地产, 大飞机, 通用航空, 破净股, 房地产, 雄安新区, 京津冀, 自贸区, 天津国企改革, 天津自贸区, ",47.5亿
52,000970.SZ,000970,中科三环,元器件,1.0,10.44,"特斯拉, 超级高铁, 中科院系, 稀土磁材, ",111.21亿
53,000993.SZ,000993,闽东电力,水力发电,1.0,8.21,"水电, 电改, 风电, 宁德时代概念股, 债转股-AMC, 锂电池, 新能源汽车, 强势人气股, ",30.62亿
