,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,300161.SZ,300161,华中数控,机床制造,16.15,624.25
1,600288.SH,600288,大恒科技,软件服务,12.29,544.68
2,300613.SZ,300613,富瀚微,半导体,97.11,347.44
3,300183.SZ,300183,东软载波,软件服务,15.57,302.85
4,002006.SZ,002006,精功科技,专用机械,5.94,300.31
5,603701.SH,603701,德宏股份,汽车配件,16.89,287.97
6,603110.SH,603110,东方材料,染料涂料,15.25,285.92
7,601901.SH,601901,方正证券,证券,7.43,277.97
8,300282.SZ,300282,三盛教育,文教休闲,18.36,271.13
9,603278.SH,603278,大业股份,钢加工,12.92,256.03
10,300490.SZ,300490,华自科技,电气设备,12.83,236.34
11,002338.SZ,002338,奥普光电,电器仪表,15.69,234.58
12,600756.SH,600756,浪潮软件,软件服务,27.0,229.28
13,300401.SZ,300401,花园生物,食品,15.81,217.37
14,600206.SH,600206,有研新材,半导体,12.62,208.32
15,600338.SH,600338,西藏珠峰,铅锌,34.9,184.55
16,603909.SH,603909,合诚股份,建筑施工,29.7,173.28
17,000062.SZ,000062,深圳华强,批发业,14.39,171.82
18,000758.SZ,000758,中色股份,铅锌,5.63,170.31
19,000612.SZ,000612,焦作万方,铝,5.73,167.45
20,300708.SZ,300708,聚灿光电,半导体,14.7,163.32
21,600770.SH,600770,综艺股份,综合类,7.1,160.7
22,600058.SH,600058,五矿发展,商贸代理,9.52,155.89
23,600546.SH,600546,山煤国际,煤炭开采,5.55,155.47
24,002156.SZ,002156,通富微电,半导体,9.73,155.14
25,600416.SH,600416,湘电股份,电气设备,7.06,147.57
26,600059.SH,600059,古越龙山,红黄药酒,9.35,142.96
27,600797.SH,600797,浙大网新,软件服务,10.79,140.86
28,600592.SH,600592,龙溪股份,机械基件,11.95,140.12
29,600392.SH,600392,盛和资源,小金属,12.05,136.72
30,000970.SZ,000970,中科三环,元器件,11.87,130.24
31,600360.SH,600360,华微电子,半导体,6.76,129.15
32,001896.SZ,001896,豫能控股,火力发电,4.48,123.86
33,002773.SZ,002773,康弘药业,中成药,48.82,119.73
34,600536.SH,600536,中国软件,软件服务,61.99,119.72
35,300463.SZ,300463,迈克生物,医疗保健,22.51,119.62
36,300287.SZ,300287,飞利信,软件服务,4.86,115.95
37,601028.SH,601028,玉龙股份,钢加工,5.52,115.64
38,300399.SZ,300399,京天利,互联网,14.18,114.31
39,603929.SH,603929,亚翔集成,装修装饰,19.65,112.78
40,002869.SZ,002869,金溢科技,通信设备,29.9,112.76
41,002383.SZ,002383,合众思壮,通信设备,12.5,112.07
42,002232.SZ,002232,启明信息,软件服务,10.62,111.0
43,002646.SZ,002646,青青稞酒,白酒,13.8,110.19
44,000066.SZ,000066,中国长城,电脑设备,10.15,109.67
45,600549.SH,600549,厦门钨业,小金属,14.8,109.21
46,600330.SH,600330,天通股份,元器件,8.11,107.74
47,002042.SZ,002042,华孚时尚,纺织,7.4,107.01
48,600421.SH,600421,*ST仰帆,机械基件,12.9,105.65
49,002169.SZ,002169,智光电气,电气设备,6.63,104.76
50,002512.SZ,002512,达华智能,元器件,5.31,103.78
51,300374.SZ,300374,恒通科技,其他建材,11.22,101.75
52,002056.SZ,002056,横店东磁,元器件,7.88,101.49
53,603707.SH,603707,健友股份,化学制药,34.35,98.16
54,300493.SZ,300493,润欣科技,通信设备,13.53,95.46
55,002240.SZ,002240,威华股份,家居用品,9.24,95.23
56,002465.SZ,002465,海格通信,通信设备,9.77,94.53
57,002703.SZ,002703,浙江世宝,汽车配件,6.99,92.64
58,300651.SZ,300651,金陵体育,文教休闲,44.36,92.24
59,002151.SZ,002151,北斗星通,通信设备,25.74,91.85
60,002378.SZ,002378,章源钨业,小金属,6.53,91.44
61,300404.SZ,300404,博济医药,医疗保健,24.26,90.77
62,300419.SZ,300419,浩丰科技,软件服务,6.77,90.52
63,300761.SZ,300761,立华股份,农业综合,62.55,90.5
64,000988.SZ,000988,华工科技,电器仪表,14.9,90.21
65,002919.SZ,002919,名臣健康,日用化工,25.17,90.11
66,300245.SZ,300245,天玑科技,软件服务,10.95,88.83
67,300397.SZ,300397,天和防务,通信设备,22.05,88.73
68,002856.SZ,002856,美芝股份,装修装饰,25.0,88.65
69,002161.SZ,002161,远望谷,通信设备,8.72,88.13
70,300474.SZ,300474,景嘉微,元器件,44.87,87.85
71,000792.SZ,000792,*ST盐湖,化工原料,7.44,87.05
72,300345.SZ,300345,红宇新材,钢加工,7.27,85.45
73,600584.SH,600584,长电科技,半导体,15.53,84.99
74,002836.SZ,002836,新宏泽,广告包装,15.48,82.8
75,603078.SH,603078,江化微,化工原料,30.15,82.46
76,300169.SZ,300169,天晟新材,塑料,8.85,81.93
77,600502.SH,600502,安徽水利,建筑施工,4.8,81.74
78,000863.SZ,000863,三湘印象,区域地产,5.65,81.51
79,603906.SH,603906,龙蟠科技,化工原料,17.5,81.4
80,002075.SZ,002075,沙钢股份,特种钢,9.23,80.68
81,002222.SZ,002222,福晶科技,元器件,12.51,79.5
82,300246.SZ,300246,宝莱特,医疗保健,15.44,79.39
83,002299.SZ,002299,圣农发展,农业综合,29.31,78.57
84,300310.SZ,300310,宜通世纪,通信设备,6.76,78.46
85,002768.SZ,002768,国恩股份,塑料,26.37,76.35
86,600035.SH,600035,楚天高速,路桥,3.76,76.27
87,000655.SZ,000655,金岭矿业,普钢,6.06,75.38
88,002073.SZ,002073,软控股份,软件服务,5.98,75.27
89,300101.SZ,300101,振芯科技,通信设备,11.64,74.44
90,002798.SZ,002798,帝欧家居,家居用品,21.58,74.17
91,300034.SZ,300034,钢研高纳,小金属,13.69,73.99
92,603189.SH,603189,网达软件,软件服务,18.5,72.52
93,600776.SH,600776,东方通信,通信设备,24.56,72.42
94,600163.SH,600163,中闽能源,新型电力,4.51,72.09
95,603026.SH,603026,石大胜华,化工原料,35.91,72.01
96,000993.SZ,000993,闽东电力,水力发电,8.95,71.9
97,000021.SZ,000021,深科技,电脑设备,8.94,71.88
98,600792.SH,600792,云煤能源,焦炭加工,4.03,71.66
99,300655.SZ,300655,晶瑞股份,化工原料,18.05,71.63
100,300025.SZ,300025,华星创业,通信设备,6.19,70.26
101,600183.SH,600183,生益科技,元器件,13.9,70.14
102,000761.SZ,000761,本钢板材,普钢,4.52,70.14
103,300339.SZ,300339,润和软件,软件服务,12.42,70.05
104,002395.SZ,002395,双象股份,塑料,20.05,69.57
105,300661.SZ,300661,圣邦股份,元器件,99.99,69.47
106,300647.SZ,300647,超频三,元器件,15.51,69.45
107,603787.SH,603787,新日股份,摩托车,12.54,69.44
108,300626.SZ,300626,华瑞股份,电气设备,10.57,68.93
109,300165.SZ,300165,天瑞仪器,电器仪表,5.84,68.63
110,002476.SZ,002476,宝莫股份,化工原料,6.03,68.26
111,002882.SZ,002882,金龙羽,电气设备,12.72,67.48
112,603085.SH,603085,天成自控,汽车配件,12.13,66.67
113,300659.SZ,300659,中孚信息,软件服务,38.19,66.38
114,000657.SZ,000657,中钨高新,小金属,6.82,65.85
115,600624.SH,600624,复旦复华,综合类,13.31,65.75
116,600158.SH,600158,中体产业,文教休闲,10.98,65.61
117,002858.SZ,002858,力盛赛车,文教休闲,19.0,65.5
118,300330.SZ,300330,华虹计通,软件服务,11.39,64.6
119,300532.SZ,300532,今天国际,软件服务,15.7,64.55
120,300192.SZ,300192,科斯伍德,文教休闲,9.92,64.53
121,300327.SZ,300327,中颖电子,半导体,23.25,64.27
