,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,000683.SZ,000683,远兴能源,化工原料,2.22,0.0,1.0,78.92,"香港中央结算有限公司(陆股通)
北京中稷弘立资产管理有限公司
中信建投基金-广州农商银行-华鑫国际信托-华鑫信托·153号证券投资集合资金信托计划
上海塔彧毅股权投资基金(上海)中心(有限合伙)
中国信达资产管理股份有限公司",5.0
1,600162.SH,600162,香江控股,全国地产,2.28,1.0,1.0,77.42,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
深圳市香江股权投资管理有限公司-香江汇通一期证券投资基金
前海开源基金-浦发银行-中融国际信托-中融-融珲62号单一资金信托",4.0
2,601388.SH,601388,怡球资源,铝,2.37,1.0,1.0,48.0,,0.0
3,002610.SZ,002610,爱康科技,电气设备,2.63,4.0,1.0,115.36,中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金,1.0
4,600339.SH,600339,中油工程,石油加工,2.9,0.0,1.0,161.91,"北信瑞丰基金-工商银行-北京恒宇天泽投资管理有限公司-恒宇天泽盈-赢二号私募投资基金
九泰基金-广发银行-中兵投资管理有限责任公司
北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划
中国光大银行股份有限公司-招商瑞阳股债配置混合型证券投资基金",4.0
5,002172.SZ,002172,澳洋健康,化纤,2.92,2.0,1.0,22.56,,0.0
6,002505.SZ,002505,大康农业,农业综合,3.01,0.0,1.0,165.11,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中信银行股份有限公司-建信中证500指数增强型证券投资基金",3.0
7,600187.SH,600187,国中水务,水务,3.21,0.0,3.0,53.09,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金",2.0
8,601016.SH,601016,节能风电,新型电力,3.27,1.0,2.0,135.89,"全国社会保障基金理事会转持二户
香港中央结算有限公司(陆股通)
全国社会保障基金理事会
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华宝信托有限责任公司
华安基金-兴业银行-广西铁路发展投资基金(有限合伙)",6.0
9,002506.SZ,002506,协鑫集成,电气设备,3.43,0.0,1.0,174.04,"天津融境股权投资基金中心(有限合伙)
香港中央结算有限公司(陆股通)
长城(德阳)超日项目基金合伙企业(有限合伙)",3.0
10,000573.SZ,000573,粤宏远A,区域地产,3.48,1.0,2.0,22.02,中国建设银行股份有限公司-长城量化小盘股票型证券投资基金,1.0
11,000521.SZ,000521,长虹美菱,家用电器,3.5,3.0,1.0,30.54,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
财通基金-宁波银行-海通兴泰(安徽)新兴产业投资基金(有限合伙)
中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金",3.0
12,000791.SZ,000791,甘肃电投,水力发电,3.62,3.0,1.0,49.22,,0.0
13,601619.SH,601619,嘉泽新能,新型电力,3.62,2.0,2.0,69.97,"中国银行股份有限公司-广发中证环保产业交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)",3.0
14,600844.SH,600844,丹化科技,化工原料,3.73,1.0,1.0,30.69,财通基金-工商银行-富春定增1021号资产管理计划,1.0
15,600537.SH,600537,亿晶光电,半导体,3.74,0.0,1.0,44.0,中央汇金资产管理有限责任公司,1.0
16,300157.SZ,300157,恒泰艾普,石油开采,3.87,0.0,1.0,27.36,,0.0
17,600063.SH,600063,皖维高新,化纤,3.95,2.0,1.0,76.07,"安徽中安资本管理有限公司-中安定增利1号私募投资基金
基本养老保险基金九零二组合
中国农业银行股份有限公司-富国中证500指数增强型证券投资基金(LOF)
全国社保基金四一二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划",5.0
18,600139.SH,600139,西部资源,综合类,4.02,0.0,2.0,26.61,,0.0
19,600386.SH,600386,北巴传媒,汽车服务,4.04,1.0,1.0,32.58,,0.0
20,600163.SH,600163,中闽能源,新型电力,4.09,1.0,1.0,40.88,海峡产业投资基金(福建)有限合伙企业,1.0
21,300337.SZ,300337,银邦股份,铝,4.28,0.0,1.0,30.32,,0.0
22,600279.SH,600279,重庆港九,港口,4.29,0.0,1.0,29.73,,0.0
23,600297.SH,600297,广汇汽车,汽车服务,4.34,0.0,1.0,351.99,"深圳市银天使资产管理有限公司-银天使2号私募证券投资基金
香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
泰达宏利基金-招商银行-大业信托-大业信托·增利1号集合资金信托计划",4.0
