,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,002711.SZ,002711,欧浦智网,仓储物流,-1.33,10.0418,5.26
1,002668.SZ,002668,奥马电器,家用电器,6.12,10.0,7.81
2,000681.SZ,000681,视觉中国,互联网,3.98,7.2693,23.02
3,002509.SZ,002509,天广中茂,专用机械,3.11,5.3968,3.32
4,002453.SZ,002453,华软科技,化工原料,1.18,5.0704,7.46
5,600652.SH,600652,游久游戏,互联网,-2.99,4.8387,4.55
6,300052.SZ,300052,中青宝,互联网,1.21,4.4218,12.28
7,300663.SZ,300663,科蓝软件,软件服务,-11.33,4.2495,53.48
8,300465.SZ,300465,高伟达,软件服务,1.17,3.7832,10.15
9,002279.SZ,002279,久其软件,软件服务,-0.82,3.7037,9.24
10,002610.SZ,002610,爱康科技,电气设备,-3.14,3.5556,2.33
11,000711.SZ,000711,京蓝科技,软件服务,1.42,3.3333,7.13
12,002012.SZ,002012,凯恩股份,造纸,-7.22,3.3094,7.18
13,002131.SZ,002131,利欧股份,互联网,-4.25,3.271,2.21
14,601318.SH,601318,中国平安,保险,0.86,3.2028,87.0
15,300020.SZ,300020,银江股份,软件服务,3.18,3.0303,10.2
16,300562.SZ,300562,乐心医疗,医疗保健,1.44,2.5816,13.51
17,300168.SZ,300168,万达信息,软件服务,3.04,2.5641,16.8
18,300297.SZ,300297,蓝盾股份,软件服务,-7.6,2.5478,8.05
19,300377.SZ,300377,赢时胜,软件服务,2.98,2.5035,14.74
20,002103.SZ,002103,广博股份,文教休闲,-9.26,2.4164,5.51
21,002139.SZ,002139,拓邦股份,元器件,4.36,2.3952,6.84
22,002657.SZ,002657,中科金财,软件服务,-2.87,2.3727,20.71
23,002104.SZ,002104,恒宝股份,元器件,2.4,2.2843,8.06
24,300431.SZ,300431,暴风集团,互联网,2.97,2.2461,10.47
25,600570.SH,600570,恒生电子,软件服务,-3.03,2.2197,90.26
26,300089.SZ,300089,文化长城,陶瓷,-2.34,2.1676,7.07
27,600718.SH,600718,东软集团,软件服务,2.75,2.0661,14.82
28,300130.SZ,300130,新国都,电脑设备,2.14,2.0397,18.01
29,600209.SH,600209,*ST罗顿,综合类,3.31,1.9264,5.82
30,002869.SZ,002869,金溢科技,通信设备,-2.24,1.8714,29.94
31,601800.SH,601800,中国交建,建筑施工,-0.69,1.7254,14.15
32,601360.SH,601360,三六零,互联网,2.79,1.7084,25.6
33,300202.SZ,300202,聚龙股份,专用机械,2.41,1.6538,9.22
34,603636.SH,603636,南威软件,软件服务,-2.01,1.5349,13.23
35,002400.SZ,002400,省广集团,广告包装,2.27,1.5152,4.02
36,002530.SZ,002530,金财互联,专用机械,2.16,1.4984,12.87
37,002797.SZ,002797,第一创业,证券,-3.14,1.4455,7.72
38,600446.SH,600446,金证股份,软件服务,-2.65,1.421,28.55
39,300096.SZ,300096,易联众,软件服务,-1.24,1.4143,12.19
40,002517.SZ,002517,恺英网络,互联网,-2.44,1.3889,4.38
41,300418.SZ,300418,昆仑万维,互联网,-1.41,1.3645,15.6
42,002369.SZ,002369,卓翼科技,通信设备,-1.1,1.3052,10.09
43,000607.SZ,000607,华媒控股,广告包装,-2.42,1.2945,6.26
44,300170.SZ,300170,汉得信息,软件服务,-1.64,1.2891,16.5
45,300468.SZ,300468,四方精创,软件服务,-0.76,1.2618,19.26
46,002670.SZ,002670,国盛金控,证券,-1.66,1.2094,13.39
47,300386.SZ,300386,飞天诚信,软件服务,-1.03,1.1955,14.39
48,300612.SZ,300612,宣亚国际,广告包装,-2.15,1.1561,22.75
49,300166.SZ,300166,东方国信,软件服务,-0.57,1.1042,14.65
50,300561.SZ,300561,汇金科技,软件服务,5.39,1.0814,19.63
51,002065.SZ,002065,东华软件,软件服务,2.57,1.0588,8.59
52,300541.SZ,300541,先进数通,软件服务,-3.44,1.0497,18.29
53,300379.SZ,300379,东方通,软件服务,-1.68,1.0494,23.11
54,002152.SZ,002152,广电运通,电脑设备,-1.13,0.9887,7.15
55,300287.SZ,300287,飞利信,软件服务,2.78,0.9785,5.16
56,300339.SZ,300339,润和软件,软件服务,3.22,0.9601,13.67
57,000066.SZ,000066,中国长城,电脑设备,1.13,0.9027,10.06
58,002095.SZ,002095,生意宝,互联网,-1.11,0.8824,30.87
59,300219.SZ,300219,鸿利智汇,元器件,2.98,0.8168,8.64
60,300268.SZ,300268,佳沃股份,农业综合,2.28,0.7991,17.66
61,300002.SZ,300002,神州泰岳,软件服务,2.05,0.7984,5.05
62,002123.SZ,002123,梦网集团,互联网,-0.96,0.7692,13.1
63,600797.SH,600797,浙大网新,软件服务,-2.27,0.7626,10.57
64,300478.SZ,300478,杭州高新,橡胶,-3.07,0.703,17.19
65,300007.SZ,300007,汉威科技,电器仪表,-2.96,0.6892,14.61
66,300018.SZ,300018,中元股份,电气设备,-1.95,0.6745,5.97
67,000606.SZ,000606,顺利办,互联网,-1.33,0.6468,7.78
68,002642.SZ,002642,荣之联,软件服务,-1.9,0.5952,6.76
69,002587.SZ,002587,奥拓电子,元器件,5.1,0.5435,7.4
70,002663.SZ,002663,普邦股份,建筑施工,2.16,0.5333,3.77
71,300352.SZ,300352,北信源,软件服务,2.62,0.5208,5.79
72,603106.SH,603106,恒银金融,电脑设备,2.94,0.5181,13.58
73,300248.SZ,300248,新开普,软件服务,-1.11,0.3247,9.27
74,600839.SH,600839,四川长虹,家用电器,1.55,0.277,3.62
75,600208.SH,600208,新湖中宝,全国地产,-0.78,0.2584,3.88
76,002447.SZ,002447,晨鑫科技,互联网,-2.26,0.2551,3.93
77,000040.SZ,000040,东旭蓝天,新型电力,-6.14,0.2198,9.12
78,002010.SZ,002010,传化智联,仓储物流,2.11,0.2137,9.38
79,002117.SZ,002117,东港股份,广告包装,-0.65,0.198,20.24
80,002195.SZ,002195,二三四五,软件服务,-1.4,0.165,6.07
81,300579.SZ,300579,数字认证,软件服务,-7.85,0.0945,52.95
82,300676.SZ,300676,华大基因,医疗保健,-4.41,0.0142,70.26
83,002537.SZ,002537,海联金汇,汽车整车,-3.44,0.0,11.8
84,002649.SZ,002649,博彦科技,软件服务,-9.9,0.0,10.18
85,300608.SZ,300608,思特奇,软件服务,-0.77,-0.0376,26.58
86,600588.SH,600588,用友网络,软件服务,3.08,-0.0614,32.55
87,002024.SZ,002024,苏宁易购,电器连锁,-3.25,-0.1436,13.91
88,002235.SZ,002235,安妮股份,互联网,-2.92,-0.1874,10.65
89,000021.SZ,000021,深科技,电脑设备,-1.8,-0.2227,8.96
90,000971.SZ,000971,ST高升,互联网,2.61,-0.2551,3.91
91,600986.SH,600986,科达股份,互联网,-2.55,-0.3484,5.72
92,601619.SH,601619,嘉泽新能,新型电力,1.81,-0.3521,5.66
93,600633.SH,600633,浙数文化,互联网,-2.44,-0.3861,10.32
94,600598.SH,600598,北大荒,种植业,-1.19,-0.3922,10.16
95,300051.SZ,300051,三五互联,互联网,1.22,-0.3942,7.58
96,002063.SZ,002063,远光软件,软件服务,-0.63,-0.4686,10.62
97,000961.SZ,000961,中南建设,建筑施工,-2.32,-0.7892,8.8
98,300104.SZ,300104,乐视网,互联网,-5.65,-0.7905,2.51
99,603888.SH,603888,新华网,互联网,-2.09,-0.8273,27.57
