,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,300374.SZ,恒通科技,其他建材,9.9759,13.67,"诸城晨光景泰股权投资基金有限公司
中央汇金资产管理有限责任公司"
1,603301.SH,振德医疗,医疗保健,9.9906,47.01,
2,300703.SZ,创源文化,文教休闲,9.9926,14.86,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
全国社保基金六零四组合
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
中国国际金融香港资产管理有限公司-客户资金"
3,603392.SH,万泰生物,医疗保健,10.002,169.04,
4,300677.SZ,英科医疗,医疗保健,10.0044,99.95,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金"
5,300658.SZ,延江股份,纺织,10.0067,32.65,
6,603867.SH,新化股份,化工原料,10.0079,27.7,"交通银行股份有限公司-华安安顺灵活配置混合型证券投资基金
中国工商银行股份有限公司-华安安信消费服务混合型证券投资基金"
7,300729.SZ,乐歌股份,家居用品,10.0126,34.83,南京雷奥投资管理有限公司-雷奥2期证券投资基金
8,002551.SZ,尚荣医疗,医疗保健,10.0132,8.35,"广州市玄元投资管理有限公司-玄元六度元宝7号私募投资基金
中央汇金资产管理有限责任公司
银河资本-浙商银行-银河资本-鑫鑫一号资产管理计划
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划"
9,601801.SH,皖新传媒,出版业,10.0358,6.14,"新华集团-国泰君安-16皖新EB担保及信托财产专户
安徽安元投资基金有限公司
中央汇金资产管理有限责任公司
鹏华资产-平安银行-华宝信托-华宝-银河15号集合资金信托计划
海南首泰融信股权投资基金合伙企业(有限合伙)"
