,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300962.SZ,300962,C中金辐,综合类,True,1.0,6.0606,7.891491985203469,0.7679916562499983,21.91,,0.0
1,002659.SZ,002659,凯文教育,文教休闲,True,1.0,10.0985,20.485175202156334,0.49296625,26.3,,0.0
2,603139.SH,603139,康惠制药,中成药,True,1.0,-4.2754,20.468227424749188,0.4894561601307184,17.22,,0.0
3,600389.SH,600389,江山股份,农药化肥,True,1.0,2.2418,21.082769390942225,0.4747810790123455,69.08,,0.0
4,600843.SH,600843,上工申贝,纺织机械,True,1.0,-4.5307,21.176470588235308,0.4705411111111108,17.97,,0.0
5,603998.SH,603998,方盛制药,中成药,True,1.0,9.9624,21.36929460580912,0.46620163106796136,25.12,,0.0
6,600712.SH,600712,南宁百货,百货,True,1.0,2.6316,21.875,0.45714285714285713,23.1,,0.0
7,600828.SH,600828,茂业商业,百货,True,1.0,-4.3478,22.48520710059172,0.4494688421052631,68.56,"香港中央结算有限公司(陆股通)
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)",2.0
8,300329.SZ,300329,海伦钢琴,文教休闲,True,1.0,12.9688,30.741410488245926,0.42186743529411774,18.25,,0.0
9,600693.SH,600693,东百集团,百货,True,0.0,-1.1211,8.252427184466015,0.42173047058823554,39.57,,0.0
10,605218.SH,605218,伟时电子,元器件,True,1.0,-3.4991,24.446142093200905,0.4087843375000002,8.36,,0.0
11,605118.SH,605118,力鼎光电,元器件,True,1.0,1.0065,25.256975036710717,0.39722096511627913,6.99,,0.0
12,603123.SH,603123,翠微股份,百货,True,1.0,-2.6596,25.124792013311147,0.39568486754966886,38.37,,0.0
13,000616.SZ,000616,海航投资,全国地产,True,1.0,10.1215,25.92592592592593,0.39040071428571416,38.9,,0.0
14,603106.SH,603106,恒银科技,IT设备,True,1.0,10.0,25.66225165562914,0.3896774193548387,30.39,,0.0
15,601019.SH,601019,山东出版,出版业,True,0.0,0.9662,15.896487985212548,0.3871169534883726,130.85,,0.0
16,300272.SZ,300272,开能健康,环境保护,True,1.0,-4.0945,53.75302663438257,0.37277528828828826,25.02,上海市建国社会公益基金会,1.0
17,600755.SH,600755,厦门国贸,商贸代理,True,0.0,3.9939,10.983606557377046,0.3636237313432837,125.25,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
兴证证券资管-厦门国贸控股集团有限公司-兴证资管阿尔法科睿1号单一资产管理计划",4.0
18,605388.SH,605388,均瑶健康,软饮料,True,1.0,1.5085,27.97546012269938,0.3578386184210527,14.6,,0.0
19,002154.SZ,002154,报喜鸟,服饰,True,1.0,1.8277,28.28947368421053,0.35552093023255804,43.29,,0.0
20,603797.SH,603797,联泰环保,环境保护,True,0.0,-4.0915,19.56834532374101,0.34812856617647053,35.85,,0.0
21,603386.SH,603386,广东骏亚,元器件,True,1.0,-1.0783,29.36857562408224,0.34007437499999993,36.84,"深圳前海君励投资管理有限公司-君励1号私募基金
广东大兴华旗资产管理有限公司-大兴骏才2号私募证券投资基金",2.0
22,603861.SH,603861,白云电器,电气设备,True,0.0,-10.011,25.379310344827587,0.32874415760869563,33.77,,0.0
23,002209.SZ,002209,达意隆,轻工机械,True,1.0,-2.6163,30.798479087452478,0.32728888888888885,10.35,,0.0
24,002763.SZ,002763,汇洁股份,服饰,True,0.0,0.3856,22.413793103448263,0.32615184615384635,15.05,,0.0
25,601928.SH,601928,凤凰传媒,出版业,True,0.0,0.1495,11.480865224625635,0.3240957826086953,170.51,,0.0
26,300477.SZ,300477,合纵科技,电气设备,True,0.0,-1.165,25.609756097560997,0.3199288571428569,30.69,,0.0
27,601611.SH,601611,中国核建,建筑工程,True,1.0,-6.4442,32.26788432267882,0.3099056603773587,213.41,,0.0
28,600171.SH,600171,上海贝岭,半导体,True,0.0,2.33,19.309838472834073,0.30747538403041813,113.69,"国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",4.0
29,300755.SZ,300755,华致酒行,其他商业,True,1.0,4.4444,44.48462929475588,0.30729940243902437,38.23,,0.0
30,605378.SH,605378,野马电池,电气设备,True,4.0,10.0,33.109972408356334,0.30202380952380947,11.26,,0.0
31,002599.SZ,002599,盛通股份,广告包装,True,0.0,3.3333,18.181818181818187,0.2972969999999999,15.97,,0.0
32,600960.SH,600960,渤海汽车,汽车配件,True,2.0,-8.8235,33.93939393939394,0.29317553571428573,38.31,,0.0
33,002682.SZ,002682,龙洲股份,公路,True,1.0,10.1449,34.75177304964539,0.2919246734693878,21.0,,0.0
34,605050.SH,605050,福然德,仓储物流,True,0.0,0.0772,22.960151802656558,0.290599123966942,9.72,上海迎水投资管理有限公司-迎水起航7号私募证券投资基金,1.0
35,300437.SZ,300437,清水源,化工原料,True,2.0,-14.3486,68.79643387815749,0.2900993390928726,13.29,广东金百合财富管理有限公司-金百合八号证券投资基金,1.0
36,003015.SZ,003015,日久光电,元器件,True,1.0,-1.1772,34.7245409015025,0.28856825,11.21,,0.0
37,002248.SZ,002248,华东数控,机床制造,True,2.0,9.919,35.07462686567165,0.2857421702127659,16.11,,0.0
38,603003.SH,603003,龙宇燃油,石油贸易,True,0.0,-0.3979,13.043478260869556,0.28473233333333353,31.28,"财通基金-工商银行-投乐定增6号资产管理计划
平安大华基金-平安银行-北京恒宇天泽投资管理有限公司
九泰基金-中信证券-陆家嘴信托-陆家嘴信托-鸿泰5号集合资金信托计划",3.0
39,600327.SH,600327,大东方,汽车服务,True,0.0,4.3902,15.67567567567567,0.2800644827586208,37.87,,0.0
40,002204.SZ,002204,大连重工,专用机械,True,0.0,-4.703,18.823529411764707,0.2766909375,74.36,,0.0
41,600479.SH,600479,千金药业,中成药,True,0.0,3.5674,13.017031630170294,0.2740563364485986,38.88,,0.0
42,600361.SH,600361,华联综超,超市连锁,True,0.0,0.5102,14.534883720930235,0.27374143999999995,26.23,,0.0
43,600662.SH,600662,强生控股,公共交通,True,0.0,1.0135,14.55938697318009,0.27345244736842084,94.49,"北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金
全国社保基金一一三组合",3.0
44,000778.SZ,000778,新兴铸管,钢加工,True,0.0,-3.139,27.428571428571423,0.2723401041666667,167.83,,0.0
45,003028.SZ,003028,振邦智能,元器件,True,1.0,10.0,37.01067615658362,0.27019230769230773,13.71,,0.0
46,603269.SH,603269,海鸥股份,机械基件,True,2.0,-7.5304,36.91796008869179,0.2701476456456457,12.85,,0.0
47,002987.SZ,002987,京北方,软件服务,True,0.0,-4.0037,30.94367227505488,0.2699582624113474,20.71,,0.0
48,300048.SZ,300048,合康新能,电气设备,True,0.0,2.3454,8.843537414965974,0.26521061538461577,52.32,,0.0
49,600368.SH,600368,五洲交通,路桥,True,0.0,5.0562,19.108280254777064,0.26460780000000006,42.1,香港中央结算有限公司(陆股通),1.0
50,002995.SZ,002995,天地在线,互联网,True,0.0,-3.1147,27.64265668849393,0.260022040609137,8.55,,0.0
51,002875.SZ,002875,安奈儿,服饰,True,1.0,10.0,38.834951456310684,0.25749999999999995,7.94,,0.0
52,002877.SZ,002877,智能自控,电器仪表,True,0.0,-3.2852,25.577557755775594,0.25735842580645146,15.15,,0.0
53,000919.SZ,000919,金陵药业,化学制药,True,1.0,10.0287,39.38294010889292,0.25464579262672815,38.65,"中央汇金资产管理有限责任公司
陕西省国际信托股份有限公司-陕国投·久富金石20号证券投资集合资金信托计划",2.0
54,600827.SH,600827,百联股份,超市连锁,True,0.0,8.3113,32.857142857142854,0.25295260869565217,328.27,,0.0
55,300838.SZ,300838,浙江力诺,电器仪表,True,0.0,1.2559,25.16170763260026,0.252125177377892,6.6,,0.0
56,000417.SZ,000417,合肥百货,百货,True,0.0,2.2358,16.97674418604653,0.24959438356164357,39.19,,0.0
57,000430.SZ,000430,张家界,旅游景点,True,0.0,-2.8053,35.26785714285712,0.24943675949367108,19.54,,0.0
58,603408.SH,603408,建霖家居,家居用品,True,0.0,2.5641,14.285714285714302,0.2477859999999997,7.56,,0.0
59,605088.SH,605088,冠盛股份,汽车配件,True,0.0,4.8387,19.55855303494789,0.24739560188087767,7.8,,0.0
