,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2087,300710.SZ,万隆光电,通信设备,4.0,8.0,6.73,9.9909,122161.456
2449,600375.SH,华菱星马,汽车整车,4.0,4.0,10.018,9.9458,337890.283
479,002017.SZ,东信和平,通信设备,4.0,3.0,10.007,10.0065,588073.8777
1060,002600.SZ,领益智造,元器件,4.0,4.0,10.048,10.0,982008.0745
2637,600613.SH,神奇制药,中成药,4.0,4.0,9.993,9.9734,396397.6218
1206,002750.SZ,龙津药业,中成药,4.0,18.0,3.871,9.9585,421125.6256
1922,300538.SZ,同益股份,批发业,4.0,4.0,10.002,9.9967,79476.5637
3162,603032.SH,德新交运,公路,4.0,4.0,10.007,10.0143,300616.272
2670,600651.SH,飞乐音响,电器仪表,3.0,8.0,5.563,10.1149,471920.381
3055,601608.SH,中信重工,专用机械,3.0,3.0,9.947,9.9156,2260837.4517
1665,300278.SZ,华昌达,专用机械,3.0,8.0,5.045,10.0407,217396.6973
3021,601319.SH,中国人保,保险,3.0,3.0,10.018,9.9585,1071914.4
637,002175.SZ,东方网络,电器仪表,3.0,3.0,10.09,10.1149,287118.6991
3103,601890.SH,亚星锚链,船舶,3.0,5.0,8.393,9.9315,615934.8
1563,300175.SZ,朗源股份,食品,3.0,4.0,8.01,10.0885,287121.5942
651,002189.SZ,利达光电,元器件,3.0,3.0,9.993,10.0147,440798.1563
2207,600094.SH,大名城,区域地产,3.0,5.0,7.245,9.9638,1381899.2119
1473,300085.SZ,银之杰,软件服务,3.0,9.0,8.005,10.0251,726301.9819
3133,603000.SH,人民网,互联网,3.0,3.0,10.001,9.9858,2569626.0141
1666,300279.SZ,和晶科技,元器件,3.0,3.0,10.012,10.0156,219734.4674
1130,002670.SZ,国盛金控,证券,3.0,3.0,10.014,10.0,925194.3474
2488,600425.SH,青松建化,水泥,3.0,8.0,5.358,10.0671,678364.7223
2201,600086.SH,东方金钰,服饰,2.0,3.0,9.025,9.9631,629879.6295
2785,600776.SH,东方通信,通信设备,2.0,2.0,10.006,9.9934,3198776.2141
2784,600775.SH,南京熊猫,通信设备,2.0,2.0,10.0,9.9911,828376.9063
817,002356.SZ,赫美集团,其他商业,2.0,4.0,5.521,10.0567,373146.0154
2187,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
2414,600331.SH,宏达股份,铅锌,2.0,3.0,7.772,10.0279,802640.0
