,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002687.SZ,002687,乔治白,服饰,True,0.0,-2.1452,10.583941605839398,0.509384896551725,16.55,深圳市恒泰融安投资管理有限公司-恒泰融安金葵花1号私募证券投资基金,1.0
1,300703.SZ,300703,创源股份,文教休闲,True,0.0,-5.1258,18.5635359116022,0.3759574702380954,16.03,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
全国社保基金六零四组合
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
广发证券股份有限公司-中庚小盘价值股票型证券投资基金",4.0
2,000886.SZ,000886,海南高速,路桥,True,0.0,6.2249,20.227272727272716,0.30774786516853947,49.86,,0.0
3,300838.SZ,300838,浙江力诺,电器仪表,True,0.0,-2.9787,21.604139715394567,0.3043861077844311,6.08,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金",2.0
4,002492.SZ,002492,恒基达鑫,仓储物流,True,0.0,1.8762,17.025862068965523,0.2890485063291138,21.22,,0.0
5,603790.SH,603790,雅运股份,染料涂料,True,0.0,6.0018,21.224920802534307,0.28277137313432854,6.82,,0.0
6,600229.SH,600229,城市传媒,出版业,True,0.0,2.7419,10.017271157167528,0.2737172586206897,44.37,中航信托股份有限公司-中航信托·天启【2017】323号集合资金信托计划,1.0
7,603861.SH,603861,白云电器,电气设备,True,0.0,-0.495,11.448275862068957,0.26739397590361463,33.39,,0.0
8,002314.SZ,002314,南山控股,区域地产,True,0.0,0.0,18.124999999999993,0.25981241379310355,50.18,"招商银行股份有限公司-交银施罗德创新领航混合型证券投资基金
中国农业银行股份有限公司-长盛国企改革主题灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-交银施罗德稳健配置混合型证券投资基金",4.0
9,600266.SH,600266,城建发展,区域地产,True,0.0,3.4343,13.52549889135255,0.253913,115.53,基本养老保险基金一零零三组合,1.0
10,300816.SZ,300816,艾可蓝,环境保护,True,0.0,-2.767,31.180758017492714,0.2459625899953249,32.69,"兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
全国社保基金一一零组合
中国建设银行股份有限公司-华安聚优精选混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
中国银行股份有限公司-平安价值成长混合型证券投资基金
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
中国银行股份有限公司-招商制造业转型灵活配置混合型证券投资基金
中国农业银行股份有限公司-工银瑞信信息产业混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金",10.0
11,002106.SZ,002106,莱宝高科,元器件,True,0.0,0.1584,27.777777777777768,0.2272716000000001,87.74,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-信达澳银研究优选混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金五零二组合
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金",6.0
12,603050.SH,603050,科林电气,电气设备,True,0.0,-1.3546,18.957345971563978,0.22344372500000004,19.98,上海一村投资管理有限公司-一村基石3号私募证券投资基金,1.0
13,300660.SZ,300660,江苏雷利,电气设备,True,0.0,4.6524,20.87708462013589,0.2228472071005917,24.24,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
14,603386.SH,603386,广东骏亚,元器件,True,0.0,-1.2666,27.53303964757712,0.22186798399999977,34.18,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
广东大兴华旗资产管理有限公司-大兴骏才2号私募证券投资基金",2.0
15,603667.SH,603667,五洲新春,机械基件,True,0.0,0.1229,24.237804878048784,0.2076219371069182,21.63,海通并购资本管理(上海)有限公司-上海并购股权投资基金二期合伙企业(有限合伙),1.0
16,000735.SZ,000735,罗牛山,农业综合,True,0.0,3.0201,14.694894146948956,0.20552036440677945,102.54,香港中央结算有限公司(陆股通),1.0
17,002596.SZ,002596,海南瑞泽,其他建材,True,0.0,2.4958,28.601252609603335,0.20313445985401463,59.55,,0.0
18,605377.SH,605377,华旺科技,造纸,True,0.0,0.3106,23.484434735117432,0.2018272976744185,11.3,,0.0
19,600420.SH,600420,国药现代,化学制药,True,0.0,-2.6151,15.458937198067657,0.1951751249999997,96.12,,0.0
20,002403.SZ,002403,爱仕达,家用电器,True,0.0,-5.0388,16.74208144796381,0.19113513513513505,23.01,,0.0
21,605100.SH,605100,华丰股份,机械基件,True,0.0,-1.2533,14.616935483870952,0.18223382068965538,9.54,,0.0
22,000731.SZ,000731,四川美丰,农药化肥,True,0.0,0.611,18.75,0.179648,28.92,,0.0
23,605118.SH,605118,力鼎光电,元器件,True,0.0,3.995,22.320117474302513,0.1789865131578946,6.44,,0.0
24,603722.SH,603722,阿科力,化工原料,True,0.0,-3.938,30.725577624645318,0.17886075461741424,26.99,"中国农业银行股份有限公司-中邮核心成长混合型证券投资基金
中国工商银行股份有限公司-交银施罗德趋势优先混合型证券投资基金",2.0
25,600558.SH,600558,大西洋,钢加工,True,0.0,4.127,23.308270676691723,0.17706161290322583,28.63,,0.0
26,600808.SH,600808,马钢股份,普钢,True,0.0,8.1871,46.24505928853757,0.17703729059829051,218.42,"招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
27,600022.SH,600022,山东钢铁,普钢,True,0.0,8.4746,48.837209302325576,0.17352752380952385,200.32,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1.0
28,605336.SH,605336,帅丰电器,家用电器,True,0.0,-1.1842,22.284794851166524,0.17323919855595674,10.55,,0.0
29,300631.SZ,300631,久吾高科,环境保护,True,0.0,4.4597,25.913163335630607,0.1721017207446808,20.91,,0.0
30,300911.SZ,300911,亿田智能,家用电器,True,0.0,-3.3139,39.42000491521258,0.1718873453865337,14.03,,0.0
31,600563.SH,600563,法拉电子,元器件,True,0.0,-5.1558,26.71439758362233,0.16817148827470688,245.86,"中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
招商银行股份有限公司-泓德臻远回报灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-泓德丰润三年持有期混合型证券投资基金",8.0
32,002159.SZ,002159,三特索道,旅游服务,True,0.0,0.8772,26.247504990019976,0.16813026615969573,17.34,"中国工商银行-国联安德盛小盘精选证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金",3.0
33,600258.SH,600258,首旅酒店,酒店餐饮,True,0.0,-4.5058,49.1922876498176,0.1667151578389831,273.4,"中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中信证券股份有限公司-社保基金17051组合
中国银行-华夏大盘精选证券投资基金
全国社保基金一一五组合
香港中央结算有限公司(陆股通)
南方东英资产管理有限公司-南方东英龙腾中国债券基金(交易所)
全国社保基金四一八组合",7.0
34,300272.SZ,300272,开能健康,环境保护,True,0.0,-5.3803,30.508474576271173,0.1661243333333334,22.35,上海市建国社会公益基金会,1.0
35,600133.SH,600133,东湖高新,园区开发,True,0.0,-5.1037,21.98443579766536,0.16540792920353992,45.31,"深圳天风天成资产管理有限公司-天风天成天智6号资产管理计划
鹏华基金-邮储银行-建信资本管理有限公司
西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",4.0
36,300175.SZ,300175,朗源股份,食品,True,0.0,1.3084,38.618925831202034,0.16473270198675502,24.25,中央汇金资产管理有限责任公司,1.0
37,600706.SH,600706,曲江文旅,旅游服务,True,0.0,0.1325,29.674099485420236,0.163816260115607,16.03,,0.0
38,603630.SH,603630,拉芳家化,日用化工,True,0.0,-1.8648,24.890829694323145,0.1632368245614035,37.71,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-南方瑞合三年定期开放混合型发起式证券投资基金(LOF)
中国农业银行股份有限公司-工银瑞信消费行业股票型证券投资基金",3.0
