,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,300991.SZ,300991,创益通,元器件,-3.15,13.04,7.62
1,300339.SZ,300339,润和软件,软件服务,155.66,7.42,362.51
2,300077.SZ,300077,国民技术,半导体,55.53,4.3,87.32
3,300079.SZ,300079,数码视讯,通信设备,55.32,4.21,112.73
4,600238.SH,600238,海南椰岛,红黄酒,32.43,4.19,128.29
5,300608.SZ,300608,思特奇,软件服务,109.26,4.16,32.53
6,300663.SZ,300663,科蓝软件,软件服务,82.13,3.79,97.67
7,003032.SZ,003032,传智教育,文教休闲,97.78,3.59,15.43
8,600696.SH,600696,岩石股份,区域地产,25.92,3.55,131.95
9,605339.SH,605339,南侨食品,食品,5.98,3.45,32.08
10,002280.SZ,002280,联络互动,软件服务,2.09,3.3,94.76
11,000995.SZ,000995,皇台酒业,白酒,15.89,3.18,59.01
12,603876.SH,603876,鼎胜新材,铝,33.73,3.14,102.47
13,002679.SZ,002679,福建金森,林业,3.07,3.08,47.55
14,002346.SZ,002346,柘中股份,电气设备,51.74,3.04,75.57
15,300264.SZ,300264,佳创视讯,通信设备,72.97,2.93,28.39
16,300287.SZ,300287,飞利信,软件服务,69.29,2.92,74.84
17,600963.SH,600963,岳阳林纸,造纸,7.1,2.9,176.9
18,300076.SZ,300076,GQY视讯,IT设备,69.23,2.9,29.44
19,300220.SZ,300220,金运激光,元器件,24.4,2.83,27.84
20,603893.SH,603893,瑞芯微,半导体,65.09,2.82,273.69
21,605186.SH,605186,健麾信息,医疗保健,4.82,2.81,10.73
22,002617.SZ,002617,露笑科技,电气设备,30.36,2.76,164.67
23,300831.SZ,300831,派瑞股份,元器件,26.33,2.74,30.72
24,002201.SZ,002201,九鼎新材,玻璃,43.08,2.74,73.03
25,300598.SZ,300598,诚迈科技,软件服务,46.18,2.72,137.73
26,300458.SZ,300458,全志科技,元器件,36.94,2.72,183.44
27,300604.SZ,300604,长川科技,专用机械,29.44,2.7,125.58
28,600704.SH,600704,物产中大,商贸代理,21.55,2.58,414.09
29,300223.SZ,300223,北京君正,半导体,18.31,2.56,328.0
30,300268.SZ,300268,佳沃股份,农业综合,-1.46,2.52,21.62
31,300035.SZ,300035,中科电气,电气设备,12.03,2.52,104.71
32,002881.SZ,002881,美格智能,通信设备,39.45,2.5,32.49
33,000982.SZ,000982,中银绒业,纺织,52.7,2.49,96.32
34,000422.SZ,000422,湖北宜化,农药化肥,48.25,2.49,72.27
35,600327.SH,600327,大东方,汽车服务,9.99,2.48,66.27
36,300036.SZ,300036,超图软件,软件服务,33.01,2.47,94.32
37,300649.SZ,300649,杭州园林,建筑工程,47.99,2.43,21.12
38,603777.SH,603777,来伊份,食品,53.65,2.42,65.16
39,300582.SZ,300582,英飞特,半导体,4.54,2.42,39.04
40,300069.SZ,300069,金利华电,电气设备,20.37,2.42,24.41
41,300581.SZ,300581,晨曦航空,航空,55.75,2.42,85.52
42,600702.SH,600702,舍得酒业,白酒,23.45,2.4,798.92
43,300345.SZ,300345,华民股份,钢加工,52.23,2.39,25.6
44,603787.SH,603787,新日股份,摩托车,17.51,2.37,62.02
45,605369.SH,605369,拱东医疗,医疗保健,5.88,2.36,29.95
46,600096.SH,600096,云天化,农药化肥,32.77,2.36,190.83
47,300624.SZ,300624,万兴科技,软件服务,34.72,2.33,73.92
48,300708.SZ,300708,聚灿光电,半导体,53.88,2.32,62.85
49,603069.SH,603069,海汽集团,公路,35.17,2.25,77.36
50,300352.SZ,300352,北信源,软件服务,40.93,2.24,89.82
51,600753.SH,600753,东方银星,商贸代理,6.44,2.24,79.99
52,002667.SZ,002667,鞍重股份,工程机械,-0.97,2.2,35.44
53,002862.SZ,002862,实丰文化,文教休闲,18.29,2.16,9.88
54,300340.SZ,300340,科恒股份,元器件,8.08,2.14,26.87
55,300456.SZ,300456,赛微电子,元器件,43.87,2.13,102.33
56,300390.SZ,300390,天华超净,元器件,9.6,2.12,169.21
57,300096.SZ,300096,易联众,软件服务,-1.23,2.11,42.28
58,002269.SZ,002269,美邦服饰,服饰,6.31,2.11,105.78
59,603196.SH,603196,日播时尚,服饰,5.27,2.08,22.54
60,002622.SZ,002622,融钰集团,综合类,1.84,2.07,41.75
61,000158.SZ,000158,常山北明,软件服务,18.09,2.06,173.56
62,000009.SZ,000009,中国宝安,综合类,50.2,2.06,383.22
63,300279.SZ,300279,和晶科技,元器件,13.0,2.06,32.48
64,002326.SZ,002326,永太科技,化工原料,27.27,2.01,105.07
