,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688076.SH,688076,N诺泰,生物制药,77.5,1.0,40.0,140.0,33.48,,0.0
1,600906.SH,600906,财达证券,证券,12.77,3.0,13.0,113.0,63.85,,0.0
2,001203.SZ,001203,大中矿业,普钢,27.7,3.0,12.0,112.0,60.65,,0.0
3,605196.SH,605196,华通线缆,电气设备,14.18,3.0,11.0,111.0,10.78,,0.0
4,600753.SH,600753,东方银星,商贸代理,33.06,3.0,6.0,106.0,59.24,"上海杰宇资产管理有限公司
深圳格律资产管理有限公司-格律连赢1号私募证券投资基金",2.0
5,001206.SZ,001206,依依股份,造纸,77.7,3.0,6.0,106.0,18.32,,0.0
6,605339.SH,605339,南侨食品,食品,29.59,3.0,6.0,106.0,18.8,,0.0
7,002922.SZ,002922,伊戈尔,电气设备,13.22,3.0,5.0,105.0,36.36,,0.0
8,002622.SZ,002622,融钰集团,综合类,3.83,3.0,5.0,105.0,32.17,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣78号证券投资集合资金信托计划
创隆资产管理有限公司",2.0
9,600095.SH,600095,湘财股份,证券,11.88,2.0,4.0,104.0,55.57,"安信证券-兴业银行-安信证券定发宝3号集合资产管理计划
财通基金-中信建投龙兴662号定向资产管理计划-财通基金安吉91号单一资产管理计划
中国银行股份有限公司-南方中证全指证券公司交易型开放式指数证券投资基金
财通基金-长沙中盈先导一号股权投资合伙企业(有限合伙)-财通基金安吉117号单一资产管理计划
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金",6.0
10,002490.SZ,002490,山东墨龙,化工机械,7.69,3.0,3.0,103.0,41.65,"华夏基金-中央汇金资产管理有限责任公司-华夏基金-汇金资管单一资产管理计划
香港中央结算有限公司(陆股通)
深圳前海经纬融和资产管理有限公司-融和2期私募证券投资基金",3.0
11,605108.SH,605108,同庆楼,酒店餐饮,32.91,3.0,3.0,103.0,16.45,"华融证券-工商银行-华融分级固利38号集合资产管理计划
光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
安信证券-浦发银行-安信证券策略优选1号集合资产管理计划
招商银行股份有限公司-睿远成长价值混合型证券投资基金
睿远基金-东方证券-睿远基金睿见11号集合资产管理计划
中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金",7.0
12,600744.SH,600744,华银电力,火力发电,8.29,3.0,3.0,103.0,68.61,"创金合信基金-招商银行-湖南轻盐创投定增资产管理计划
成都照月投资管理有限公司-照月潜龙点金一期私募证券投资基金
上海敏绅资产管理有限公司-上海敏绅趋势量化二号私募证券投资基金",3.0
13,600439.SH,600439,瑞贝卡,服饰,3.54,3.0,3.0,103.0,40.07,"香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣26号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣27号证券投资集合资金信托计划
深圳市博益安盈资产管理有限公司-博益安盈弘金3号私募证券投资基金
深圳市博益安盈资产管理有限公司—博益安盈弘金3号私募证券投资基金",5.0
14,603726.SH,603726,朗迪集团,机械基件,14.85,2.0,2.0,102.0,27.57,,0.0
15,603025.SH,603025,大豪科技,IT设备,30.26,2.0,2.0,102.0,278.96,,0.0
16,600137.SH,600137,浪莎股份,服饰,16.34,2.0,2.0,102.0,15.89,湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金,1.0
17,002248.SZ,002248,华东数控,机床制造,7.43,2.0,2.0,102.0,22.04,,0.0
18,002728.SZ,002728,特一药业,中成药,17.82,2.0,2.0,102.0,22.65,,0.0
19,603721.SH,603721,中广天择,影视音像,23.1,2.0,2.0,102.0,30.03,"全国社会保障基金理事会转持一户
太平资管-招商银行-太平资产量化6号(人工智能)资产管理产品
鹏华基金管理有限公司-社保基金17031组合",3.0
