,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003037.SZ,003037,N三和,水泥,True,44.0439,6.25,,0.0
1,003035.SZ,003035,南网能源,环境保护,True,10.0694,48.03,,0.0
2,003036.SZ,003036,泰坦股份,纺织机械,True,10.0249,7.17,,0.0
3,002360.SZ,002360,同德化工,化工原料,True,10.01,32.81,,0.0
4,002184.SZ,002184,海得控制,软件服务,True,10.0062,27.96,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,1.0
5,002311.SZ,002311,海大集团,饲料,True,10.0044,1245.58,"全国社保基金一零四组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国银行股份有限公司-景顺长城鼎益混合型证券投资基金(LOF)
挪威中央银行-自有资金
香港中央结算有限公司(陆股通)",7.0
6,601015.SH,601015,陕西黑猫,焦炭加工,True,10.0,147.01,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
7,603801.SH,603801,志邦家居,家居用品,True,9.9978,109.03,"全国社保基金一一四组合
香港中央结算有限公司(陆股通)",2.0
8,600315.SH,600315,上海家化,日用化工,True,9.9975,294.68,"全国社保基金一一七组合
上海重阳战略投资有限公司-重阳战略聚智基金
上海太富祥尔股权投资基金合伙企业(有限合伙)
国泰君安证券资管-建设银行-国泰君安君得鑫两年持有期混合型集合资产管理计划
上海重阳战略投资有限公司-重阳战略同智基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
香港中央结算有限公司(陆股通)",7.0
9,000812.SZ,000812,陕西金叶,广告包装,True,9.973,27.35,,0.0
10,603100.SH,603100,川仪股份,电器仪表,True,9.9688,55.77,,0.0
11,605055.SH,605055,迎丰股份,纺织,True,9.9675,8.12,,0.0
12,300243.SZ,300243,瑞丰高材,化工原料,True,7.9891,37.31,"上海通怡投资管理有限公司-通怡海川3号私募证券投资基金
深圳市金格投资管理有限公司-金格一号私募证券投资基金
中央汇金资产管理有限责任公司",3.0
13,603313.SH,603313,梦百合,家居用品,True,7.3893,160.19,"全国社保基金一一一组合
国泰基金管理有限公司-社保基金四二一组合
中国工商银行股份有限公司-泓德泓富灵活配置混合型证券投资基金
红塔证券-红塔证券股份有限公司-证券行业支持民企发展系列之红塔证券1号单一资产管理计划",4.0
14,002539.SZ,002539,云图控股,农药化肥,True,7.0408,68.86,"全国社保基金六零四组合
全国社保基金四零一组合
全国社保基金一一六组合",3.0
15,600908.SH,600908,无锡银行,银行,True,6.7093,115.14,"华能贵诚信托有限公司-华能信托·鸿源锡诚1号集合资金信托计划
国联信托股份有限公司",2.0
16,002258.SZ,002258,利尔化学,农药化肥,True,6.6667,153.66,"全国社保基金一一三组合
基本养老保险基金八零二组合
中国工商银行-南方绩优成长股票型证券投资基金
交通银行股份有限公司-南方成长先锋混合型证券投资基金
全国社保基金一零一组合
香港中央结算有限公司(陆股通)",6.0
17,000584.SZ,000584,哈工智能,专用机械,True,6.2849,45.53,,0.0
18,603008.SH,603008,喜临门,家居用品,True,6.2531,83.6,"中国建设银行-上投摩根阿尔法股票型证券投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
浙商证券资管-中国银行-证券行业支持民企发展系列之浙商证券1号分级集合资产管理计划
上海蓝墨投资管理有限公司-蓝墨专享4号私募投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
天堂硅谷资产管理集团有限公司-天堂硅谷久盈10号私募投资基金",6.0
19,603337.SH,603337,杰克股份,纺织机械,True,6.1758,155.13,"大成基金管理有限公司-社保基金17011组合
大成基金管理有限公司-社保基金1101组合
兴业国际信托有限公司-杰克股份1号员工持股集合资金信托
中国农业银行-大成创新成长混合型证券投资基金
中国农业银行股份有限公司-大成睿享混合型证券投资基金
香港中央结算有限公司(陆股通)",6.0
20,600519.SH,600519,贵州茅台,白酒,True,5.9792,29154.5,"中国工商银行-上证50交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
珠海市瑞丰汇邦资产管理有限公司-瑞丰汇邦三号私募证券投资基金
深圳市金汇荣盛财富管理有限公司-金汇荣盛三号私募证券投资基金
香港中央结算有限公司(陆股通)",5.0
21,603260.SH,603260,合盛硅业,化工原料,True,5.8563,493.39,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
香港中央结算有限公司(陆股通)",2.0
