,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605358.SH,605358,立昂微,半导体,39.4,15.0,3.0,22.0,15.99,,0.0
1,003009.SZ,003009,中天火箭,航空,39.93,9.0,3.0,12.0,15.51,,0.0
2,300999.SZ,300999,N金龙鱼,食品,56.0,1.0,1.0,12.0,199.77,,0.0
3,003010.SZ,003010,若羽臣,互联网,46.94,9.0,3.0,12.0,14.28,,0.0
4,605111.SH,605111,新洁能,半导体,55.88,8.0,3.0,11.0,14.14,,0.0
5,605136.SH,605136,丽人丽妆,其他商业,31.2,7.0,3.0,10.0,12.48,,0.0
6,605018.SH,605018,长华股份,汽车配件,20.3,6.0,2.0,9.0,8.46,,0.0
7,300722.SZ,300722,新余国科,专用机械,72.02,7.0,2.0,9.0,26.22,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国国际金融香港资产管理有限公司-客户资金2",4.0
8,605338.SH,605338,巴比食品,食品,24.39,4.0,3.0,7.0,15.12,,0.0
9,300062.SZ,300062,中能电气,电气设备,14.48,4.0,3.0,7.0,28.09,,0.0
10,300018.SZ,300018,中元股份,电气设备,9.51,3.0,1.0,5.0,37.24,中央汇金资产管理有限责任公司,1.0
11,003001.SZ,003001,中岩大地,建筑工程,43.09,2.0,2.0,5.0,10.47,,0.0
12,300893.SZ,300893,松原股份,汽车配件,58.75,3.0,2.0,4.0,13.93,,0.0
13,300376.SZ,300376,易事特,电气设备,11.7,3.0,1.0,3.0,270.06,"创金合信基金-招商银行-广东华兴银行股份有限公司
华融证券-平安银行-华融股票宝21号集合资产管理计划
民生加银基金-平安银行-方正东亚信托有限责任公司
哈尔滨融顺资产管理有限责任公司",4.0
14,002759.SZ,002759,天际股份,家用电器,14.0,5.0,1.0,3.0,56.3,,0.0
15,300547.SZ,300547,川环科技,橡胶,16.51,2.0,2.0,3.0,23.91,,0.0
16,300591.SZ,300591,万里马,服饰,12.41,1.0,1.0,2.0,24.57,,0.0
17,002975.SZ,002975,博杰股份,专用机械,107.55,3.0,2.0,2.0,37.36,"中国银行-南方高增长股票型开放式证券投资基金
全国社保基金四零一组合",2.0
18,002593.SZ,002593,日上集团,汽车配件,4.06,2.0,1.0,2.0,18.99,,0.0
19,300129.SZ,300129,泰胜风能,电气设备,9.13,1.0,1.0,2.0,51.62,中央汇金资产管理有限责任公司,1.0
20,300652.SZ,300652,雷迪克,汽车配件,29.06,1.0,1.0,2.0,22.59,,0.0
21,300840.SZ,300840,酷特智能,服饰,27.83,2.0,1.0,2.0,16.7,,0.0
22,300690.SZ,300690,双一科技,电气设备,55.24,2.0,1.0,2.0,39.45,"中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
北京益安资本管理有限公司-益安允升私募证券投资基金",2.0
23,002335.SZ,002335,科华恒盛,电气设备,21.18,2.0,1.0,2.0,83.65,"中国建设银行股份有限公司-大成中证红利指数证券投资基金
上海庞增投资管理中心(有限合伙)-庞增添益3号私募投资基金",2.0
24,300421.SZ,300421,力星股份,机械基件,10.24,1.0,1.0,2.0,19.0,,0.0
25,002196.SZ,002196,方正电机,纺织机械,7.02,2.0,2.0,2.0,29.09,"上海长风汇信股权投资基金管理有限公司-上海长风汇信股权投资中心(有限合伙)
红塔资产-浙商银行-红塔资产鑫瑞1号资产管理计划",2.0
