,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_CRIMSON_RATE
0,300576.SZ,容大感光,染料涂料,34.39,6.6026038437693835,26.52239615623082,0.73
1,603200.SH,上海洗霸,环境保护,40.68,6.547930853850192,-5.333355955064589,0.4
2,002581.SZ,未名医药,生物制药,11.59,5.94149908592323,-1.1027894085034684,0.73
3,002603.SZ,以岭药业,中成药,19.51,5.802603036876364,15.788306054032496,0.53
4,600127.SH,金健米业,农业综合,6.21,5.254237288135588,-8.379237288135833,0.6
5,300677.SZ,英科医疗,医疗保健,38.13,5.186206896551737,-13.029344151453392,0.4
6,002791.SZ,坚朗五金,其他建材,49.49,4.807285048708176,7.568952575054366,0.67
7,688399.SH,硕世生物,医疗保健,87.21,4.455623427955446,2.748987523053059,0.67
8,002837.SZ,英维克,专用机械,34.79,4.317841079460272,6.451389689769993,0.53
9,300658.SZ,延江股份,纺织,24.71,4.3056141831996575,-4.305614183199746,0.2
10,002847.SZ,盐津铺子,食品,49.95,4.257983719474034,3.1104373331582114,0.67
11,002838.SZ,道恩股份,塑料,27.6,4.229607250755296,-1.477313672773628,0.47
12,688019.SH,安集科技,半导体,167.96,4.219409282700437,12.61907868980896,0.67
13,002075.SZ,沙钢股份,特种钢,8.9,4.215456674473073,-6.918159377175259,0.6
14,002385.SZ,大北农,饲料,7.22,4.18470418470418,16.64862914862939,0.67
15,603208.SH,江山欧派,家居用品,78.55,4.10868124585817,-3.4593305965079924,0.53
16,600268.SH,国电南自,电气设备,6.52,3.987240829346095,-3.9872408293462835,0.47
17,600882.SH,妙可蓝多,乳制品,19.95,3.9603960396039417,9.472439781290486,0.53
18,002398.SZ,垒知集团,其他建材,7.94,3.9267015706806463,-0.47842570861109657,0.6
19,603005.SH,晶方科技,半导体,84.29,3.9077909270216926,-13.336362355593334,0.67
20,688023.SH,安恒信息,软件服务,209.06,3.870422815123953,0.41337905903922056,0.67
21,300342.SZ,天银机电,元器件,16.11,3.868471953578334,13.778586869950903,0.67
22,002030.SZ,达安基因,生物制药,16.43,3.855878634639698,-3.8558786346394425,0.6
23,300280.SZ,紫天科技,专用机械,24.02,3.758099352051847,4.991900647948833,0.4
24,600228.SH,ST昌九,化工原料,7.77,3.738317757009346,8.261682242990688,0.4
25,002375.SZ,亚厦股份,装修装饰,6.41,3.721682847896446,49.61165048543714,0.67
26,002400.SZ,省广集团,广告包装,3.47,3.5820895522387985,16.41791044776053,0.6
27,002432.SZ,九安医疗,医疗保健,7.62,3.532608695652173,20.27691511387195,0.53
28,300598.SZ,诚迈科技,软件服务,231.56,3.527518218804504,31.34427665299071,0.47
29,688012.SH,中微公司,专用机械,155.28,3.526901793452897,9.992411511267928,0.6
30,300346.SZ,南大光电,元器件,23.84,3.5171515414676557,21.098233073916894,0.67
31,300390.SZ,天华超净,元器件,9.43,3.5126234906695863,29.82070984266334,0.53
32,002498.SZ,汉缆股份,电气设备,3.56,3.488372093023262,-11.180679785330804,0.67
33,603686.SH,龙马环卫,环境保护,14.01,3.471196454948311,17.041624057873015,0.47
34,002683.SZ,宏大爆破,化工原料,25.76,3.4538152610441797,12.76240095517207,0.6
35,002705.SZ,新宝股份,家用电器,20.69,3.39830084957522,22.527625076350066,0.8
36,002824.SZ,和胜股份,铝,15.59,3.3819628647214772,5.128675433150431,0.4
37,300326.SZ,凯利泰,医疗保健,19.03,3.367734926670285,9.359537800602148,0.6
38,300391.SZ,康跃科技,机械基件,9.22,3.363228699551568,-3.3632286995517235,0.47
39,603533.SH,掌阅科技,互联网,21.38,3.334944417593033,-19.18860295417858,0.67
40,600079.SH,人福医药,化学制药,15.85,3.3246414602346785,24.175358539764737,0.53
41,300696.SZ,爱乐达,航空,36.08,3.3218785796105266,13.849838592106334,0.4
42,300526.SZ,中潜股份,专用机械,88.56,3.3131124591693872,-9.892059827590337,0.2
43,002623.SZ,亚玛顿,玻璃,32.73,3.281792363521596,-5.168584816352384,0.53
44,002409.SZ,雅克科技,化工原料,34.05,3.2757051865332176,-4.193136379193707,0.6
45,002414.SZ,高德红外,电器仪表,35.66,3.2725166521864857,7.511797073302606,0.73
46,300452.SZ,山河药辅,化学制药,17.74,3.2596041909196627,24.01312308180634,0.73
47,603713.SH,密尔克卫,仓储物流,50.1,3.235112301669063,15.704281637724149,0.67
48,300206.SZ,理邦仪器,医疗保健,10.87,3.228869895536568,10.104463437797072,0.47
49,603916.SH,苏博特,化工原料,19.19,3.227541689080149,12.157073695535004,0.73
50,002481.SZ,双塔食品,食品,10.58,3.219512195121954,6.780487804877677,0.53
51,300737.SZ,科顺股份,其他建材,15.14,3.2038173142467707,3.614364503935219,0.47
52,603238.SH,诺邦股份,纺织,24.49,3.2026970080067274,13.72037991506927,0.6
53,300489.SZ,中飞股份,铝,28.09,3.1961792799412247,4.211228127466371,0.47
54,300763.SZ,锦浪科技,电气设备,58.9,3.188507358093906,10.5614926419062,0.73
55,002959.SZ,小熊电器,家用电器,76.1,3.186440677966096,13.150192985399967,0.8
56,603393.SH,新天然气,供气供热,35.47,3.1704479348458214,33.07955206515298,0.53
57,000903.SZ,云内动力,机械基件,3.58,3.170028818443793,-3.170028818444448,0.47
58,600598.SH,北大荒,种植业,13.03,3.1670625494853333,2.0960953452503928,0.6
59,002185.SZ,华天科技,半导体,10.78,3.157894736842115,-6.099071207429773,0.53
60,300502.SZ,新易盛,通信设备,59.34,3.1461845993394855,4.591910638756347,0.67
61,603987.SH,康德莱,医疗保健,10.52,3.1372549019607954,11.148459383754439,0.53
62,600246.SH,万通地产,区域地产,5.98,3.1034482758620863,-3.1034482758615534,0.53
63,002541.SZ,鸿路钢构,钢加工,13.68,3.0896759608138646,21.152748281610535,0.6
64,300792.SZ,壹网壹创,互联网,227.24,3.080063506464059,13.386488809145124,0.6
65,300363.SZ,博腾股份,化学制药,22.51,3.067765567765579,-11.286943649957038,0.33
66,000955.SZ,欣龙控股,纺织,9.11,3.054298642533926,0.7918552036196402,0.33
67,000818.SZ,航锦科技,化工原料,24.33,3.0495552731893305,16.95044472681144,0.53
68,002135.SZ,东南网架,建筑工程,7.44,3.0470914127423976,-11.380424746075091,0.27
69,002214.SZ,大立科技,电器仪表,17.94,3.04422745548536,-4.896079307336665,0.53
70,002723.SZ,金莱特,家用电器,10.18,3.0364372469635414,39.82070561017812,0.67
71,000021.SZ,深科技,IT设备,17.33,3.032104637336497,1.0495280157240883,0.6
72,300236.SZ,上海新阳,半导体,47.45,3.0178028658271794,4.7341351186692915,0.53
73,300485.SZ,赛升药业,生物制药,11.0,2.9962546816479474,-14.107365792758442,0.67
74,601179.SH,中国西电,电气设备,4.5,2.9748283752860427,5.358504958047061,0.53
75,000505.SZ,京粮控股,食品,6.6,2.9641185647425905,23.70254810192336,0.67
76,300132.SZ,青松股份,化工原料,13.21,2.961808261886212,28.072674496734873,0.53
77,300538.SZ,同益股份,批发业,20.22,2.9531568228105876,53.803599933945414,0.73
78,600988.SH,赤峰黄金,黄金,7.36,2.9370629370629286,13.729603729603191,0.6
79,300048.SZ,合康新能,电气设备,3.16,2.931596091205213,-2.931596091205202,0.4
