,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
817,002356.SZ,赫美集团,其他商业,10.0,12.0,8.52,10.0264,801039.3225
2381,600290.SH,华仪电气,电气设备,5.0,5.0,10.018,10.0522,640598.6598
2651,600624.SH,复旦复华,综合类,5.0,5.0,10.013,10.01,752498.499
2362,600268.SH,国电南自,电气设备,5.0,5.0,9.996,10.0418,501209.4364
2825,600818.SH,中路股份,文教休闲,4.0,5.0,9.385,10.0057,460448.5559
68,000159.SZ,国际实业,石油贸易,2.0,5.0,5.356,9.9834,317733.4414
2264,600156.SH,华升股份,纺织,2.0,5.0,6.038,9.9511,271022.6131
2190,600072.SH,中船科技,船舶,2.0,5.0,6.168,10.0279,711922.8425
1858,300471.SZ,厚普股份,专用机械,2.0,2.0,9.981,10.0,255509.7875
538,002076.SZ,雪莱特,家用电器,2.0,2.0,9.976,9.9773,216006.0326
2673,600651.SH,飞乐音响,电器仪表,1.0,5.0,5.612,9.9518,674875.7014
2672,600650.SH,锦江投资,公共交通,1.0,1.0,10.017,10.0171,501869.6964
2655,600630.SH,龙头股份,纺织,1.0,1.0,9.975,9.9754,379401.4061
2652,600626.SH,申达股份,纺织,1.0,1.0,9.983,9.9831,461657.8304
2638,600611.SH,大众交通,公共交通,1.0,1.0,10.021,10.0213,806671.2438
2642,600615.SH,丰华股份,小金属,1.0,1.0,10.0,10.0,255919.8289
2693,600676.SH,交运股份,公共交通,1.0,1.0,9.922,9.9222,543555.6143
2588,600557.SH,康缘药业,中成药,1.0,2.0,5.119,10.0,829564.2917
2567,600530.SH,交大昂立,医疗保健,1.0,1.0,9.966,9.9656,499200.0
2563,600526.SH,菲达环保,环境保护,1.0,1.0,10.019,10.0189,318589.5191
2559,600521.SH,华海药业,化学制药,1.0,2.0,5.643,9.9796,2003087.7099
2521,600478.SH,科力远,元器件,1.0,1.0,9.96,9.9602,811267.0474
2512,600463.SH,空港股份,园区开发,1.0,1.0,10.024,10.0242,273300.0
2682,600662.SH,强生控股,公共交通,1.0,1.0,10.02,10.02,578295.8429
5,000007.SZ,全新好,酒店餐饮,1.0,1.0,10.057,10.0567,240052.6302
2696,600679.SH,上海凤凰,文教休闲,1.0,1.0,10.009,10.0086,294013.6574
2862,600860.SH,京城股份,专用机械,1.0,2.0,8.004,10.0,212520.0
3324,603366.SH,日出东方,家用电器,1.0,1.0,10.041,10.041,429600.0
3281,603297.SH,永新光学,电器仪表,1.0,1.0,10.009,10.009,128793.0
3248,603196.SH,日播时尚,服饰,1.0,1.0,10.031,10.0313,68866.2
3198,603090.SH,宏盛股份,专用机械,1.0,1.0,9.834,9.834,69971.836
3080,601777.SH,力帆股份,摩托车,1.0,2.0,5.701,9.9593,683875.3836
2982,601113.SH,华鼎股份,化纤,1.0,1.0,9.99,9.9895,871370.3
2979,601107.SH,四川成渝,路桥,1.0,1.0,10.025,10.0251,949442.86
2850,600846.SH,同济科技,综合类,1.0,1.0,10.056,10.0565,608517.7166
2417,600331.SH,宏达股份,铅锌,1.0,1.0,10.116,10.1156,774192.0
2847,600843.SH,上工申贝,纺织机械,1.0,1.0,10.0,10.0,284843.8698
2844,600838.SH,上海九百,百货,1.0,1.0,10.028,10.0279,316696.765
2840,600834.SH,申通地铁,公共交通,1.0,1.0,10.066,10.0662,396704.3631
2809,600800.SH,天津磁卡,综合类,1.0,1.0,10.0,10.0,436833.5736
2776,600763.SH,通策医疗,医疗保健,1.0,1.0,9.971,9.9711,2199590.4
2745,600730.SH,中国高科,综合类,1.0,6.0,3.037,9.9541,421219.0094
2712,600695.SH,绿庭投资,多元金融,1.0,1.0,10.084,10.084,240035.9846
2706,600689.SH,上海三毛,纺织,1.0,1.0,10.025,10.0253,198778.6108
