,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300785.SZ,300785,值得买,互联网,10.0,106.13,,14.15亿
1,603256.SH,603256,宏和科技,玻璃,6.0,11.3,,9.92亿
2,300786.SZ,300786,国林环保,环境保护,4.0,54.86,,7.32亿
3,002903.SZ,002903,宇环数控,机床制造,3.0,16.78,"工业自动化, 小米概念股, 智能制造, 机器人, ",11.07亿
4,002141.SZ,002141,贤丰控股,元器件,2.0,4.2,"粤港澳大湾区, 供应链金融, 锂电池, 新能源汽车, 独角兽, ",26.74亿
5,603983.SH,603983,丸美股份,日用化工,2.0,35.79,,14.67亿
6,688002.SH,688002,睿创微纳,通信设备,1.0,50.2,,25.89亿
7,603326.SH,603326,我乐家居,家居用品,1.0,13.39,"家具家居, ",8.62亿
8,603520.SH,603520,司太立,化学制药,1.0,22.85,"回购, 医药, 化学药, 资产重组, ",38.36亿
9,603595.SH,603595,东尼电子,元器件,1.0,24.78,"养老金持股, 光伏, 无线充电, 苹果产业链, ",17.27亿
10,603687.SH,603687,大胜达,广告包装,1.0,11.64,,5.82亿
11,688011.SH,688011,新光光电,元器件,1.0,72.78,,16.58亿
12,600939.SH,600939,重庆建工,建筑施工,1.0,5.09,"重庆国企改革, 大基建, ",20.85亿
13,688015.SH,688015,交控科技,运输设备,1.0,52.3,,17.12亿
14,688022.SH,688022,瀚川智能,专用机械,1.0,58.86,,14.38亿
15,688028.SH,688028,沃尔德,专用机械,1.0,88.68,,16.1亿
16,688033.SH,688033,天宜上佳,运输设备,1.0,45.5,,19.76亿
17,688066.SH,688066,航天宏图,软件服务,1.0,60.88,,22.92亿
18,688088.SH,688088,虹软科技,软件服务,1.0,66.35,,25.22亿
19,603133.SH,603133,碳元科技,元器件,1.0,14.98,"石墨烯, 3D玻璃, 独角兽, ",16.77亿
20,000557.SZ,000557,西部创业,铁路,1.0,3.85,"业绩预增, 宁夏, ",22.53亿
21,600645.SH,600645,中源协和,生物制药,1.0,17.72,"基因测序, 精准医疗, 体外诊断, ",68.0亿
22,000890.SZ,000890,法尔胜,多元金融,1.0,5.14,"5G, 供应链金融, 京东金融概念股, 独角兽, ",19.51亿
23,300775.SZ,300775,三角防务,航空,1.0,31.3,"军工, ",15.51亿
24,300761.SZ,300761,立华股份,农业综合,1.0,62.04,"养猪, 养鸡, ",25.61亿
25,300735.SZ,300735,光弘科技,通信设备,1.0,23.64,"华为产业链, 小米概念股, 透明工厂, ",39.2亿
26,300700.SZ,300700,岱勒新材,矿物制品,1.0,26.21,"高送转-预期, 光伏, ",11.61亿
27,300684.SZ,300684,中石科技,化工原料,1.0,19.47,"5G, 高送转-预期, 华为产业链, 高送转-填权, ",19.1亿
28,300573.SZ,300573,兴齐眼药,化学制药,1.0,72.28,"医药, 化学药, 眼科, 强势人气股, ",38.66亿
29,300466.SZ,300466,赛摩电气,电器仪表,1.0,5.8,"华为产业链, 智慧物流, 定增破发, 智能制造, 工业互联网, 股权转让, 资产重组, 机器人, 透明工厂, ",17.03亿
30,300080.SZ,300080,易成新能,半导体,1.0,6.53,"石墨电极, 光伏, 锂电池, 新能源汽车, 资产重组, ",32.78亿
31,002957.SZ,002957,科瑞技术,专用机械,1.0,23.91,,9.8亿
32,002943.SZ,002943,宇晶股份,机床制造,1.0,30.93,"工业自动化, 智能制造, ",7.73亿
33,002897.SZ,002897,意华股份,元器件,1.0,24.46,"5G, 光通信, 华为产业链, 汽车零部件, 小米概念股, 智能制造, ",16.48亿
34,002515.SZ,002515,金字火腿,食品,1.0,5.41,"回购, 业绩预增, 食品, 高质押率, 医药, 创新药, 互联网金融, 资产重组, ",45.95亿
35,002341.SZ,002341,新纶科技,化工原料,1.0,5.46,"OLED, 华为产业链, 社保重仓, 业绩预增, 宁德时代概念股, 定增破发, 锂电池, 无线充电, 新能源汽车, 石墨烯, 半导体, 股权转让, 苹果产业链, ",40.27亿
36,688333.SH,688333,铂力特,机械基件,1.0,76.6,,13.76亿
