code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
000056,皇庭国际,9.04,-45.251,0.215,-5.512,0.028,
002668,奥马电器,6.54,-37.461,0.308,-28.173,0.052,
000711,京蓝科技,4.06,-34.41,0.313,-5.547,0.048,
002309,中利集团,4.69,-33.854,0.188,11.792,0.024,
002030,达安基因,7.64,-29.15,0.097,-3.12,0.034,
002699,美盛文化,7.91,-28.196,0.122,-1.041,0.06,
600844,丹化科技,8.23,-27.988,0.133,-13.066,0.054,
000042,中洲控股,4.85,-27.229,0.087,-8.878,0.022,
002259,ST升达,7.24,-26.967,0.108,20.577,0.057,
000635,英 力 特,3.03,-26.935,0.127,-4.827,0.03,
002712,思美传媒,3.08,-26.297,0.15,8.301,0.034,
002669,康达新材,2.29,-25.805,0.074,15.362,0.069,
600826,兰生股份,4.21,-23.296,0.113,-12.674,0.036,
600298,安琪酵母,8.24,-23.115,0.118,3.636,0.028,
002707,众信旅游,5.1,-22.597,0.076,2.748,0.049,
000989,九 芝 堂,4.2,-22.294,0.126,1.713,0.044,
002627,宜昌交运,2.77,-21.69,0.064,-4.222,0.029,
600197,伊力特,4.41,-20.384,0.104,3.866,0.021,
002903,宇环数控,0.66,-20.373,0.087,-5.237,0.042,
002931,锋龙股份,0.22,-19.989,0.066,-17.379,0.091,
600796,钱江生化,3.01,-19.941,0.065,4.843,0.081,
600764,中国海防,3.3,-19.902,0.091,-8.997,0.024,
002748,世龙实业,2.4,-19.85,0.043,18.057,0.045,
002647,仁东控股,5.6,-19.828,0.063,0.008,0.028,
002226,江南化工,9.11,-18.966,0.053,22.545,0.073,
600278,东方创业,5.22,-18.942,0.072,-5.277,0.05,
000596,古井贡酒,3.84,-18.929,0.112,-4.975,0.026,
002629,仁智股份,3.45,-18.868,0.061,-1.848,0.044,
002650,加加食品,9.47,-18.505,0.11,-1.554,0.046,
000752,西藏发展,2.64,-17.814,0.059,-2.543,0.039,
000713,丰乐种业,2.99,-17.551,0.109,6.375,0.034,
002435,长江润发,3.12,-17.473,0.128,-3.397,0.036,
600733,北汽蓝谷,3.97,-16.98,0.048,10.543,0.063,
002919,名臣健康,0.2,-16.563,0.05,-5.643,0.042,
002895,川恒股份,0.89,-16.542,0.056,-3.729,0.043,
002197,证通电子,4.35,-16.429,0.046,9.599,0.028,
600712,南宁百货,5.38,-16.211,0.073,5.09,0.036,
600738,兰州民百,4.21,-15.859,0.078,1.908,0.038,
002765,蓝黛传动,2.55,-15.738,0.065,16.508,0.054,
600619,海立股份,5.82,-15.479,0.06,-4.722,0.025,
002580,圣阳股份,2.98,-15.017,0.068,11.853,0.061,
