,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003031.SZ,003031,中瓷电子,元器件,75.96,3.0,17.0,117.0,20.26,,0.0
1,003032.SZ,003032,传智教育,文教休闲,23.73,3.0,11.0,111.0,9.55,,0.0
2,605005.SH,605005,合兴股份,汽车配件,11.12,3.0,6.0,106.0,4.46,,0.0
3,002370.SZ,002370,亚太药业,化学制药,5.45,3.0,6.0,106.0,25.25,上海华富利得资产-民生银行-富鼎6号专项资产管理计划,1.0
4,003035.SZ,003035,南网能源,环境保护,2.44,3.0,6.0,106.0,18.48,,0.0
5,605228.SH,605228,神通科技,汽车配件,9.33,2.0,5.0,105.0,7.46,,0.0
6,601015.SH,601015,陕西黑猫,焦炭加工,6.0,3.0,5.0,105.0,97.79,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
7,002943.SZ,002943,宇晶股份,机床制造,23.31,3.0,4.0,104.0,12.32,"上海嘉恳资产管理有限公司-嘉恳量化集合6号私募证券投资基金
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金
中国工商银行股份有限公司-宝盈人工智能主题股票型证券投资基金",3.0
8,605398.SH,605398,N新炬,软件服务,54.16,1.0,4.0,104.0,8.06,,0.0
9,002172.SZ,002172,澳洋健康,化纤,3.91,3.0,4.0,104.0,30.23,,0.0
10,002096.SZ,002096,南岭民爆,化工原料,9.32,3.0,4.0,104.0,34.56,中央汇金资产管理有限责任公司,1.0
11,600259.SH,600259,广晟有色,小金属,38.2,2.0,3.0,103.0,115.29,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
上海珺容投资管理有限公司-珺容战略资源1号基金
中国东方资产管理股份有限公司海南省分公司",4.0
12,000558.SZ,000558,莱茵体育,文教休闲,3.54,3.0,3.0,103.0,45.61,,0.0
13,600111.SH,600111,北方稀土,小金属,17.5,2.0,3.0,103.0,635.79,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
包钢集团-银河证券-20包集EB担保及信托财产专户
香港中央结算有限公司(陆股通)",4.0
14,603058.SH,603058,永吉股份,广告包装,8.97,3.0,3.0,103.0,37.53,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,1.0
15,600844.SH,600844,丹化科技,化工原料,5.04,3.0,3.0,103.0,41.47,财通基金-工商银行-富春定增1021号资产管理计划,1.0
16,603499.SH,603499,翔港科技,广告包装,9.96,3.0,3.0,103.0,19.95,,0.0
17,000613.SZ,000613,大东海A,旅游服务,4.92,3.0,3.0,103.0,13.13,,0.0
18,002906.SZ,002906,华阳集团,汽车配件,35.66,3.0,3.0,103.0,167.64,"广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金
交通银行股份有限公司-宝盈创新驱动股票型证券投资基金
中国工商银行股份有限公司-宝盈人工智能主题股票型证券投资基金
中国建设银行股份有限公司-博时产业新趋势灵活配置混合型证券投资基金
珠海横琴中科白云股权投资基金合伙企业(有限合伙)
华润深国投信托有限公司-朱雀合伙专项证券投资信托
上海少薮派投资管理有限公司-称心如意8号证券投资基金
中国工商银行-宝盈泛沿海区域增长混合型证券投资基金",8.0
19,600392.SH,600392,盛和资源,小金属,13.64,2.0,3.0,103.0,239.4,香港中央结算有限公司(陆股通),1.0
20,603919.SH,603919,金徽酒,白酒,39.78,2.0,2.0,102.0,195.44,"中央企业贫困地区产业投资基金股份有限公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
光大兴陇信托有限责任公司-光大-融金1号证券投资集合资金信托计划
贫困地区产业发展基金有限公司",4.0
21,002054.SZ,002054,德美化工,化工原料,9.8,2.0,2.0,102.0,30.44,中央汇金资产管理有限责任公司,1.0
22,605018.SH,605018,长华股份,汽车配件,15.25,2.0,2.0,102.0,6.36,,0.0
23,002173.SZ,002173,创新医疗,医疗保健,6.52,2.0,2.0,102.0,24.2,,0.0
24,603701.SH,603701,德宏股份,汽车配件,9.85,2.0,2.0,102.0,25.74,,0.0
25,000831.SZ,000831,五矿稀土,小金属,17.64,2.0,2.0,102.0,173.03,"中国农业银行股份有限公司-银华内需精选混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
26,600980.SH,600980,北矿科技,元器件,15.98,2.0,2.0,102.0,24.32,青岛宝信德投资管理有限公司-宝盈一号私募证券投资基金,1.0
27,002504.SZ,002504,弘高创意,装修装饰,2.38,2.0,2.0,102.0,9.86,,0.0
28,605155.SH,605155,西大门,化工原料,25.72,2.0,2.0,102.0,6.17,,0.0
29,605255.SH,605255,天普股份,汽车配件,17.99,2.0,2.0,102.0,6.03,上海慈鉴投资管理有限公司-慈鉴易智盈价值成长一号私募证券投资基金,1.0
30,000691.SZ,000691,亚太实业,化工原料,5.47,2.0,2.0,102.0,15.89,芜湖长元股权投资基金(有限合伙),1.0
31,002713.SZ,002713,东易日盛,装修装饰,8.57,2.0,2.0,102.0,34.42,"招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司",5.0
32,600237.SH,600237,铜峰电子,元器件,6.25,2.0,2.0,102.0,35.27,铜陵市铜鑫先进结构材料产业纾困发展基金合伙企业(有限合伙),1.0
33,002305.SZ,002305,南国置业,区域地产,2.82,2.0,6.0,6.0,48.86,"东吴基金-上海银行-东吴鼎利6020号资产管理计划
东吴基金-上海银行-渤海国际信托股份有限公司",2.0
34,603500.SH,603500,祥和实业,运输设备,14.54,2.0,5.0,5.0,25.65,,0.0
35,002263.SZ,002263,大东南,塑料,3.68,1.0,4.0,4.0,69.12,,0.0
36,000020.SZ,000020,深华发A,元器件,12.33,2.0,3.0,3.0,22.34,,0.0
37,000155.SZ,000155,川能动力,新型电力,14.02,1.0,3.0,3.0,178.05,中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,1.0
38,000612.SZ,000612,焦作万方,铝,8.44,1.0,3.0,3.0,100.53,"中央汇金资产管理有限责任公司
上海迎水投资管理有限公司-迎水月异8号私募证券投资基金",2.0
39,600343.SH,600343,航天动力,航空,12.0,1.0,2.0,2.0,76.58,,0.0
40,002045.SZ,002045,国光电器,元器件,10.85,1.0,2.0,2.0,50.69,,0.0
41,002740.SZ,002740,爱迪尔,服饰,5.15,2.0,2.0,2.0,12.45,,0.0
42,600468.SH,600468,百利电气,电气设备,4.59,2.0,2.0,2.0,51.49,"天弘基金-工商银行-天弘基金-定增116号资产管理计划
中央汇金资产管理有限责任公司
深圳前海一线红投资管理有限公司-一线红新兴产业投资私募证券基金",3.0
43,603595.SH,603595,东尼电子,元器件,23.22,1.0,1.0,1.0,37.46,中国农业银行-华夏平稳增长混合型证券投资基金,1.0
44,600628.SH,600628,新世界,百货,8.65,1.0,1.0,1.0,55.95,"中央汇金资产管理有限责任公司
新东吴优胜-南京银行-新东吴优胜诚鼎1号专项资产管理计划",2.0
45,600549.SH,600549,厦门钨业,小金属,18.14,1.0,1.0,1.0,255.06,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
