code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600682,南京新百,9.73,-60.789,0.355,-25.73,0.169,
000506,中润资源,9.29,-56.57,0.298,23.69,0.074,
002584,西陇科学,3.64,-54.625,0.303,-17.686,0.152,
601113,华鼎股份,8.33,-54.169,0.315,12.837,0.072,
002260,*ST德奥,2.65,-53.7,0.221,-10.308,0.124,
000633,合金投资,3.85,-50.217,0.27,6.682,0.108,
600393,粤泰股份,9.88,-49.737,0.218,-27.04,0.145,
002547,春兴精工,7.98,-46.928,0.277,-19.355,0.188,
002721,金一文化,5.45,-46.122,0.218,-37.207,0.128,
000411,英特集团,2.07,-45.623,0.24,-2.115,0.09,
002259,ST升达,7.24,-44.926,0.253,-19.364,0.167,
002609,捷顺科技,3.67,-43.999,0.19,-16.146,0.141,
000976,华铁股份,5.87,-43.265,0.204,-14.242,0.102,
600130,波导股份,7.68,-42.516,0.166,25.048,0.076,
002522,浙江众成,8.48,-41.315,0.171,-15.254,0.145,
002071,长城影视,5.18,-40.667,0.193,2.604,0.082,
600133,东湖高新,5.38,-39.122,0.155,8.471,0.113,
600695,绿庭投资,3.66,-38.602,0.156,26.004,0.276,
600365,通葡股份,4.0,-38.406,0.177,-5.294,0.071,
600532,宏达矿业,5.16,-38.08,0.13,14.401,0.175,
002413,雷科防务,9.95,-36.844,0.125,3.96,0.076,
002529,海源复材,2.0,-36.536,0.165,-25.006,0.148,
600807,*ST天业,7.87,-36.33,0.112,53.555,0.126,
002766,索菱股份,2.49,-35.428,0.131,-26.218,0.1,
002810,山东赫达,0.61,-34.699,0.181,-4.664,0.062,
002780,三夫户外,0.64,-34.402,0.104,-12.514,0.109,
002012,凯恩股份,4.67,-34.227,0.109,3.872,0.151,
600099,林海股份,2.19,-33.71,0.131,4.555,0.067,
000835,长城动漫,3.03,-33.473,0.138,0.861,0.101,
000752,西藏发展,2.64,-32.916,0.13,-15.204,0.078,
002114,罗平锌电,3.23,-32.815,0.164,-2.672,0.112,
000691,亚太实业,2.9,-32.34,0.164,10.009,0.121,
002560,通达股份,2.71,-31.854,0.086,3.11,0.069,
002247,聚力文化,5.4,-31.501,0.123,-30.876,0.16,
002220,天宝食品,5.45,-31.394,0.105,-27.75,0.136,
002035,华帝股份,7.82,-31.284,0.158,-35.097,0.169,
002530,金财互联,3.39,-31.235,0.07,-3.036,0.074,
600556,ST慧球,3.95,-30.896,0.103,17.564,0.07,
002264,新 华 都,6.02,-30.805,0.083,-22.868,0.143,
000514,渝 开 发,8.44,-30.782,0.11,-5.075,0.072,
002164,宁波东力,4.4,-30.752,0.088,-33.767,0.202,
600793,宜宾纸业,1.05,-30.394,0.097,21.702,0.071,
600129,太极集团,4.27,-30.204,0.08,-14.018,0.093,
600721,百花村,3.05,-29.728,0.054,-12.368,0.108,
002468,申通快递,3.32,-29.544,0.14,5.46,0.072,
002538,司尔特,6.98,-29.396,0.096,7.202,0.062,
002540,亚太科技,8.95,-28.995,0.108,-7.028,0.08,
000996,中国中期,3.45,-28.897,0.106,14.243,0.094,
600136,当代明诚,3.44,-28.841,0.081,-11.055,0.099,
000890,法 尔 胜,3.8,-28.765,0.101,-4.429,0.07,
002879,长缆科技,1.27,-28.615,0.072,-13.218,0.095,
002307,北新路桥,8.92,-28.427,0.067,15.006,0.105,
000613,大东海A,2.66,-28.066,0.091,-7.363,0.045,
002520,日发精机,4.97,-27.995,0.083,-4.694,0.041,
600734,实达集团,3.55,-27.867,0.167,-5.029,0.101,
002604,*ST龙力,5.08,-27.705,0.075,-3.208,0.077,
002271,东方雨虹,9.96,-27.702,0.351,-6.969,0.101,
002077,大港股份,5.32,-27.582,0.07,-35.175,0.125,
000155,川能动力,9.37,-27.509,0.081,-19.571,0.126,
600539,*ST狮头,2.3,-27.499,0.072,21.692,0.053,
600463,空港股份,3.0,-27.415,0.132,0.653,0.117,
600889,南京化纤,3.07,-27.385,0.069,5.551,0.081,
000820,神雾节能,2.88,-27.176,0.103,-18.586,0.17,
600712,南宁百货,5.38,-27.074,0.106,5.473,0.095,
002772,众兴菌业,2.54,-27.053,0.087,-6.478,0.083,
002875,安奈儿,0.39,-26.962,0.062,0.539,0.11,
000409,*ST地矿,4.06,-26.752,0.109,15.895,0.102,
002581,未名医药,4.01,-26.74,0.057,-23.127,0.141,
600702,舍得酒业,3.37,-26.665,0.09,-29.647,0.175,
002290,中科新材,2.1,-26.622,0.077,-7.108,0.099,
600870,*ST厦华,5.23,-26.602,0.127,1.397,0.138,
600455,博通股份,0.62,-26.437,0.086,31.457,0.072,
002809,红墙股份,0.61,-26.408,0.063,-13.822,0.089,
002918,蒙娜丽莎,0.59,-26.405,0.073,-18.297,0.105,
600358,国旅联合,4.32,-26.347,0.138,-23.106,0.109,
000537,广宇发展,5.13,-26.345,0.099,-12.767,0.108,
600645,中源协和,3.84,-25.841,0.092,-11.688,0.117,
002686,亿利达,3.28,-25.806,0.092,3.421,0.134,
002273,水晶光电,8.1,-25.701,0.08,-12.11,0.11,
002800,天顺股份,0.35,-25.698,0.076,-11.662,0.074,
002869,金溢科技,0.45,-25.467,0.094,-30.722,0.16,
600234,ST山水,2.02,-25.368,0.081,18.937,0.059,
002793,东音股份,0.64,-25.256,0.061,-17.572,0.091,
000910,大亚圣象,5.4,-25.128,0.093,-27.669,0.126,
002872,天圣制药,2.11,-24.957,0.081,-37.667,0.334,
002016,世荣兆业,6.87,-24.947,0.066,-24.203,0.143,
002930,宏川智慧,0.61,-24.931,0.067,-29.306,0.124,
600684,珠江实业,8.53,-24.915,0.068,-15.499,0.083,
000815,美利云,3.17,-24.875,0.09,-8.147,0.092,
002722,金轮股份,1.11,-24.817,0.067,-0.532,0.076,
002090,金智科技,2.31,-24.78,0.07,33.45,0.065,
000586,汇源通信,1.93,-24.656,0.082,-15.116,0.117,
002564,天沃科技,6.02,-24.594,0.095,-0.86,0.065,
000908,景峰医药,7.07,-24.584,0.068,7.023,0.05,
600857,宁波中百,2.24,-24.569,0.099,-3.044,0.069,
002884,凌霄泵业,0.69,-24.552,0.225,-9.775,0.079,
002900,哈三联,1.45,-24.517,0.059,-26.245,0.141,
002677,浙江美大,2.83,-24.457,0.064,-33.889,0.169,
002038,双鹭药业,5.67,-24.349,0.094,-15.399,0.104,
600207,安彩高科,6.9,-24.304,0.077,-22.343,0.109,
002893,华通热力,0.64,-24.251,0.066,-26.066,0.13,
002853,皮阿诺,0.58,-24.228,0.062,-11.708,0.077,
002741,光华科技,3.21,-24.141,0.071,17.407,0.065,
002742,三圣股份,2.69,-24.124,0.086,-7.204,0.056,
002508,老板电器,9.35,-24.085,0.085,-25.53,0.122,
600419,天润乳业,2.07,-24.054,0.07,-15.935,0.096,
000921,海信家电,9.02,-24.05,0.072,-18.89,0.096,
002532,新界泵业,3.78,-24.017,0.084,8.343,0.051,
002633,申科股份,1.49,-23.98,0.058,1.884,0.083,
002886,沃特股份,0.5,-23.955,0.108,-12.926,0.139,
002692,睿康股份,7.15,-23.951,0.122,0.991,0.135,
002542,中化岩土,8.07,-23.943,0.088,-5.386,0.084,
600338,西藏珠峰,6.53,-23.938,0.072,10.615,0.046,
600892,大晟文化,2.52,-23.915,0.087,4.274,0.052,
600319,亚星化学,3.16,-23.887,0.084,-17.933,0.114,
600233,圆通速递,7.83,-23.742,0.068,-14.312,0.081,
002292,奥飞娱乐,7.63,-23.649,0.087,-19.656,0.151,
000760,斯太尔,6.54,-23.625,0.096,18.199,0.151,
002770,科迪乳业,5.83,-23.499,0.095,-2.29,0.078,
002762,金发拉比,1.9,-23.444,0.334,-11.105,0.102,
002370,亚太药业,4.07,-23.438,0.085,19.759,0.078,
002234,民和股份,1.91,-23.274,0.073,11.143,0.082,
000697,炼石航空,4.54,-23.24,0.084,-11.829,0.112,
600107,美尔雅,3.6,-23.187,0.088,10.299,0.107,
601619,嘉泽新能,5.04,-23.152,0.051,-44.154,0.2,
600929,湖南盐业,1.5,-23.142,0.058,-39.1,0.202,
002726,龙大肉食,7.51,-23.13,0.103,32.48,0.122,
002755,东方新星,1.72,-23.116,0.223,47.246,0.196,
002572,索菲亚,6.38,-23.098,0.079,-35.601,0.199,
000502,绿景控股,1.83,-22.963,0.094,11.73,0.08,
002455,百川股份,3.49,-22.941,0.07,-7.937,0.072,
000609,中迪投资,2.92,-22.925,0.08,-5.57,0.105,
600773,西藏城投,7.29,-22.763,0.074,2.792,0.088,
002878,元隆雅图,0.36,-22.754,0.084,15.358,0.05,
600903,贵州燃气,4.51,-22.692,0.063,16.655,0.111,
