,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605298.SH,605298,N必得,运输设备,True,9.987,9.98697351280937,1.0000026521739138,7.52,,0.0
1,000803.SZ,000803,北清环能,电气设备,True,9.9864,24.538461538461554,0.4069692789968649,19.53,西藏瑞东财富投资有限责任公司-瑞东梧桐一号投资基金,1.0
2,603298.SH,603298,杭叉集团,专用机械,True,7.1268,24.02698495070057,0.2966164924406048,214.35,"中国建设银行股份有限公司-东方红启东三年持有期混合型证券投资基金
全国社保基金四一三组合
香港中央结算有限公司(陆股通)",3.0
3,603126.SH,603126,中材节能,环境保护,True,10.0601,37.00934579439252,0.27182593434343433,49.21,,0.0
4,603060.SH,603060,国检集团,建筑工程,True,6.2276,28.509485094850962,0.21843958174904932,106.25,"挪威中央银行-自有资金
中欧基金-农业银行-中国太平洋人寿保险-中国太平洋人寿股票主动管理型产品(个分红)委托投资
中欧基金-建设银行-中国人寿-中国人寿保险股份有限公司委托中欧基金管理有限公司中证全指组合
香港中央结算有限公司(陆股通)",4.0
5,000928.SZ,000928,中钢国际,建筑工程,True,9.9251,45.657568238213386,0.2173812663043479,75.78,"交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金
中钢资产管理有限责任公司
红土创新基金-银河证券-深圳市创新投资集团有限公司
中航证券-宁波银行-中航祥瑞集合资产管理计划",4.0
6,603008.SH,603008,喜临门,家居用品,True,7.5163,38.818565400843895,0.1936264239130434,96.62,"天堂硅谷资产管理集团有限公司-天堂硅谷久盈10号私募投资基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行-上投摩根阿尔法股票型证券投资基金
上海蓝墨投资管理有限公司-蓝墨专享4号私募投资基金
浙商证券资管-中国银行-证券行业支持民企发展系列之浙商证券1号分级集合资产管理计划
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金",6.0
7,002378.SZ,002378,章源钨业,小金属,True,10.0,66.88034188034189,0.14952076677316292,78.61,,0.0
8,601028.SH,601028,玉龙股份,商贸代理,True,3.9858,26.93310165073848,0.14798889677419358,113.7,,0.0
9,600259.SH,600259,广晟有色,小金属,True,6.9517,48.09556786703604,0.14453930597552186,142.0,"中国东方资产管理股份有限公司海南省分公司
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
上海珺容投资管理有限公司-珺容战略资源1号基金",4.0
