,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,600506.SH,香梨股份,种植业,9.9576,10.38,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
1,300350.SZ,华鹏飞,仓储物流,9.9738,4.19,"珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)
珠海安赐互联捌号股权投资基金企业(有限合伙)
珠海安赐互联柒号股权投资基金企业(有限合伙)"
2,300660.SZ,江苏雷利,电气设备,9.9826,18.95,"上海浦东发展银行股份有限公司-国泰中证全指家用电器交易型开放式指数证券投资基金
深圳市星森资产管理有限公司-星森二期私募基金
深圳市星森资产管理有限公司-星森二期私募基金
中国建设银行股份有限公司-博道伍佰智航股票型证券投资基金
泰康资管-中国银行-泰康资产管理有限责任公司量化增强资产管理产品
中国农业银行股份有限公司-工银瑞信农业产业股票型证券投资基金"
3,300106.SZ,西部牧业,农业综合,10.0,7.81,"中海信托股份有限公司-中海-浦江之星165号集合资金信托
中海信托股份有限公司-中海-浦江之星177号集合资金信托"
4,601609.SH,金田铜业,铜,10.0,9.9,
5,300260.SZ,新莱应材,机械基件,10.0061,18.03,"中央汇金资产管理有限责任公司
临沂润商资产管理中心(有限合伙)
中央汇金资产管理有限责任公司
临沂润商资产管理中心(有限合伙)"
6,000403.SZ,双林生物,生物制药,10.0069,47.71,"中国信达资产管理股份有限公司
交通银行股份有限公司-易方达科讯混合型证券投资基金
中国信达资产管理股份有限公司
基本养老保险基金三零九组合
交通银行股份有限公司-易方达科讯混合型证券投资基金
中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金
中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金
中国信达资产管理股份有限公司"
7,300816.SZ,艾可蓝,环境保护,10.0081,54.19,
8,603229.SH,奥翔药业,化学制药,10.0107,41.21,"中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
平安资管-邮储银行-如意10号资产管理产品
国泰基金管理有限公司-社保基金四二一组合
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
诺安基金-建设银行-中国人寿-中国人寿委托诺安基金公司股票型组合
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国银行股份有限公司-国泰融安多策略灵活配置混合型证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
平安资管-邮储银行-如意10号资产管理产品
中信银行股份有限公司-浦银安盛医疗健康灵活配置混合型证券投资基金"
9,300139.SZ,晓程科技,元器件,10.0267,8.23,"中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金"
