,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
3040,601519.SH,大智慧,软件服务,6.0,9.0,8.952,9.9579,1558356.8
3091,601860.SH,紫金银行,银行,5.0,5.0,9.997,10.0503,320693.8668
30,000037.SZ,深南电A,火力发电,2.0,12.0,5.13,9.9751,298904.5186
652,002190.SZ,成飞集成,汽车配件,2.0,2.0,9.999,10.0109,694173.8362
3006,601216.SH,君正集团,化工原料,2.0,2.0,9.975,9.9196,3459587.1299
1809,300424.SZ,航新科技,航空,2.0,2.0,9.992,9.9792,333774.338
1540,300152.SZ,科融环境,环境保护,2.0,5.0,5.853,10.0,203839.0712
804,002343.SZ,慈文传媒,影视音像,2.0,10.0,3.905,10.0,437973.2566
3191,603085.SH,天成自控,汽车配件,2.0,5.0,5.711,9.865,156041.7951
634,002172.SZ,澳洋健康,化纤,1.0,2.0,5.373,10.0239,320142.414
2553,600518.SH,康美药业,中成药,1.0,1.0,10.052,10.0518,4676189.8679
2017,300638.SZ,广和通,通信设备,1.0,1.0,10.0,10.0,172926.6
2040,300662.SZ,科锐国际,综合类,1.0,1.0,10.0,10.0,291032.0127
2087,300710.SZ,万隆光电,通信设备,1.0,5.0,4.769,10.004,91788.712
2132,300760.SZ,迈瑞医疗,医疗保健,1.0,1.0,9.997,9.9974,1547968.0
2184,600069.SH,银鸽投资,造纸,1.0,2.0,6.501,10.1538,581332.5162
2225,600113.SH,浙江东日,区域地产,1.0,2.0,6.157,9.9617,274314.6
2449,600375.SH,华菱星马,汽车整车,1.0,1.0,10.12,10.1205,253973.4528
2492,600433.SH,冠豪高新,造纸,1.0,2.0,5.089,9.9237,549208.2714
2637,600613.SH,神奇制药,中成药,1.0,1.0,10.088,10.0885,298137.0263
1922,300538.SZ,同益股份,批发业,1.0,1.0,9.991,9.9912,59703.4089
2746,600734.SH,实达集团,电脑设备,1.0,1.0,10.064,10.0637,306447.0097
231,000677.SZ,恒天海龙,化纤,1.0,5.0,3.322,10.0694,273881.0095
3013,601231.SH,环旭电子,元器件,1.0,1.0,10.026,10.0257,2793885.8767
218,000661.SZ,长春高新,生物制药,1.0,1.0,10.0,10.0,3841788.6726
3070,601689.SH,拓普集团,汽车配件,1.0,1.0,10.025,10.0251,429616.1678
161,000576.SZ,广东甘化,造纸,1.0,2.0,6.895,9.949,357870.4439
3162,603032.SH,德新交运,公路,1.0,1.0,10.008,10.0076,225815.04
3187,603079.SH,圣达生物,食品,1.0,5.0,3.634,10.0054,74666.1402
1954,300572.SZ,安车检测,电器仪表,1.0,1.0,10.006,10.0057,328558.5416
292,000760.SZ,斯太尔,汽车配件,1.0,2.0,5.51,10.119,242144.3792
479,002017.SZ,东信和平,通信设备,1.0,0.0,0.0,9.9656,441745.6358
1238,002785.SZ,万里石,其他建材,1.0,2.0,5.515,10.0,214626.386
893,002432.SZ,九安医疗,医疗保健,1.0,1.0,10.0,10.0,290412.773
989,002529.SZ,海源复材,专用机械,1.0,2.0,5.013,10.0264,166800.0
1025,002565.SZ,顺灏股份,造纸,1.0,1.0,9.988,9.988,625940.9842
1050,002590.SZ,万安科技,汽车配件,1.0,1.0,10.054,10.0536,356704.6712
1060,002600.SZ,领益智造,元器件,1.0,1.0,10.0,10.0,736506.0559
1065,002605.SZ,姚记扑克,文教休闲,1.0,1.0,10.055,10.0552,266292.7761
1163,002703.SZ,浙江世宝,汽车配件,1.0,1.0,10.063,10.0629,290359.6248
1206,002750.SZ,龙津药业,中成药,1.0,15.0,2.642,9.9448,316241.5075
1257,002806.SZ,华锋股份,元器件,1.0,1.0,10.0,10.0,117402.4569
1782,300397.SZ,天和防务,通信设备,1.0,16.0,4.705,9.9884,293697.8924
1405,300016.SZ,北陆药业,中成药,1.0,1.0,10.039,10.0386,341734.3951
1507,300119.SZ,瑞普生物,生物制药,1.0,1.0,10.0,10.0,207200.4999
322,000806.SZ,银河生物,生物制药,1.0,1.0,9.952,9.9515,316397.0804
1559,300171.SZ,东富龙,医疗保健,1.0,1.0,10.05,10.0496,295927.1233
1603,300216.SZ,千山药机,医疗保健,1.0,1.0,10.076,10.0756,123071.7297
54,000078.SZ,海王生物,生物制药,1.0,1.0,10.054,10.0543,751945.1486
1625,300238.SZ,冠昊生物,医疗保健,1.0,5.0,6.056,10.0079,343405.6864
1659,300272.SZ,开能健康,环境保护,1.0,1.0,10.051,10.0509,230533.3782
1613,300226.SZ,上海钢联,互联网,1.0,5.0,6.079,10.0027,1218330.1229
