,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300313.SZ,天山生物,农业综合,20.0,23.16,155.25,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金"
1,300337.SZ,银邦股份,铝,12.0187,9.6,89.12,
2,600983.SH,惠而浦,家用电器,9.9902,11.23,76.4,中央汇金资产管理有限责任公司
3,300064.SZ,豫金刚石,矿物制品,9.4017,3.84,67.99,
4,002315.SZ,焦点科技,互联网,9.9845,28.31,67.74,中央汇金资产管理有限责任公司
5,300301.SZ,长方集团,半导体,19.9501,4.81,62.89,
6,300225.SZ,金力泰,染料涂料,20.0,11.76,61.73,"宁夏华锦资产管理有限公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
宁夏华锦资产管理有限公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方25号私募投资基金
中央汇金资产管理有限责任公司"
7,300526.SZ,中潜股份,专用机械,20.0,104.16,57.73,"北京泽盈投资有限公司-顺势1号私募证券投资基金
北京泽盈投资有限公司-顺势2号私募证券投资基金
北京泽盈投资有限公司-顺势1号私募证券投资基金
北京泽盈投资有限公司-顺势2号私募证券投资基金
北京泽盈投资有限公司-顺势1号私募证券投资基金
北京泽盈投资有限公司-顺势2号私募证券投资基金"
8,300491.SZ,通合科技,电气设备,11.2354,21.88,56.95,
9,300108.SZ,吉药控股,中成药,19.9105,5.36,50.17,"吉林省现代农业和新兴产业投资基金有限公司
汇安基金-浦发银行-江海证券有限公司"
10,603877.SH,太平鸟,服饰,10.0,28.16,48.05,香港中央结算有限公司(陆股通)
11,000913.SZ,钱江摩托,摩托车,9.996,27.18,37.99,
