,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT_5,COL_LOCAL_LIMIT_COUNT_10,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002437.SZ,002437,誉衡药业,化学制药,True,3.94,7.0,0.0,2.0,85.69,,0.0
1,002435.SZ,002435,长江健康,化学制药,True,4.16,5.0,0.0,1.0,49.9,"华安资产管理(香港)有限公司-客户资金专户1号(交易所)
西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划",2.0
2,300267.SZ,300267,尔康制药,化学制药,True,4.86,5.0,0.0,1.0,69.02,,0.0
3,002390.SZ,002390,信邦制药,中成药,True,5.0,8.0,0.0,1.0,77.92,,0.0
4,300086.SZ,300086,康芝药业,化学制药,True,6.03,6.0,0.0,2.0,26.27,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
5,000516.SZ,000516,国际医学,医疗保健,True,6.56,6.0,1.0,3.0,126.54,"泰达宏利基金-民生银行-泰达宏利价值成长定向增发170号资产管理计划
广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划",2.0
6,000650.SZ,000650,仁和药业,中成药,True,6.77,7.0,0.0,1.0,79.91,香港中央结算有限公司(陆股通),1.0
7,300318.SZ,300318,博晖创新,医疗保健,True,6.97,7.0,0.0,1.0,50.5,中央汇金资产管理有限责任公司,1.0
8,002562.SZ,002562,兄弟科技,化学制药,True,7.63,5.0,0.0,2.0,41.13,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-华夏兴华混合型证券投资基金
中国国际金融香港资产管理有限公司-客户资金",3.0
9,603168.SH,603168,莎普爱思,化学制药,True,8.76,7.0,0.0,1.0,28.26,上海速硕投资管理有限公司-速硕新价值成长一期私募证券投资基金,1.0
10,300412.SZ,300412,迦南科技,医疗保健,True,8.92,6.0,0.0,1.0,19.85,"中央汇金资产管理有限责任公司
北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划",2.0
11,000566.SZ,000566,海南海药,化学制药,True,9.66,5.0,0.0,3.0,116.26,"金元顺安基金-农业银行-杭州通武投资管理合伙企业(有限合伙)
国通信托有限责任公司-国通信托·方泰1号集合资金信托计划
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽2号结构化集合资金信托计划
云南国际信托有限公司-聚利36号单一资金信托",4.0
12,002252.SZ,002252,上海莱士,生物制药,True,9.82,6.0,0.0,1.0,488.29,"陕西省国际信托股份有限公司-陕国投·如意69号定向投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣82号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣76号证券投资集合资金信托计划
民生通惠资产-民生银行-民生通惠聚鑫2号资产管理产品",5.0
13,300358.SZ,300358,楚天科技,医疗保健,True,10.77,6.0,0.0,1.0,49.26,"湖南省资产管理有限公司
中央汇金资产管理有限责任公司
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
西藏德传投资管理有限公司-德传附子证券投资基金
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划",5.0
14,000153.SZ,000153,丰原药业,化学制药,True,11.02,0.0,2.0,4.0,34.38,,0.0
15,600285.SH,600285,羚锐制药,中成药,True,11.15,0.0,1.0,1.0,63.31,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-诺安先锋混合型证券投资基金
香港中央结算有限公司(陆股通)
方正证券-宁波银行-民族-羚锐小羚羊资产管理计划",5.0
16,600833.SH,600833,第一医药,医药商业,True,12.59,7.0,0.0,2.0,28.09,,0.0
17,002020.SZ,002020,京新药业,化学制药,True,13.38,6.0,0.0,1.0,78.66,"上海国际集团资产管理有限公司
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金
建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
香港中央结算有限公司(陆股通)",4.0
18,000503.SZ,000503,国新健康,医疗保健,True,13.81,1.0,1.0,1.0,124.13,香港中央结算有限公司(陆股通),1.0
19,300030.SZ,300030,阳普医疗,医疗保健,True,14.2,0.0,1.0,2.0,36.12,"中央汇金资产管理有限责任公司
华夏基金-农业银行-华夏中证金融资产管理计划
长安基金-光大银行-长安睿享2号分级资产管理计划",3.0
20,600771.SH,600771,广誉远,中成药,True,14.45,5.0,0.0,1.0,71.09,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托
兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划",3.0
21,605199.SH,605199,葫芦娃,中成药,True,15.99,0.0,5.0,9.0,6.41,,0.0
22,600055.SH,600055,万东医疗,医疗保健,True,17.53,7.0,0.0,1.0,94.81,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
上海盛宇股权投资中心(有限合伙)-盛宇十二号私募证券投资基金",2.0
23,603880.SH,603880,南卫股份,医疗保健,True,17.8,8.0,0.0,2.0,19.07,,0.0
24,600267.SH,600267,海正药业,化学制药,True,18.9,0.0,2.0,2.0,182.49,"中央汇金资产管理有限责任公司
上海融昌资产管理有限公司
宁波梅山保税港区盛麒资产管理有限公司-盛麒盛华私募证券投资基金",3.0
25,300171.SZ,300171,东富龙,医疗保健,True,20.44,0.0,0.0,1.0,85.7,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
26,002873.SZ,002873,新天药业,中成药,True,20.57,7.0,0.0,1.0,23.28,武汉惠人生物创业投资基金中心(有限合伙),1.0
27,300439.SZ,300439,美康生物,医疗保健,True,21.52,6.0,0.0,1.0,44.41,广东金百合财富管理有限公司-金百合八号证券投资基金,1.0
28,600380.SH,600380,健康元,化学制药,True,21.59,0.0,0.0,2.0,420.47,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金五零二组合
全国社保基金一零八组合
香港中央结算有限公司(陆股通)
博时基金管理有限公司-社保基金四一九组合
基本养老保险基金一六零一一组合
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金",7.0
29,300314.SZ,300314,戴维医疗,医疗保健,True,22.98,0.0,0.0,2.0,43.46,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金,1.0
30,600976.SH,600976,健民集团,中成药,True,23.57,0.0,0.0,1.0,36.13,"兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",6.0
31,300206.SZ,300206,理邦仪器,医疗保健,True,24.08,9.0,0.0,1.0,81.98,"兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
云南国际信托有限公司-理邦仪器1号员工持股集合资金信托计划
中国工商银行股份有限公司-中欧精选灵活配置定期开放混合型发起式证券投资基金
中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",5.0
32,688098.SH,688098,申联生物,生物制药,True,27.8,6.0,0.0,1.0,13.49,,0.0
33,300452.SZ,300452,山河药辅,化学制药,True,27.89,0.0,0.0,1.0,39.7,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金",2.0
34,300584.SZ,300584,海辰药业,化学制药,True,28.44,0.0,1.0,1.0,18.02,"西藏信托有限公司-西藏信托-智臻33号集合资金信托计划
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金",2.0
35,603351.SH,603351,威尔药业,化学制药,True,29.92,0.0,1.0,1.0,17.85,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
江苏人才创新创业投资二期基金(有限合伙)
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金",3.0
36,002019.SZ,002019,亿帆医药,化学制药,True,31.13,0.0,0.0,1.0,256.73,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
江苏一带一路投资基金(有限合伙)
深圳国调招商并购股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托",5.0
37,002382.SZ,002382,蓝帆医疗,医疗保健,True,31.76,6.0,0.0,2.0,223.41,"富安达基金-南京银行-富安达-富享14号股票型资产管理计划
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
中泰证券资管-证券行业支持民企发展中泰资管2号FOF集合资管计划-证券行业支持民企发展系列之中泰资管11号单一资产管理计划
共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金",7.0
38,002030.SZ,002030,达安基因,生物制药,True,33.47,6.0,0.0,1.0,286.63,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",3.0
39,688505.SH,688505,复旦张江,化学制药,True,33.7,9.0,0.0,1.0,30.69,,0.0
