,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,603366.SH,日出东方,家用电器,7.6,49.74,"中央汇金资产管理有限责任公司
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划"
1,603598.SH,引力传媒,影视音像,22.62,48.34,
2,600223.SH,鲁商发展,区域地产,10.52,40.12,
3,600053.SH,九鼎投资,多元金融,29.65,39.98,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
4,000716.SZ,黑芝麻,食品,4.62,37.46,
5,002878.SZ,元隆雅图,文教休闲,38.47,37.25,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中国银行股份有限公司-华夏经济转型股票型证券投资基金
基本养老保险基金一二零三组合
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金
中国银行股份有限公司-华夏科技成长股票型证券投资基金
中国工商银行-广发聚富开放式证券投资基金"
6,600678.SH,四川金顶,水泥,8.22,36.4,
7,603825.SH,华扬联众,互联网,25.76,36.28,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)
上海通怡投资管理有限公司-通怡金牛2号私募证券投资基金"
8,603721.SH,中广天择,影视音像,31.91,35.34,天津天图兴盛股权投资基金合伙企业(有限合伙)
9,300087.SZ,荃银高科,种植业,12.29,34.42,
10,000955.SZ,欣龙控股,纺织,8.33,30.11,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
11,002291.SZ,星期六,服饰,23.5,30.01,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
12,603920.SH,世运电路,元器件,25.41,30.01,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金"
13,603348.SH,文灿股份,汽车配件,26.68,30.0,"九泰基金-工商银行-九泰基金-大同证券新三板1号资产管理计划
广东东方比逊基金管理有限公司-东方比逊新三板8号基金"
14,002105.SZ,信隆健康,文教休闲,6.98,26.13,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
兴业银行股份有限公司-光大保德信红利混合型证券投资基金
兴业银行股份有限公司-光大保德信红利混合型证券投资基金
深圳能量互强资产管理有限公司-瑾瑜共赢一号私募证券投资基金"
15,603005.SH,晶方科技,半导体,50.46,25.9,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
16,603608.SH,天创时尚,服饰,10.23,25.55,
17,300552.SZ,万集科技,软件服务,100.9,25.42,"中国建设银行股份有限公司-华夏科技创新混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金
中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金"
18,000892.SZ,欢瑞世纪,影视音像,6.38,25.25,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
全国社保基金一一八组合"
19,603031.SH,安德利,百货,28.45,23.8,
20,603799.SH,华友钴业,小金属,46.77,21.32,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金"
21,300724.SZ,捷佳伟创,专用机械,46.3,20.76,"天津架桥富凯股权投资基金合伙企业(有限合伙)
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
深圳市麦瑞股权投资基金合伙企业(有限合伙)
深圳市麦瑞世纪股权投资基金(有限合伙)
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划"
22,002654.SZ,万润科技,互联网,5.93,20.11,
23,603178.SH,圣龙股份,汽车配件,15.18,20.08,
24,300432.SZ,富临精工,汽车配件,13.1,20.04,
25,000818.SZ,航锦科技,化工原料,20.44,20.03,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
26,300259.SZ,新天科技,电器仪表,5.53,20.01,"中央汇金资产管理有限责任公司
中国银行股份有限公司-华泰柏瑞量化先行混合型证券投资基金"
27,300787.SZ,海能实业,通信设备,84.02,20.0,
28,002623.SZ,亚玛顿,玻璃,26.55,19.98,中央汇金资产管理有限责任公司
29,300770.SZ,新媒股份,影视音像,144.45,18.02,"全国社保基金四零六组合
中国建设银行股份有限公司-嘉实新消费股票型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-嘉实泰和混合型证券投资基金
中国建设银行股份有限公司-华宝服务优选混合型证券投资基金
中国农业银行股份有限公司-大成积极成长混合型证券投资基金
中国银行-嘉实服务增值行业证券投资基金
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国银行-嘉实增长开放式证券投资基金
中国银行-大成财富管理2020生命周期证券投资基金"
30,000009.SZ,中国宝安,综合类,7.04,17.59,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
31,300088.SZ,长信科技,元器件,11.92,17.43,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
鹏华资产管理-浦发银行-鹏华资产大拇指泰然1号资产管理计划
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
32,603308.SH,应流股份,专用机械,16.4,17.36,"安徽省铁路发展基金股份有限公司
全国社保基金一零八组合
溪牛投资管理(北京)有限公司-溪牛长期回报私募证券投资基金
安徽省铁路发展基金股份有限公司
全国社保基金一零八组合
溪牛投资管理(北京)有限公司-溪牛长期回报私募证券投资基金"
33,300773.SZ,拉卡拉,软件服务,79.57,16.87,"中国银行股份有限公司-华宝动力组合混合型证券投资基金
中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金"
34,603688.SH,石英股份,矿物制品,21.75,16.72,"中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
上海趣时资产管理有限公司-趣时分红增长1号证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-中银稳健双利债券型证券投资基金"
35,002343.SZ,慈文传媒,影视音像,13.49,16.07,"中山证券-招商银行-中山证券启晨1号集合资产管理计划
全国社保基金四一三组合
中央汇金资产管理有限责任公司
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
交通银行股份有限公司-泰达宏利价值优化型成长类行业混合型证券投资基金"
36,000021.SZ,深科技,IT设备,14.84,15.76,"深圳市和沣资产管理有限公司-和沣融慧私募基金
平安银行股份有限公司-中证800交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
重庆国际信托股份有限公司-重庆信托-麒麟投资1号集合资金信托计划"
37,300173.SZ,智慧松德,轻工机械,7.79,15.71,"中央汇金资产管理有限责任公司
广州佑昌融资产管理有限公司"
38,002530.SZ,金财互联,软件服务,13.6,15.52,"全国社保基金一零二组合
香港中央结算有限公司(陆股通)"
39,300551.SZ,古鳌科技,专用机械,26.04,15.19,上海鼎锋久成股权投资基金合伙企业(有限合伙)
40,000810.SZ,创维数字,家用电器,14.03,15.1,
41,300303.SZ,聚飞光电,半导体,6.42,14.15,"交通银行股份有限公司-长信量化先锋混合型证券投资基金
汇添富基金管理股份有限公司-社保基金一五零二组合"
42,603035.SH,常熟汽饰,汽车配件,15.0,13.99,深圳菁英时代资本管理有限公司-菁英时代常盈1号私募基金
43,300465.SZ,高伟达,软件服务,11.22,13.75,"中央汇金资产管理有限责任公司
桐乡琛宝投资管理有限公司-琛宝创玺四号私募证券投资基金"
44,300081.SZ,恒信东方,文教休闲,11.39,13.6,金鹰基金-工商银行-万向信托-万向信托-星辰50号事务管理类单一资金信托
45,002174.SZ,游族网络,互联网,27.43,13.34,
46,002078.SZ,太阳纸业,造纸,10.12,12.5,"中国农业银行股份有限公司-中邮核心成长混合型证券投资基金
中信证券-中信银行-中信证券卓越成长股票集合资产管理计划
全国社保基金一一八组合
全国社保基金一零二组合
全国社保基金一零八组合
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金
全国社保基金四一八组合
齐鲁证券资管-民生银行-齐鲁民生2号集合资产管理计划"
47,603990.SH,麦迪科技,软件服务,38.33,12.3,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
北京睿策投资管理有限公司-睿策多策略一期私募基金
北京睿策投资管理有限公司-睿策专户二号私募基金"
48,002605.SZ,姚记科技,文教休闲,22.74,11.86,全国社保基金六零四组合
49,600654.SH,*ST中安,软件服务,2.21,10.5,"国金证券-浦发银行-国金中安消增持1号集合资产管理计划
云南国际信托有限公司-聚利11号单一资金信托"
50,000971.SZ,*ST高升,互联网,3.35,10.21,"深圳前海美邦现代农业股权投资基金管理有限公司-美邦现代高科私募证券投资基金
深圳前海美邦现代农业股权投资基金管理有限公司-美邦现代稳享一号私募投资基金"
51,000673.SZ,当代东方,影视音像,5.7,10.06,"南方资本-宁波银行-当代东方定向增发专项资产管理计划
中国金谷国际信托有限责任公司-金谷·信惠94号证券投资集合资金信托计划
中国金谷国际信托有限责任公司-金谷·信惠64号证券投资集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华昇85号集合资金信托计划"
52,600876.SH,洛阳玻璃,玻璃,15.68,10.03,香港中央结算有限公司(陆股通)
53,002156.SZ,通富微电,半导体,19.51,10.03,"国家集成电路产业投资基金股份有限公司
南通招商江海产业发展基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
全国社保基金一一四组合"
54,002261.SZ,拓维信息,互联网,9.26,10.02,华泰证券资管-宁波银行-华泰紫金定增3号集合资产管理计划
55,300643.SZ,万通智控,汽车配件,22.96,10.02,
56,603133.SH,碳元科技,元器件,27.2,10.02,"浙江九章资产管理有限公司-九章幻方青溪1号私募基金
福弘(常州)股权投资基金合伙企业(有限合伙)"
57,000636.SZ,风华高科,元器件,17.28,10.01,"工银瑞信核心价值混合型证券投资基金
中证500交易型开放式指数证券投资基金
中信信托有限责任公司-中信信托锐进52期泓澄投资集合资金信托计划"
58,603208.SH,江山欧派,家居用品,55.96,10.01,"交通银行股份有限公司-农银汇理行业成长混合型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金
中国农业银行股份有限公司-汇添富逆向投资混合型证券投资基金
紫金信托有限责任公司
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金
中国工商银行-融通蓝筹成长证券投资基金
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)"
59,603613.SH,国联股份,互联网,79.6,10.0,"中国农业银行股份有限公司-中邮信息产业灵活配置混合型证券投资基金
全国社保基金六零四组合
中国工商银行股份有限公司-汇添富科技创新灵活配置混合型证券投资基金"
60,300785.SZ,值得买,互联网,154.36,10.0,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
全国社保基金六零二组合
中国建设银行股份有限公司-融通互联网传媒灵活配置混合型证券投资基金"
61,603129.SH,春风动力,摩托车,48.8,10.0,"招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-富国科技创新灵活配置混合型证券投资基金
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金
中国工商银行-融通蓝筹成长证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金"
62,002351.SZ,漫步者,IT设备,23.6,10.0,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-融通通乾研究精选灵活配置混合型证券投资基金
融通新蓝筹证券投资基金"
63,002791.SZ,坚朗五金,其他建材,35.3,10.0,全国社保基金四一三组合
64,300113.SZ,顺网科技,互联网,29.95,10.0,"兴业国际信托有限公司-兴业信托·顺网科技1号员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-宝盈科技30灵活配置混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金"
65,300348.SZ,长亮科技,软件服务,22.92,9.99,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-嘉实前沿科技沪港深股票型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金"
66,603305.SH,旭升股份,汽车配件,38.43,9.99,"中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合"
67,002624.SZ,完美世界,影视音像,48.9,9.99,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
全国社保基金一零八组合
香港中央结算有限公司(陆股通)"
68,601689.SH,拓普集团,汽车配件,20.26,9.99,"中信证券-青岛国信发展资产管理有限公司-中信证券久实价值2号单一资产管理计划
全国社保基金一一三组合
北信瑞丰基金-平安银行-长安国际信托-长安信托-定增长信汇智集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金四一八组合
全国社保基金四一三组合"
69,300460.SZ,惠伦晶体,元器件,17.6,9.98,中央汇金资产管理有限责任公司
70,603879.SH,永悦科技,化工原料,12.79,9.97,
71,002181.SZ,粤传媒,出版业,6.39,9.96,
72,002460.SZ,赣锋锂业,小金属,40.0,9.95,"中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金"
73,601636.SH,旗滨集团,玻璃,5.6,9.82,"香港中央结算有限公司(陆股通)
基本养老保险基金一零零三组合
招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
紫金信托有限责任公司
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)"
74,300639.SZ,凯普生物,医疗保健,27.02,9.02,"武汉比邻之家股权投资基金管理中心(有限合伙)
上海盛宇股权投资中心(有限合伙)-盛宇21号私募证券投资基金
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合
建信基金-建设银行-中国人寿-中国人寿委托建信基金公司股票型组合
中国工商银行股份有限公司-南方大数据100指数证券投资基金"
75,300397.SZ,天和防务,通信设备,34.15,9.0,
76,002890.SZ,弘宇股份,农用机械,27.95,8.91,
77,601808.SH,中海油服,石油开采,21.01,8.86,"中国农业银行股份有限公司-景顺长城沪深300指数增强型证券投资基金
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国建设银行股份有限公司-南方品质优选灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托"
78,002850.SZ,科达利,机械基件,49.11,8.34,"中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
中国农业银行股份有限公司-华夏复兴混合型证券投资基金"
79,002555.SZ,三七互娱,互联网,28.51,8.06,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
汇添富基金-宁波银行-珠海融玺股权投资合伙企业(有限合伙)
汇添富基金-宁波银行-汇添富-顺荣三七定增计划2号资产管理计划
汇添富基金-宁波银行-汇添富-顺荣三七定增计划1号资产管理计划"
80,002409.SZ,雅克科技,化工原料,24.96,7.89,"华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)
农银无锡股权投资基金企业(有限合伙)"
81,002705.SZ,新宝股份,家用电器,18.87,7.88,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
全国社保基金四零四组合
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中央汇金资产管理有限责任公司
基本养老保险基金一二零三组合
中国银行股份有限公司-华夏经济转型股票型证券投资基金
香港中央结算有限公司(陆股通)"
82,300035.SZ,中科电气,电气设备,8.64,7.87,
83,002192.SZ,融捷股份,专用机械,25.75,7.71,
84,002048.SZ,宁波华翔,汽车配件,16.8,7.49,"中央汇金资产管理有限责任公司
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
香港中央结算有限公司(陆股通)"
85,300315.SZ,掌趣科技,互联网,6.46,7.46,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
基本养老保险基金一二零六组合"
86,601066.SH,中信建投,证券,30.91,7.43,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
四川信托有限公司-四川信托-价值成长2号证券投资单一资金信托
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
87,600136.SH,当代明诚,影视音像,13.85,7.24,"全国社保基金一零二组合
全国社保基金一零二组合
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)"
88,300433.SZ,蓝思科技,元器件,15.85,7.24,"香港蓝思-中信证券-19蓝思EB担保及信托财产专户
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
华润深国投信托有限公司-锐进2期展博投资集合资金信托计划
中央汇金资产管理有限责任公司"
89,603986.SH,兆易创新,半导体,226.0,7.15,"国家集成电路产业投资基金股份有限公司
陕西省国际信托股份有限公司-陕国投·财富28号单一资金信托
香港中央结算有限公司(陆股通)
全国社保基金四零一组合
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金"
90,000676.SZ,智度股份,互联网,9.98,6.97,香港中央结算有限公司(陆股通)
