,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK_INDEX,COL_LOCAL_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,603077.SH,603077,和邦生物,化工原料,1.49,1.0,1.0,131.59,"西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资78号集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
建信基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资75号集合资金信托计划
西部利得基金-兴业银行-华鑫国际信托-华鑫信托·慧智投资77号集合资金信托计划",5.0
1,600157.SH,600157,永泰能源,火力发电,1.53,1.0,1.0,190.11,"陕西省国际信托股份有限公司-陕国投·唐兴8号证券投资集合资金信托计划
泰达宏利基金-工商银行-泰达宏利新毅3号资产管理计划",2.0
2,600777.SH,600777,新潮能源,石油开采,2.03,1.0,1.0,82.24,"大业信托有限责任公司-大业信托·聚鑫26号(骏祥-新潮能源)集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
大业信托有限责任公司-大业信托·聚鑫25号(启坤-新潮能源)集合资金信托计划",3.0
3,002031.SZ,002031,巨轮智能,汽车配件,2.12,1.0,1.0,40.04,中央汇金资产管理有限责任公司,1.0
4,300217.SZ,300217,东方电热,电器仪表,2.96,0.0,1.0,26.02,中央汇金资产管理有限责任公司,1.0
5,300370.SZ,300370,安控科技,电器仪表,3.12,1.0,2.0,22.54,,0.0
6,600166.SH,600166,福田汽车,汽车整车,3.13,0.0,2.0,205.8,中央汇金资产管理有限责任公司,1.0
7,000692.SZ,000692,惠天热电,供气供热,3.15,1.0,1.0,16.78,,0.0
8,000558.SZ,000558,莱茵体育,文教休闲,3.2,0.0,1.0,41.23,,0.0
9,601010.SH,601010,文峰股份,超市连锁,3.47,2.0,1.0,64.13,中央汇金资产管理有限责任公司,1.0
10,600960.SH,600960,渤海汽车,汽车配件,3.82,1.0,1.0,36.31,"北京忠诚志业资本管理有限公司-旗鱼资本专项1期私募基金
北京东海中矿投资管理有限公司-东海中矿2号私募投资基金",2.0
11,600537.SH,600537,亿晶光电,半导体,3.84,0.0,1.0,45.17,中央汇金资产管理有限责任公司,1.0
12,600108.SH,600108,亚盛集团,农业综合,3.92,1.0,1.0,76.32,中央汇金资产管理有限责任公司,1.0
13,000850.SZ,000850,华茂股份,纺织,4.1,1.0,1.0,38.68,"深圳抱朴容易资产管理有限公司-抱朴容易1号私募证券投资基金
天津泰达股权投资基金管理有限公司",2.0
14,300444.SZ,300444,双杰电气,电气设备,4.39,1.0,1.0,14.0,,0.0
15,600939.SH,600939,重庆建工,建筑工程,4.46,1.0,1.0,80.93,"中国华融资产管理股份有限公司
重庆鑫根股权投资基金管理中心(有限合伙)
重庆市江北嘴中央商务区投资集团有限公司
上海浦东发展银行股份有限公司-景顺长城中证500行业中性低波动指数型证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
16,300157.SZ,300157,恒泰艾普,石油开采,4.5,0.0,1.0,31.82,,0.0
17,600237.SH,600237,铜峰电子,元器件,4.58,0.0,1.0,25.85,,0.0
18,300350.SZ,300350,华鹏飞,仓储物流,4.77,0.0,1.0,14.68,"珠海安赐互联柒号股权投资基金企业(有限合伙)
珠海安赐互联捌号股权投资基金企业(有限合伙)",2.0
19,600722.SH,600722,金牛化工,化工原料,4.86,0.0,1.0,33.06,,0.0
20,002108.SZ,002108,沧州明珠,塑料,5.04,0.0,3.0,71.46,"云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金",3.0
21,600078.SH,600078,澄星股份,化工原料,5.05,1.0,1.0,33.46,,0.0
22,300228.SZ,300228,富瑞特装,化工机械,5.13,2.0,1.0,21.55,广东粤财信托有限公司-粤财信托·粤中3号集合资金信托计划,1.0
23,002442.SZ,002442,龙星化工,化工原料,5.14,1.0,1.0,24.65,"渤海国际信托股份有限公司-冀兴三号单一资金信托
中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
鹏华资产-浦发银行-鹏华资产金润25号资产管理计划
中央汇金资产管理有限责任公司",4.0
24,002506.SZ,002506,协鑫集成,电气设备,5.16,1.0,2.0,261.82,"长城(德阳)超日项目基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
天津融境股权投资基金中心(有限合伙)",3.0
25,600313.SH,600313,农发种业,种植业,5.25,0.0,1.0,53.52,现代种业发展基金有限公司,1.0
26,000973.SZ,000973,佛塑科技,塑料,5.4,2.0,1.0,52.24,中央汇金资产管理有限责任公司,1.0
27,300057.SZ,300057,万顺新材,广告包装,5.86,0.0,1.0,29.2,,0.0
28,300189.SZ,300189,神农科技,种植业,5.93,0.0,2.0,57.11,湖南省财信产业基金管理有限公司,1.0
29,000597.SZ,000597,东北制药,化学制药,5.98,1.0,1.0,74.73,"中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)",2.0
30,000886.SZ,000886,海南高速,路桥,6.25,1.0,2.0,60.75,华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划,1.0
31,300312.SZ,300312,邦讯技术,通信设备,6.26,0.0,2.0,12.61,基本养老保险基金一三零一组合,1.0
32,000523.SZ,000523,广州浪奇,日用化工,6.28,1.0,1.0,39.37,,0.0
33,002448.SZ,002448,中原内配,汽车配件,6.38,2.0,1.0,30.43,,0.0
34,300278.SZ,300278,华昌达,专用机械,6.4,0.0,3.0,19.32,"厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托
陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划",2.0
35,601086.SH,601086,国芳集团,百货,6.84,1.0,2.0,11.35,,0.0
36,002659.SZ,002659,凯文教育,文教休闲,6.99,0.0,1.0,34.85,"上海通怡投资管理有限公司-通怡金陵1号私募基金
华轩(上海)股权投资基金有限公司",2.0
37,603009.SH,603009,北特科技,汽车配件,7.09,1.0,1.0,23.26,"富诚海富资管-海通证券-证券行业支持民企发展系列之富诚海富通海富五号集合资产管理计划
海通期货-文登市森鹿制革有限公司-支持民企发展系列之海通期货6号单一资产管理计划",2.0
38,600151.SH,600151,航天机电,汽车配件,7.36,3.0,1.0,105.56,"中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",3.0
39,002748.SZ,002748,世龙实业,化工原料,7.79,1.0,1.0,18.7,中央汇金资产管理有限责任公司,1.0
40,000626.SZ,000626,远大控股,商贸代理,8.03,0.0,1.0,37.25,,0.0
41,601611.SH,601611,中国核建,建筑工程,8.57,1.0,1.0,224.96,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国信达资产管理股份有限公司
交通银行股份有限公司-广发中证基建工程指数型发起式证券投资基金",3.0
42,002288.SZ,002288,超华科技,元器件,8.6,0.0,1.0,68.83,天风天成资管-招商证券-天风天成科瑞集合资产管理计划,1.0
43,002451.SZ,002451,摩恩电气,电气设备,8.64,0.0,1.0,36.57,上海丰煜投资有限公司-丰煜稳盈7号私募投资基金,1.0
44,002585.SZ,002585,双星新材,塑料,9.03,0.0,1.0,79.45,"鹏华基金-招商银行-中山证券有限责任公司
中央汇金资产管理有限责任公司
皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金",3.0
45,300509.SZ,300509,新美星,专用机械,9.1,1.0,1.0,15.16,深圳赞道资本管理有限公司-赞道杰出成长6号私募证券投资基金,1.0
46,600510.SH,600510,黑牡丹,全国地产,9.3,1.0,1.0,97.38,中央汇金资产管理有限责任公司,1.0
47,002651.SZ,002651,利君股份,专用机械,9.41,1.0,1.0,49.6,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),1.0
48,000505.SZ,000505,京粮控股,食品,9.44,1.0,1.0,38.34,"招商基金-国新投资有限公司-招商基金-国新1号单一资产管理计划
鑫牛润瀛(天津)股权投资基金管理有限公司-鑫牛润瀛(天津)股权投资基金合伙企业(有限合伙)",2.0
49,603085.SH,603085,天成自控,汽车配件,9.54,1.0,1.0,27.76,,0.0
