,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,000760.SZ,000760,斯太尔,汽车配件,10.53,10.1408,3.91
1,600794.SH,600794,保税科技,仓储物流,5.04,10.0548,6.02
2,300397.SZ,300397,天和防务,通信设备,9.24,10.0123,26.81
3,002783.SZ,002783,凯龙股份,化工原料,12.23,10.0,19.03
4,600775.SH,600775,南京熊猫,通信设备,8.14,9.9931,15.96
5,601678.SH,601678,滨化股份,化工原料,6.3,9.9747,8.71
6,001696.SZ,001696,宗申动力,摩托车,4.76,9.964,9.16
7,000625.SZ,000625,长安汽车,汽车整车,-3.87,9.9042,10.32
8,300351.SZ,300351,永贵电器,元器件,5.35,8.4772,13.82
9,000043.SZ,000043,中航善达,房产服务,1.5,8.0732,10.04
10,300593.SZ,300593,新雷能,电气设备,3.3,6.5012,21.46
11,603698.SH,603698,航天工程,专用机械,1.61,6.1981,21.76
12,300447.SZ,300447,全信股份,电气设备,4.9,6.0997,12.35
13,300019.SZ,300019,硅宝科技,化工原料,2.12,5.9756,8.69
14,000727.SZ,000727,华东科技,元器件,5.43,5.6818,2.79
15,000050.SZ,000050,深天马A,元器件,6.8,5.6151,16.74
16,600178.SH,600178,东安动力,汽车配件,3.66,5.4711,6.94
17,300527.SZ,300527,中国应急,专用机械,-8.13,5.4305,15.92
18,601126.SH,601126,四方股份,电气设备,3.78,5.1913,7.7
19,600877.SH,600877,*ST嘉陵,摩托车,4.39,5.0272,7.73
20,300008.SZ,300008,天海防务,船舶,-5.29,4.7059,4.45
21,600815.SH,600815,厦工股份,工程机械,5.59,4.6448,3.83
22,300345.SZ,300345,红宇新材,钢加工,2.53,4.4218,6.14
23,600480.SH,600480,凌云股份,汽车配件,-2.83,3.7885,11.78
24,603131.SH,603131,上海沪工,专用机械,2.71,3.7743,28.32
25,002510.SZ,002510,天汽模,汽车配件,1.75,3.619,5.44
26,300627.SZ,300627,华测导航,通信设备,1.57,3.4188,24.2
27,002535.SZ,002535,林州重机,工程机械,3.65,3.3557,4.62
28,002692.SZ,002692,远程股份,电气设备,-4.44,3.3264,4.97
29,000550.SZ,000550,江铃汽车,汽车整车,-8.65,3.1972,29.05
30,600148.SH,600148,长春一东,汽车配件,0.78,3.1508,21.28
31,600150.SH,600150,中国船舶,船舶,-4.48,2.8298,26.89
32,600550.SH,600550,保变电气,电气设备,-5.28,2.8056,5.13
33,000595.SZ,000595,宝塔实业,机械基件,-1.79,2.6316,3.9
34,601606.SH,601606,长城军工,专用机械,3.5,2.6239,17.6
35,000687.SZ,000687,华讯方舟,通信设备,5.52,2.4636,9.15
36,002552.SZ,002552,宝鼎科技,机械基件,3.24,2.4444,9.22
37,000534.SZ,000534,万泽股份,区域地产,-0.91,2.3474,10.9
38,600072.SH,600072,中船科技,船舶,-4.58,2.2086,16.66
39,600973.SH,600973,宝胜股份,电气设备,-1.72,2.2075,4.63
40,300185.SZ,300185,通裕重工,工程机械,3.56,2.1834,2.34
41,300099.SZ,300099,精准信息,电器仪表,-3.46,2.1782,10.32
42,600482.SH,600482,中国动力,电气设备,2.38,2.1707,27.3
43,600416.SH,600416,湘电股份,电气设备,4.0,2.1622,7.56
44,300711.SZ,300711,广哈通信,通信设备,8.74,2.16,25.54
45,300067.SZ,300067,安诺其,染料涂料,-1.89,2.0921,7.32
46,002189.SZ,002189,利达光电,元器件,-5.65,2.0777,26.53
47,000026.SZ,000026,飞亚达A,其他商业,2.51,2.0225,9.08
48,002108.SZ,002108,沧州明珠,塑料,3.32,1.9157,5.32
49,300227.SZ,300227,光韵达,元器件,-2.45,1.8899,12.4
50,300581.SZ,300581,晨曦航空,航空,-1.09,1.875,16.3
51,002190.SZ,002190,*ST集成,汽车配件,-1.5,1.8614,19.7
52,002777.SZ,002777,久远银海,软件服务,-1.77,1.8344,37.75
53,600707.SH,600707,彩虹股份,元器件,-2.16,1.7405,6.43
54,300201.SZ,300201,海伦哲,专用机械,-1.61,1.6514,5.54
55,002300.SZ,002300,太阳电缆,电气设备,-3.23,1.6393,8.68
56,000697.SZ,000697,炼石航空,航空,-1.24,1.5108,14.11
57,002297.SZ,002297,博云新材,矿物制品,1.52,1.4706,8.28
58,300353.SZ,300353,东土科技,通信设备,2.2,1.396,13.8
59,000768.SZ,000768,中航飞机,航空,2.6,1.3953,17.44
60,300427.SZ,300427,红相股份,电气设备,1.04,1.3663,15.58
61,600495.SH,600495,晋西车轴,运输设备,2.23,1.3514,6.0
62,000070.SZ,000070,特发信息,通信设备,5.81,1.3258,16.05
63,300722.SZ,300722,新余国科,专用机械,2.26,1.3158,38.5
64,600558.SH,600558,大西洋,钢加工,-1.53,1.1287,4.48
65,002342.SZ,002342,巨力索具,机械基件,-0.97,1.0941,4.62
66,600764.SH,600764,中国海防,通信设备,-1.93,1.0742,31.99
67,601177.SH,601177,杭齿前进,机械基件,-1.02,1.0629,11.41
68,300123.SZ,300123,亚光科技,船舶,2.13,1.0324,13.7
69,002664.SZ,002664,长鹰信质,汽车配件,-4.98,1.0159,15.91
70,603129.SH,603129,春风动力,摩托车,-0.85,1.0004,23.22
71,600765.SH,600765,中航重机,机械基件,1.26,0.9874,11.25
72,600118.SH,600118,中国卫星,航空,3.13,0.9823,25.7
73,300215.SZ,300215,电科院,电气设备,-0.86,0.9804,7.21
74,300474.SZ,300474,景嘉微,元器件,-9.87,0.9136,43.08
75,002765.SZ,002765,蓝黛传动,汽车配件,-1.89,0.9067,7.79
76,000519.SZ,000519,中兵红箭,矿物制品,2.51,0.8969,9.0
77,600172.SH,600172,黄河旋风,矿物制品,-2.1,0.8753,4.61
78,002497.SZ,002497,雅化集团,化工原料,-2.05,0.8631,8.18
79,300629.SZ,300629,新劲刚,矿物制品,1.33,0.8445,20.3
80,600372.SH,600372,中航电子,航空,2.17,0.8323,16.96
81,600839.SH,600839,四川长虹,家用电器,-0.94,0.831,3.64
82,002214.SZ,002214,大立科技,电器仪表,2.24,0.8121,8.69
83,002405.SZ,002405,四维图新,软件服务,3.61,0.8017,27.66
84,002414.SZ,002414,高德红外,电器仪表,-1.75,0.7778,27.21
85,300114.SZ,300114,中航电测,元器件,3.23,0.7663,10.52
86,600592.SH,600592,龙溪股份,机械基件,-1.72,0.7326,11.0
87,600685.SH,600685,中船防务,船舶,-4.08,0.6583,18.35
88,600391.SH,600391,航发科技,航空,-1.21,0.6311,17.54
89,002352.SZ,002352,顺丰控股,仓储物流,-0.85,0.6277,35.27
90,002361.SZ,002361,神剑股份,化工原料,-0.77,0.6186,4.88
91,000806.SZ,000806,ST银河,生物制药,-2.62,0.6186,4.88
92,600151.SH,600151,航天机电,半导体,-1.49,0.607,6.63
93,600565.SH,600565,迪马股份,全国地产,4.3,0.5952,5.07
94,002669.SZ,002669,康达新材,化工原料,4.09,0.5413,14.86
95,600698.SH,600698,*ST天雁,汽车配件,-2.96,0.5319,3.78
96,300414.SZ,300414,中光防雷,元器件,3.0,0.5114,25.55
97,002829.SZ,002829,星网宇达,通信设备,1.67,0.5074,23.77
98,600038.SH,600038,中直股份,航空,-0.75,0.4769,46.35
99,002560.SZ,002560,通达股份,电气设备,1.46,0.4688,6.43
100,601989.SH,601989,中国重工,船舶,1.17,0.4644,6.49
101,002383.SZ,002383,合众思壮,通信设备,0.8,0.431,13.98
102,600614.SH,600614,鹏起科技,综合类,-1.83,0.4225,7.13
103,600171.SH,600171,上海贝岭,半导体,3.6,0.4213,14.3
104,002519.SZ,002519,银河电子,通信设备,-3.19,0.4167,4.82
105,000059.SZ,000059,华锦股份,石油加工,-1.48,0.3995,7.54
106,000032.SZ,000032,深桑达A,元器件,1.08,0.3968,10.12
107,603678.SH,603678,火炬电子,元器件,-1.35,0.3899,20.6
108,002013.SZ,002013,中航机电,航空,-2.38,0.3699,8.14
109,300726.SZ,300726,宏达电子,元器件,1.5,0.3687,21.78
110,002520.SZ,002520,日发精机,机床制造,-1.42,0.3517,8.56
111,300455.SZ,300455,康拓红外,运输设备,2.28,0.3378,8.91
112,000738.SZ,000738,航发控制,航空,-1.03,0.3224,15.56
113,300159.SZ,300159,新研股份,农用机械,-1.26,0.321,6.25
114,002268.SZ,002268,卫士通,软件服务,-1.26,0.3147,31.88
115,000576.SZ,000576,广东甘化,造纸,4.49,0.2538,11.85
116,300719.SZ,300719,安达维尔,航空,-1.1,0.2433,12.36
117,000670.SZ,000670,ST盈方,元器件,-4.1,0.2283,4.39
118,600562.SH,600562,国睿科技,通信设备,-0.96,0.2231,17.97
119,300065.SZ,300065,海兰信,软件服务,1.62,0.2222,18.04
120,600463.SH,600463,空港股份,园区开发,-0.86,0.2119,9.46
