,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,300278.SZ,华昌达,专用机械,9.8985,4.33,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托"
1,600418.SH,江淮汽车,汽车整车,9.98,11.02,"安徽省铁路发展基金股份有限公司
申万菱信基金-招商银行-华润深国投信托-华润信托·博荟13号集合资金信托计划
华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划"
2,000936.SZ,华西股份,化纤,9.9817,12.01,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金"
3,600723.SH,首商股份,百货,9.9855,7.6,"基本养老保险基金八零五组合
中国工商银行股份有限公司-广发睿阳三年定期开放混合型证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
4,603787.SH,新日股份,摩托车,9.986,15.75,
5,002576.SZ,通达动力,电气设备,9.9901,11.12,
6,000011.SZ,深物业A,区域地产,9.9924,14.42,"中国东方资产管理股份有限公司
兴业证券股份有限公司-博道久航混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
7,300829.SZ,金丹科技,食品,10.0015,74.24,
8,300485.SZ,赛升药业,生物制药,10.005,21.99,
9,002338.SZ,奥普光电,电器仪表,10.0102,32.31,中央汇金资产管理有限责任公司
10,300246.SZ,宝莱特,医疗保健,10.012,27.58,"中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划"
11,601777.SH,力帆股份,摩托车,10.0897,4.91,
