,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
1,000908.SZ,景峰医药,化学制药,9.9291,6.2,47.21,
3,603991.SH,至正股份,塑料,9.9961,28.06,40.03,
5,600527.SH,江南高纤,化纤,9.8802,3.67,39.85,
16,300658.SZ,延江股份,纺织,10.0158,34.82,30.02,
22,603867.SH,新化股份,化工原料,9.9871,34.03,26.93,
23,002329.SZ,皇氏集团,乳制品,10.0167,6.59,26.68,
35,300453.SZ,三鑫医疗,医疗保健,9.6725,14.4,22.18,中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托
40,000663.SZ,永安林业,林业,10.0427,5.15,20.16,
43,002178.SZ,延华智能,建筑工程,10.0642,5.14,20.11,
44,000678.SZ,襄阳轴承,机械基件,10.0787,6.99,20.1,
46,300201.SZ,海伦哲,专用机械,10.0817,4.04,20.08,
52,002825.SZ,纳尔股份,化工原料,10.0332,16.56,20.03,
56,000949.SZ,新乡化纤,化纤,10.1333,4.13,20.02,中原资产管理有限公司
59,300049.SZ,福瑞股份,医疗保健,10.0116,9.45,20.0,
61,002603.SZ,以岭药业,中成药,10.0077,28.47,20.0,
62,600829.SH,人民同泰,医药商业,9.9751,8.82,19.99,
64,600126.SH,杭钢股份,普钢,9.9747,8.71,19.97,上海浦东发展银行股份有限公司-中证长三角一体化发展主题交易型开放式指数证券投资基金
66,300452.SZ,山河药辅,化学制药,9.979,20.94,19.97,
67,000420.SZ,吉林化纤,化纤,9.8712,2.56,19.96,财通基金-上海银行-王锋
103,002395.SZ,双象股份,塑料,10.0088,24.95,16.12,
104,300391.SZ,康跃科技,机械基件,9.9906,11.67,16.05,
105,002931.SZ,锋龙股份,汽车配件,9.988,27.42,16.03,
107,300334.SZ,津膜科技,专用机械,10.0396,8.33,15.89,
112,600222.SH,太龙药业,中成药,9.1803,6.66,15.56,
114,002391.SZ,长青股份,农药化肥,9.9885,9.58,15.5,
172,002076.SZ,雪莱特,家用电器,10.2041,2.7,10.2,
173,600249.SH,两面针,日用化工,10.1235,4.46,10.12,
178,000680.SZ,山推股份,工程机械,10.0917,3.6,10.09,中央汇金资产管理有限责任公司
184,002676.SZ,顺威股份,塑料,10.084,3.93,10.08,
194,300402.SZ,宝色股份,专用机械,10.0565,9.74,10.06,
198,603003.SH,龙宇燃油,石油贸易,10.0559,7.88,10.06,"九泰基金-中信证券-陆家嘴信托-陆家嘴信托-鸿泰5号集合资金信托计划
平安大华基金-平安银行-北京恒宇天泽投资管理有限公司"
199,600561.SH,江西长运,公共交通,10.0604,5.47,10.06,
228,002886.SZ,沃特股份,塑料,10.0188,29.21,10.02,
233,300478.SZ,杭州高新,橡胶,10.0231,14.27,10.02,
245,603982.SH,泉峰汽车,汽车配件,10.0131,16.81,10.01,
250,300586.SZ,美联新材,化工原料,10.0114,19.34,10.01,
255,002221.SZ,东华能源,石油贸易,10.0119,9.23,10.01,
256,300233.SZ,金城医药,化学制药,10.0093,23.74,10.01,
257,000525.SZ,红太阳,农药化肥,10.0112,9.78,10.01,
267,002900.SZ,哈三联,化学制药,10.0,12.76,10.0,
274,300644.SZ,南京聚隆,塑料,10.0,34.1,10.0,南京高达梧桐创业投资基金(有限合伙)
304,000819.SZ,岳阳兴长,石油加工,9.9751,8.82,9.98,
307,603601.SH,再升科技,玻璃,9.981,11.57,9.98,
313,002087.SZ,新野纺织,纺织,9.9757,4.52,9.98,
318,000955.SZ,欣龙控股,纺织,9.966,9.71,9.97,
322,603789.SH,星光农机,农用机械,9.9693,14.34,9.97,
340,000698.SZ,沈阳化工,化工原料,9.915,3.88,9.91,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
344,600381.SH,青海春天,医疗保健,9.9138,5.1,9.91,
348,002204.SZ,大连重工,专用机械,9.8976,3.22,9.9,
349,600400.SH,红豆股份,服饰,9.887,3.89,9.89,
352,600246.SH,万通地产,区域地产,9.8551,7.58,9.86,"上海富诚海富通资产-宁波银行-富诚海富通福瑞通达1号专项资产管理计划
华宝信托有限责任公司-华宝信托-万通地产员工持股一期集合资金信托"
356,000553.SZ,安道麦A,农药化肥,9.8039,10.64,9.8,
357,603311.SH,金海环境,专用机械,9.4523,12.39,9.45,
358,603879.SH,永悦科技,化工原料,9.422,18.93,9.42,
