,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,600488.SH,600488,天药股份,化学制药,True,5.19,True,False,"中央汇金资产管理有限责任公司
广州德福投资咨询合伙企业(有限合伙)-广州德福股权投资基金合伙企业(有限合伙)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
1,300261.SZ,300261,雅本化学,农药化肥,True,5.29,True,False,"金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司
金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托
金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托
华商基金-浙商银行-上海爱建信托-爱建信托欣欣14号定向增发事务管理类单一资金信托
中央汇金资产管理有限责任公司"
2,002198.SZ,002198,嘉应制药,中成药,True,5.54,True,False,深圳市老虎汇资产管理有限公司
3,600572.SH,600572,康恩贝,中成药,True,5.8,True,True,"渤海国际信托股份有限公司-渤海信托·恒利丰253号集合资金信托计划
香港中央结算有限公司(陆股通)
金元顺安基金-杭州银行-华润信托-华润信托·汇祥增利53号单一资金信托
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
4,300255.SZ,300255,常山药业,生物制药,True,5.99,True,False,"珠海保联资产管理有限公司
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
5,300289.SZ,300289,利德曼,生物制药,True,6.28,True,False,"成都力鼎银科股权投资基金中心(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金"
6,000813.SZ,000813,德展健康,化学制药,True,6.36,True,True,"北京凯世富乐资产管理股份有限公司-凯世富乐稳健9号私募证券投资基金
北京凯世富乐资产管理股份有限公司-凯世富乐稳健11号私募证券投资基金"
7,600594.SH,600594,益佰制药,中成药,True,6.6,True,True,"中央汇金资产管理有限责任公司
金元顺安基金-海通证券-渤海国际信托-渤海信托·恒利丰123号·益佰艾康一号集合资金信托计划"
8,002539.SZ,002539,云图控股,农药化肥,True,6.76,True,True,"全国社保基金六零四组合
全国社保基金四零一组合"
9,000788.SZ,000788,北大医药,化学制药,True,7.27,True,False,"中央汇金资产管理有限责任公司
北京大学教育基金会
建投中信资产管理有限责任公司"
10,000153.SZ,000153,丰原药业,化学制药,True,8.31,True,False,
