,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,300992.SZ,300992,泰福泵业,专用机械,5.41,19.35,6.51
1,300614.SZ,300614,百川畅银,环境保护,17.82,17.97,24.78
2,600032.SH,600032,浙江新能,新型电力,22.58,7.68,29.47
3,300339.SZ,300339,润和软件,软件服务,155.66,7.42,362.51
4,300581.SZ,300581,晨曦航空,航空,83.47,4.44,118.72
5,300663.SZ,300663,科蓝软件,软件服务,83.34,4.37,110.47
6,600696.SH,600696,岩石股份,区域地产,37.51,4.13,157.07
7,300608.SZ,300608,思特奇,软件服务,90.75,4.0,31.95
8,600704.SH,600704,物产中大,商贸代理,54.53,3.88,526.47
9,300077.SZ,300077,国民技术,半导体,25.78,3.86,83.23
10,000982.SZ,000982,中银绒业,纺织,72.39,3.77,119.76
11,603876.SH,603876,鼎胜新材,铝,41.26,3.73,116.99
12,300220.SZ,300220,金运激光,元器件,22.2,3.52,31.79
13,600238.SH,600238,海南椰岛,红黄酒,8.88,3.5,129.27
14,605186.SH,605186,健麾信息,医疗保健,18.7,3.48,12.15
15,002617.SZ,002617,露笑科技,电气设备,44.97,3.34,183.13
16,003032.SZ,003032,传智教育,文教休闲,46.04,3.26,13.79
17,300079.SZ,300079,数码视讯,通信设备,15.85,3.11,104.62
18,002346.SZ,002346,柘中股份,电气设备,9.76,3.02,72.77
19,300345.SZ,300345,华民股份,钢加工,60.81,2.88,27.89
20,002280.SZ,002280,联络互动,软件服务,5.69,2.87,98.11
21,002767.SZ,002767,先锋电子,电器仪表,77.1,2.87,23.5
22,300035.SZ,300035,中科电气,电气设备,25.82,2.87,121.18
23,002326.SZ,002326,永太科技,化工原料,23.79,2.86,121.69
24,300582.SZ,300582,英飞特,半导体,31.88,2.83,49.25
25,300598.SZ,300598,诚迈科技,软件服务,24.72,2.77,142.28
26,300604.SZ,300604,长川科技,专用机械,12.97,2.76,124.67
27,000009.SZ,000009,中国宝安,综合类,30.43,2.72,405.68
28,300287.SZ,300287,飞利信,软件服务,63.32,2.71,75.42
29,300831.SZ,300831,派瑞股份,元器件,20.86,2.7,30.57
30,603893.SH,603893,瑞芯微,半导体,35.4,2.65,259.63
31,605117.SH,605117,德业股份,家用电器,51.88,2.65,48.24
32,000995.SZ,000995,皇台酒业,白酒,7.18,2.63,57.5
33,300708.SZ,300708,聚灿光电,半导体,54.51,2.6,67.42
34,002881.SZ,002881,美格智能,通信设备,20.76,2.54,34.05
35,002201.SZ,002201,九鼎新材,玻璃,24.77,2.53,72.66
36,600171.SH,600171,上海贝岭,半导体,27.97,2.53,199.39
37,603777.SH,603777,来伊份,食品,38.56,2.51,63.98
38,300727.SZ,300727,润禾材料,化工原料,47.13,2.51,42.47
39,300458.SZ,300458,全志科技,元器件,26.96,2.5,186.07
40,300613.SZ,300613,富瀚微,半导体,31.26,2.48,151.24
41,300353.SZ,300353,东土科技,通信设备,49.34,2.42,42.83
42,605080.SH,605080,浙江自然,纺织,31.49,2.39,15.29
43,300184.SZ,300184,力源信息,元器件,26.96,2.39,63.59
44,300036.SZ,300036,超图软件,软件服务,21.52,2.38,94.54
45,300811.SZ,300811,铂科新材,元器件,44.86,2.38,28.46
46,300076.SZ,300076,GQY视讯,IT设备,48.21,2.37,26.92
47,002900.SZ,002900,哈三联,化学制药,26.85,2.33,58.82
48,600963.SH,600963,岳阳林纸,造纸,17.16,2.31,193.5
49,000158.SZ,000158,常山北明,软件服务,22.33,2.29,193.07
50,300046.SZ,300046,台基股份,半导体,58.84,2.29,75.59
51,002341.SZ,002341,新纶科技,化工原料,12.56,2.28,46.31
52,002679.SZ,002679,福建金森,林业,17.53,2.26,54.22
53,603650.SH,603650,彤程新材,化工原料,16.7,2.25,61.27
54,002530.SZ,002530,金财互联,软件服务,59.4,2.22,74.52
55,300671.SZ,300671,富满电子,半导体,12.32,2.2,156.42
56,300680.SZ,300680,隆盛科技,汽车配件,27.38,2.19,35.98
57,601038.SH,601038,一拖股份,农用机械,25.39,2.19,108.8
58,600096.SH,600096,云天化,农药化肥,17.79,2.17,188.38
59,000422.SZ,000422,湖北宜化,农药化肥,24.04,2.17,66.71
60,605337.SH,605337,李子园,乳制品,17.84,2.16,34.35
61,300390.SZ,300390,天华超净,元器件,5.14,2.15,171.89
62,002198.SZ,002198,嘉应制药,中成药,33.93,2.13,49.48
63,300397.SZ,300397,天和防务,通信设备,19.58,2.13,67.94
64,300069.SZ,300069,金利华电,电气设备,7.42,2.11,24.06
65,300649.SZ,300649,杭州园林,建筑工程,51.55,2.08,21.74
66,300266.SZ,300266,兴源环境,环境保护,18.4,2.08,68.76
67,300268.SZ,300268,佳沃股份,农业综合,4.89,2.07,22.68
68,002759.SZ,002759,天际股份,家用电器,14.66,2.05,129.61
69,603026.SH,603026,石大胜华,化工原料,19.84,2.04,254.16
70,300007.SZ,300007,汉威科技,电器仪表,38.03,2.03,50.51
71,002371.SZ,002371,北方华创,半导体,16.23,2.02,1156.35
72,002459.SZ,002459,晶澳科技,电气设备,35.23,2.01,279.13
73,300537.SZ,300537,广信材料,染料涂料,13.0,2.01,22.78
74,300098.SZ,300098,高新兴,通信设备,17.47,2.01,84.42
75,002547.SZ,002547,春兴精工,通信设备,7.54,2.01,38.53
76,300568.SZ,300568,星源材质,化工原料,31.96,2.01,210.99
77,300191.SZ,300191,潜能恒信,石油开采,19.06,2.0,53.14
78,000906.SZ,000906,浙商中拓,批发业,8.72,2.0,87.39
79,300319.SZ,300319,麦捷科技,元器件,28.75,2.0,75.79
80,600110.SH,600110,诺德股份,电气设备,15.85,1.99,152.83
81,300301.SZ,300301,长方集团,半导体,45.11,1.96,36.35
82,002516.SZ,002516,旷达科技,纺织,19.22,1.96,46.7
83,600753.SH,600753,东方银星,商贸代理,10.47,1.95,83.03
84,605369.SH,605369,拱东医疗,医疗保健,18.48,1.95,33.52
85,601127.SH,601127,小康股份,汽车配件,33.34,1.94,759.08
86,002585.SZ,002585,双星新材,塑料,20.88,1.93,170.15
87,002536.SZ,002536,飞龙股份,汽车配件,12.6,1.93,42.87
88,300264.SZ,300264,佳创视讯,通信设备,45.63,1.91,25.56
89,300925.SZ,300925,法本信息,软件服务,36.91,1.91,16.03
