,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
<<<<<<< HEAD
0,300884.SZ,300884,狄耐克,软件服务,74.26,1.0,21.0,21.13,,0.0
1,688160.SH,688160,步科股份,电器仪表,55.53,1.0,18.0,10.6,,0.0
2,000816.SZ,000816,智慧农业,农用机械,4.36,2.0,11.0,58.26,香港中央结算有限公司(陆股通),1.0
3,003018.SZ,003018,金富科技,塑料,17.56,2.0,8.0,11.41,,0.0
4,605007.SH,605007,五洲特纸,造纸,19.34,3.0,7.0,7.74,,0.0
5,603533.SH,603533,掌阅科技,互联网,51.6,2.0,6.0,206.92,"兴业银行股份有限公司-太平灵活配置混合型发起式证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧明睿新常态混合型证券投资基金
招商银行股份有限公司-银华创业板两年定期开放混合型证券投资基金",5.0
6,300727.SZ,300727,润禾材料,化工原料,35.42,2.0,4.0,13.79,北京泰德圣投资有限公司-泰德圣-价值1期私募证券投资基金,1.0
7,601702.SH,601702,华峰铝业,铝,8.81,2.0,4.0,21.99,中国国际金融香港资产管理有限公司-客户资金2,1.0
8,300442.SZ,300442,普丽盛,轻工机械,38.42,2.0,4.0,38.11,,0.0
9,300555.SZ,300555,路通视信,通信设备,13.2,2.0,4.0,22.96,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金,1.0
10,600189.SH,600189,吉林森工,软饮料,9.32,2.0,3.0,45.89,"吉林省吉盛资产管理有限责任公司
中国华融资产管理股份有限公司",2.0
11,002141.SZ,002141,贤丰控股,元器件,2.96,2.0,3.0,18.84,中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划,1.0
