code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
000576,广东甘化,4.36,-58.053,0.268,-4.38,0.143,
600165,新日恒力,6.85,-52.112,0.208,-2.771,0.146,
600610,*ST毅达,3.76,-50.96,0.206,2.978,0.1,
600753,东方银星,1.28,-44.767,0.257,8.74,0.058,
002143,印纪传媒,9.74,-44.322,0.167,-33.95,0.15,
600203,福日电子,3.6,-37.113,0.115,-17.048,0.084,
002840,华统股份,1.47,-36.539,0.093,-10.56,0.058,
000796,凯撒旅游,8.03,-34.227,0.16,-17.437,0.128,
002072,凯瑞德,1.69,-33.96,0.1,8.606,0.125,
600896,*ST海投,5.77,-33.688,0.126,6.572,0.063,
002515,金字火腿,8.49,-33.234,0.148,-0.857,0.031,
000584,哈工智能,6.11,-31.144,0.159,-23.095,0.158,
600209,*ST罗顿,4.39,-29.999,0.086,2.324,0.1,
002769,普路通,2.32,-25.742,0.114,-29.117,0.146,
000790,泰合健康,5.6,-25.174,0.088,-18.79,0.095,
002813,路畅科技,0.3,-23.7,0.076,-18.687,0.073,
600212,江泉实业,5.12,-23.431,0.083,-4.31,0.107,
600290,华仪电气,5.27,-22.833,0.066,-5.297,0.149,
002684,猛狮科技,3.9,-22.487,0.091,-14.005,0.094,
000802,北京文化,3.86,-22.006,0.058,-2.979,0.047,
000989,九 芝 堂,4.2,-21.265,0.069,-25.83,0.139,
002121,科陆电子,9.06,-20.836,0.06,-23.182,0.094,
002864,盘龙药业,0.45,-20.672,0.079,-15.26,0.096,
002795,永和智控,0.64,-20.624,0.067,-18.449,0.069,
002178,延华智能,7.1,-20.536,0.055,-12.222,0.078,
600800,天津磁卡,6.11,-19.26,0.042,15.551,0.085,
002903,宇环数控,0.66,-19.146,0.082,-39.637,0.158,
000022,深赤湾Ａ,4.65,-18.935,0.105,-7.469,0.057,
002927,泰永长征,0.3,-18.705,0.064,-28.751,0.086,
002866,传艺科技,0.81,-18.461,0.077,-32.014,0.108,
002691,冀凯股份,3.39,-18.157,0.054,-28.608,0.088,
600701,*ST工新,7.76,-17.964,0.08,-58.939,0.582,
600885,宏发股份,7.45,-17.883,0.053,-0.016,0.059,
002089,新 海 宜,9.8,-17.505,0.093,-15.544,0.118,
002011,盾安环境,8.41,-17.208,0.08,-15.473,0.199,
002923,润都股份,0.3,-17.174,0.064,-2.361,0.094,
002053,云南能投,3.72,-17.014,0.067,-11.703,0.043,
601330,绿色动力,1.16,-16.893,0.11,-27.875,0.11,
600293,三峡新材,5.17,-16.839,0.046,-24.721,0.099,
000408,藏格控股,4.47,-16.585,0.095,-10.117,0.055,
002930,宏川智慧,0.61,-16.532,0.064,-19.63,0.077,
002887,绿茵生态,0.51,-16.139,0.041,-24.437,0.09,
002796,世嘉科技,0.3,-16.1,0.047,33.163,0.139,
002885,京泉华,0.45,-16.077,0.071,-20.656,0.077,
002889,东方嘉盛,0.37,-16.051,0.058,-20.028,0.075,
002606,大连电瓷,4.04,-15.856,0.048,6.386,0.108,
002907,华森制药,0.59,-15.693,0.054,-33.966,0.126,
002751,易尚展示,0.87,-15.403,0.052,-30.18,0.086,
002799,环球印务,0.77,-15.297,0.062,-10.175,0.098,
002464,众应互联,2.83,-15.22,0.097,-42.626,0.12,
002826,易明医药,1.32,-15.119,0.047,-27.636,0.119,
002709,天赐材料,1.96,-15.114,0.04,-29.122,0.12,
