,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300023.SZ,宝德股份,专用机械,10.45,"油服, 页岩气, 工业自动化, 智能制造, 壳公司, 强势人气股, ",15.09亿
1,300210.SZ,森远股份,专用机械,5.85,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, 壳公司, 垃圾分类, ",23.41亿
2,300105.SZ,龙源技术,电器仪表,6.5,"电改, 央企改革, 大气治理, 环保, ",33.36亿
3,300371.SZ,汇中股份,电器仪表,15.03,"物联网, 智能仪表, 京津冀, ",16.18亿
4,002237.SZ,恒邦股份,黄金,16.59,"股权转让, 黄金, ",141.29亿
5,002848.SZ,高斯贝尔,通信设备,16.94,"5G, 被动元件, 家电, 黑色家电, ",14.84亿
6,603738.SH,泰晶科技,元器件,21.37,"被动元件, 华为产业链, ",12.56亿
7,601330.SH,绿色动力,环境保护,14.2,"固废处理, 环保, 垃圾分类, ",36.3亿
8,002591.SZ,恒大高新,化工原料,9.5,"PCB板, 回购, 腾讯概念股, 创投, 垃圾分类, ",17.71亿
9,300090.SZ,盛运环保,环境保护,2.4,"固废处理, 环保, 低价股, 股权转让, 壳公司, 垃圾分类, ",27.41亿
10,300163.SZ,先锋新材,其他建材,4.54,"互联网金融, 股权转让, 资产重组, 壳公司, ",12.81亿
11,002447.SZ,晨鑫科技,互联网,3.83,"网络安全, 区块链, 股权转让, 电竞, 游戏, 手游, ",51.73亿
12,603619.SH,中曼石油,石油开采,22.81,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",32.69亿
13,300414.SZ,中光防雷,元器件,13.75,"5G, 军工, 军民融合, 高送转-填权, 资产重组, ",41.15亿
14,300356.SZ,光一科技,电气设备,8.21,"知识产权, ",30.26亿
15,300004.SZ,南风股份,电气设备,5.02,"核电, 破净股, 3D打印, 智能制造, 壳公司, ",19.41亿
16,601388.SH,怡球资源,铝,2.43,"有色-铝, 有色金属, 低价股, ",49.22亿
17,603686.SH,龙马环卫,环境保护,20.47,"PPP, 环保, 垃圾分类, ",60.77亿
18,600150.SH,中国船舶,船舶,23.1,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, ST摘帽, ",318.35亿
19,600458.SH,时代新材,塑料,10.35,"OLED, 央企改革, 风电, 燃料电池, 高铁轨交, ",83.09亿
20,300032.SZ,金龙机电,元器件,3.62,"小米概念股, 智能制造, 共享经济, 机器人, 壳公司, ",28.57亿
21,603825.SH,华扬联众,互联网,14.58,"人工智能, 资产重组, 独角兽, ",13.47亿
22,002659.SZ,凯文教育,文教休闲,8.85,"教育, ",27.52亿
23,000663.SZ,永安林业,林业,7.99,"土地流转, 林业, 家具家居, ",20.38亿
24,600759.SH,洲际油气,石油开采,4.08,"油服, 油气改革, 石油化工, 海南自由贸易港, 燃料电池, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, ",92.13亿
25,600685.SH,中船防务,船舶,15.59,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 军工, 债转股-AMC, 工业互联网, 资产重组, ",128.06亿
26,603711.SH,香飘飘,软饮料,34.51,"大消费, 饮料, ",15.98亿
27,300334.SZ,津膜科技,专用机械,8.69,"雄安-园林环保, 定增破发, 环保, 雄安新区, 京津冀, 污水处理, 天津国企改革, 高校系, ",25.38亿
28,300018.SZ,中元股份,电气设备,7.5,"特高压, 北斗导航, 智能制造, 医疗器械, 药品信息化追溯, 互联网医疗, 区块链, 股权转让, 医疗信息化, 国资入股, 机器人, 壳公司, ",27.69亿
29,300347.SZ,泰格医药,医疗保健,74.89,"MSCI, 新进指数成份股, 医药, 创新药, 高送转, ",264.26亿
30,300589.SZ,江龙船艇,船舶,14.38,"军工, 军民融合, ",8.63亿
31,603939.SH,益丰药房,医药商业,69.5,"医药商业, 医药, 中药, 资产重组, 年报季报, ",252.07亿
32,300014.SZ,亿纬锂能,电气设备,29.25,"华为产业链, 业绩预增, 物联网, 储能, 锂电池, 新能源汽车, 共享经济, 智慧安防, ",239.61亿
33,000035.SZ,中国天楹,环境保护,6.03,"固废处理, 环保, 资产重组, 垃圾分类, ",77.25亿
34,300562.SZ,乐心医疗,医疗保健,13.09,"医疗器械, 区块链, ",11.14亿
35,601200.SH,上海环境,环境保护,13.62,"固废处理, 环保, 上海国企改革, 污水处理, 垃圾分类, ",119.04亿
36,600247.SH,ST成城,商贸代理,4.7,"ST股, ",15.81亿
37,002683.SZ,宏大爆破,化工原料,12.13,"军工, 军民融合, 民爆, ",73.68亿
