code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002622,融钰集团,8.4,-55.23,0.222,-34.982,0.228,
600666,奥瑞德,7.95,-52.936,0.194,-34.109,0.119,
002856,美芝股份,0.3,-49.648,0.288,-11.413,0.2,
002198,嘉应制药,4.65,-47.046,0.224,0.625,0.045,
002168,深圳惠程,7.84,-39.983,0.146,-0.226,0.074,
600807,*ST天业,7.87,-39.284,0.178,-43.366,0.249,
002691,冀凯股份,3.39,-37.99,0.263,-37.883,0.293,
600634,*ST富控,5.76,-34.536,0.095,-17.783,0.165,
002357,富临运业,3.13,-34.477,0.127,-15.757,0.122,
002366,台海核电,4.89,-34.245,0.11,-38.435,0.228,
002199,东晶电子,2.26,-31.806,0.102,-3.695,0.107,
002866,传艺科技,0.81,-31.57,0.127,-26.421,0.352,
002260,*ST德奥,2.65,-31.317,0.093,-70.739,0.557,
600841,上柴股份,5.22,-30.7,0.161,-31.725,0.128,
002354,天神娱乐,6.47,-29.93,0.111,-41.043,0.203,
002592,八菱科技,2.09,-28.749,0.114,-25.174,0.095,
600107,美尔雅,3.6,-28.042,0.095,-19.909,0.136,
600212,江泉实业,5.12,-26.895,0.107,-42.712,0.29,
002666,德联集团,4.43,-26.228,0.046,-20.045,0.093,
002729,好利来,0.67,-25.799,0.091,-23.063,0.13,
002524,光正集团,5.01,-25.654,0.099,-11.609,0.07,
002692,睿康股份,7.15,-25.333,0.046,-34.302,0.156,
002103,广博股份,3.74,-24.563,0.068,-16.419,0.109,
000893,*ST东凌,4.01,-24.209,0.063,20.168,0.146,
002423,中原特钢,5.03,-23.435,0.113,-0.784,0.133,
002112,三变科技,1.84,-23.234,0.064,-5.118,0.125,
002338,奥普光电,2.4,-23.182,0.058,-6.527,0.087,
002655,共达电声,3.6,-23.126,0.055,-13.218,0.142,
002604,*ST龙力,5.08,-22.99,0.07,-28.756,0.148,
002694,顾地科技,4.99,-22.748,0.064,-18.418,0.098,
002717,岭南股份,5.31,-22.73,0.081,-12.002,0.055,
000820,神雾节能,2.88,-22.549,0.079,-42.039,0.185,
002849,威星智能,0.57,-22.457,0.053,-25.352,0.222,
002802,洪汇新材,0.39,-21.941,0.057,-21.562,0.125,
000626,远大控股,4.05,-21.822,0.055,-4.073,0.094,
000555,神州信息,9.35,-21.688,0.066,-12.529,0.089,
000710,贝瑞基因,0.62,-21.604,0.058,-35.222,0.163,
600960,渤海汽车,6.8,-21.483,0.073,-16.43,0.171,
000422,*ST宜化,8.98,-21.397,0.081,20.875,0.134,
600706,曲江文旅,1.78,-21.334,0.07,-20.004,0.082,
