,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,301015.SZ,301015,C百洋,医药商业,-20.58,307.25,20.13
1,301016.SZ,301016,C雷尔伟,运输设备,-21.79,95.98,8.91
2,301013.SZ,301013,C利和兴,专用机械,-10.82,95.87,9.25
3,301012.SZ,301012,扬电科技,电气设备,-0.72,59.49,6.85
4,301004.SZ,301004,C嘉益,家居用品,-10.56,57.82,5.68
5,603171.SH,603171,税友股份,软件服务,10.0,27.02,9.43
6,605011.SH,605011,杭州热电,供气供热,10.02,26.97,4.31
7,301010.SZ,301010,晶雪节能,其他建材,2.56,26.87,5.93
8,301019.SZ,301019,C色母,塑料,-7.41,21.47,9.54
9,601528.SH,601528,瑞丰银行,银行,43.54,16.36,22.79
10,001208.SZ,001208,华菱线缆,电气设备,60.98,15.64,12.49
11,001207.SZ,001207,联科科技,化工原料,45.01,12.01,12.3
12,600375.SH,600375,汉马科技,汽车整车,80.41,6.88,74.47
13,002772.SZ,002772,众兴菌业,种植业,83.56,6.68,42.67
14,300984.SZ,300984,金沃股份,机械基件,0.36,6.53,5.47
15,601665.SH,601665,齐鲁银行,银行,17.36,6.38,39.4
16,600771.SH,600771,广誉远,中成药,65.23,6.26,220.42
17,300671.SZ,300671,富满电子,半导体,77.5,6.17,278.74
18,300479.SZ,300479,神思电子,软件服务,82.37,5.77,43.71
19,300218.SZ,300218,安利股份,塑料,61.19,5.53,34.43
20,300393.SZ,300393,中来股份,塑料,55.23,5.34,92.95
21,300588.SZ,300588,熙菱信息,软件服务,74.53,5.11,21.23
22,300672.SZ,300672,国科微,半导体,69.08,4.77,198.94
23,300568.SZ,300568,星源材质,化工原料,42.84,4.73,259.21
24,603958.SH,603958,哈森股份,服饰,61.19,4.7,23.06
25,600699.SH,600699,均胜电子,汽车配件,48.87,4.69,355.98
26,603938.SH,603938,三孚股份,化工原料,52.88,4.67,72.17
27,300977.SZ,300977,深圳瑞捷,建筑工程,31.73,4.66,12.19
28,300827.SZ,300827,上能电气,电气设备,44.6,4.65,24.59
29,300409.SZ,300409,道氏技术,陶瓷,47.5,4.4,73.09
30,603098.SH,603098,森特股份,装修装饰,49.0,4.34,211.86
31,600993.SH,600993,马应龙,中成药,46.41,4.31,133.22
32,300526.SZ,300526,中潜股份,专用机械,40.74,4.12,81.3
33,300500.SZ,300500,启迪设计,建筑工程,42.89,4.08,27.6
34,603657.SH,603657,春光科技,家用电器,44.84,4.05,13.54
35,300842.SZ,300842,帝科股份,半导体,47.99,4.04,50.4
36,300350.SZ,300350,华鹏飞,仓储物流,37.4,3.96,45.12
37,300634.SZ,300634,彩讯股份,软件服务,53.74,3.92,91.65
38,300430.SZ,300430,诚益通,电器仪表,39.81,3.84,33.87
39,603026.SH,603026,石大胜华,化工原料,43.28,3.81,354.43
40,002418.SZ,002418,康盛股份,机械基件,36.67,3.77,36.0
41,601566.SH,601566,九牧王,服饰,34.64,3.75,94.76
42,300490.SZ,300490,华自科技,电气设备,38.25,3.75,40.53
43,603396.SH,603396,金辰股份,专用机械,45.46,3.7,62.02
44,300820.SZ,300820,英杰电气,电气设备,23.97,3.68,16.26
45,000657.SZ,000657,中钨高新,小金属,32.37,3.61,108.7
46,300158.SZ,300158,振东制药,化学制药,36.28,3.58,78.41
47,600976.SH,600976,健民集团,中成药,41.62,3.49,82.47
48,000848.SZ,000848,承德露露,软饮料,25.63,3.44,124.54
49,002812.SZ,002812,恩捷股份,塑料,31.45,3.38,1449.07
50,300763.SZ,300763,锦浪科技,电气设备,34.71,3.36,192.18
51,002154.SZ,002154,报喜鸟,服饰,38.4,3.35,75.14
52,300108.SZ,300108,吉药控股,中成药,32.94,3.33,21.01
53,300534.SZ,300534,陇神戎发,中成药,36.58,3.3,22.04
54,300305.SZ,300305,裕兴股份,塑料,34.61,3.29,36.12
55,002623.SZ,002623,亚玛顿,玻璃,33.49,3.21,63.73
56,300655.SZ,300655,晶瑞股份,化工原料,36.86,3.2,100.83
57,601865.SH,601865,福莱特,玻璃,23.54,3.19,173.3
58,601106.SH,601106,中国一重,工程机械,35.14,3.12,253.74
59,300487.SZ,300487,蓝晓科技,化工原料,31.17,3.12,113.23
60,000811.SZ,000811,冰轮环境,工程机械,22.51,3.1,77.34
61,300339.SZ,300339,润和软件,软件服务,7.1,3.09,278.65
62,600586.SH,600586,金晶科技,玻璃,31.69,3.08,126.73
63,601969.SH,601969,海南矿业,普钢,42.27,3.05,239.65
64,600428.SH,600428,中远海特,水运,33.26,3.05,135.24
65,300118.SZ,300118,东方日升,电气设备,26.27,2.96,171.79
66,002620.SZ,002620,瑞和股份,装修装饰,32.11,2.96,22.0
67,002466.SZ,002466,天齐锂业,小金属,22.92,2.95,984.94
68,600418.SH,600418,江淮汽车,汽车整车,27.91,2.95,219.06
69,300519.SZ,300519,新光药业,中成药,31.06,2.9,21.6
70,600750.SH,600750,江中药业,中成药,30.41,2.88,97.21
71,002892.SZ,002892,科力尔,电气设备,33.44,2.85,27.78
72,600060.SH,600060,海信视像,家用电器,23.28,2.84,215.77
73,002529.SZ,002529,海源复材,专用机械,33.11,2.83,26.65
74,300829.SZ,300829,金丹科技,食品,29.23,2.82,66.21
75,003016.SZ,003016,欣贺股份,服饰,32.6,2.8,17.33
76,605117.SH,605117,德业股份,家用电器,20.42,2.79,52.48
77,300124.SZ,300124,汇川技术,电器仪表,25.63,2.77,1602.83
78,300896.SZ,300896,爱美客,医疗保健,24.43,2.72,396.51
79,600460.SH,600460,士兰微,半导体,17.64,2.71,749.19
80,002119.SZ,002119,康强电子,半导体,29.54,2.69,56.12
81,002141.SZ,002141,贤丰控股,元器件,22.09,2.69,45.16
82,300204.SZ,300204,舒泰神,生物制药,27.2,2.66,61.66
83,002218.SZ,002218,拓日新能,电气设备,26.81,2.63,65.77
84,600252.SH,600252,中恒集团,中成药,27.46,2.62,138.31
85,300391.SZ,300391,康跃科技,机械基件,22.27,2.6,70.8
86,000036.SZ,000036,华联控股,全国地产,29.09,2.6,68.03
87,002335.SZ,002335,科华数据,电气设备,22.6,2.6,86.1
88,600478.SH,600478,科力远,元器件,23.15,2.59,86.94
89,603633.SH,603633,徕木股份,元器件,25.68,2.54,31.3
90,601908.SH,601908,京运通,新型电力,25.8,2.54,189.34
