,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605358.SH,605358,立昂微,半导体,15.19,9.0,3.0,12.0,6.16,,0.0
1,605009.SH,605009,豪悦护理,造纸,192.18,9.0,3.0,12.0,51.25,,0.0
2,003000.SZ,003000,华文食品,食品,14.1,8.0,3.0,11.0,5.64,,0.0
3,688536.SH,688536,思瑞浦,半导体,261.64,3.0,3.0,9.0,47.31,,0.0
4,605369.SH,605369,拱东医疗,医疗保健,73.41,6.0,3.0,9.0,14.68,,0.0
5,603112.SH,603112,华翔股份,机械基件,16.49,5.0,3.0,8.0,8.77,,0.0
6,605198.SH,605198,N德利,软饮料,14.55,4.0,3.0,7.0,2.91,,0.0
7,600481.SH,600481,双良节能,环境保护,5.97,6.0,3.0,6.0,97.15,中央汇金资产管理有限责任公司,1.0
8,003003.SZ,003003,天元股份,广告包装,18.28,3.0,3.0,6.0,8.08,,0.0
9,003006.SZ,003006,百亚股份,造纸,11.52,3.0,3.0,6.0,4.93,,0.0
10,605116.SH,605116,奥锐特,化学制药,14.59,3.0,3.0,6.0,5.98,,0.0
11,603557.SH,603557,起步股份,服饰,16.92,5.0,3.0,5.0,79.52,,0.0
12,300869.SZ,300869,康泰医学,医疗保健,134.0,5.0,2.0,4.0,51.64,,0.0
13,300722.SZ,300722,新余国科,专用机械,41.76,3.0,2.0,4.0,15.2,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国国际金融香港资产管理有限公司-客户资金2
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金",4.0
14,300318.SZ,300318,博晖创新,医疗保健,15.67,4.0,2.0,4.0,115.52,中央汇金资产管理有限责任公司,1.0
15,000548.SZ,000548,湖南投资,路桥,5.67,3.0,3.0,3.0,28.3,,0.0
16,300719.SZ,300719,安达维尔,航空,22.41,2.0,2.0,3.0,29.75,"招商银行股份有限公司-鹏华稳健回报混合型证券投资基金
中国工商银行股份有限公司-鹏华股息精选混合型证券投资基金
平安资产-工商银行-鑫享3号资产管理产品",3.0
17,002819.SZ,002819,东方中科,电器仪表,38.72,3.0,3.0,3.0,53.91,,0.0
18,605006.SH,605006,山东玻纤,玻璃,12.33,10.0,2.0,2.0,12.33,,0.0
19,603115.SH,603115,海星股份,元器件,21.25,2.0,2.0,2.0,11.05,,0.0
20,603976.SH,603976,正川股份,医疗保健,63.8,3.0,2.0,2.0,96.47,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中国工商银行股份有限公司-汇添富医药保健混合型证券投资基金",2.0
21,300288.SZ,300288,朗玛信息,软件服务,16.45,1.0,1.0,2.0,34.67,广州市玄元投资管理有限公司-玄元定增精选证券投资基金,1.0
22,300208.SZ,300208,青岛中程,电气设备,12.17,3.0,1.0,2.0,83.66,"宁波梅山保税港区荟金投资管理有限公司-荟金2号私募证券投资基金
宁波梅山保税港区荟金投资管理有限公司-荟金1号私募证券投资基金",2.0
23,300080.SZ,300080,易成新能,半导体,6.62,2.0,1.0,2.0,33.23,,0.0
24,300730.SZ,300730,科创信息,软件服务,20.21,2.0,1.0,2.0,17.05,,0.0
25,000782.SZ,000782,美达股份,化纤,4.01,2.0,2.0,2.0,17.9,,0.0
26,300117.SZ,300117,嘉寓股份,装修装饰,4.58,2.0,1.0,2.0,32.68,中央汇金资产管理有限责任公司,1.0
27,688399.SH,688399,硕世生物,医疗保健,268.1,2.0,1.0,2.0,39.06,中国银行股份有限公司-华泰柏瑞生物医药灵活配置混合型证券投资基金,1.0
28,300485.SZ,300485,赛升药业,生物制药,21.71,1.0,1.0,2.0,55.02,,0.0
29,600433.SH,600433,冠豪高新,造纸,4.17,1.0,1.0,1.0,53.01,,0.0
30,600537.SH,600537,亿晶光电,半导体,4.03,1.0,1.0,1.0,47.41,中央汇金资产管理有限责任公司,1.0
31,300122.SZ,300122,智飞生物,生物制药,142.02,1.0,1.0,1.0,1278.7,"香港中央结算有限公司(陆股通)
东莞信托有限公司-东莞信托·汇信-惠正稳健集合资金信托计划
云南信托-智飞生物2019第二期员工持股集合资金信托计划
全国社保基金一一零组合
尚信健投资产管理(上海)有限责任公司-尚信健投-恒兴私募证券投资基金
云南国际信托有限公司-云南信托-智飞生物2019第二期员工持股集合资金信托计划
尚信健投资产管理(上海)有限责任公司-尚投道私募证券投资基金",7.0
32,300108.SZ,300108,吉药控股,中成药,5.1,4.0,1.0,1.0,22.52,"汇安基金-浦发银行-江海证券有限公司
吉林省现代农业和新兴产业投资基金有限公司",2.0
33,300106.SZ,300106,西部牧业,农业综合,15.16,3.0,1.0,1.0,32.04,,0.0
34,600211.SH,600211,西藏药业,中成药,86.83,1.0,1.0,1.0,215.28,"中国银行股份有限公司-华夏鼎沛债券型证券投资基金
全国社保基金四零三组合",2.0
35,601012.SH,601012,隆基股份,电气设备,76.99,1.0,1.0,1.0,2900.64,"中国建设银行股份有限公司-广发科技先锋混合型证券投资基金
西部信托有限公司-西部信托·陕煤-朱雀产业投资单一资金信托
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",4.0
36,600203.SH,600203,福日电子,元器件,7.5,1.0,1.0,1.0,34.23,平安基金-平安银行-平安大华永智1号特定客户资产管理计划,1.0
37,600172.SH,600172,黄河旋风,矿物制品,3.76,2.0,1.0,1.0,46.03,中原金象投资管理有限公司-中原金象河南民营上市公司发展支持1号私募股权投资基金,1.0
38,000068.SZ,000068,华控赛格,环境保护,3.41,1.0,1.0,1.0,34.33,深圳市华融泰资产管理有限公司,1.0
39,300200.SZ,300200,高盟新材,化工原料,15.92,2.0,1.0,1.0,65.42,中央汇金资产管理有限责任公司,1.0
