,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300891.SZ,300891,N惠云,化工原料,22.84,1.0,1.0,53.0,21.66,,0.0
1,300886.SZ,300886,C华业,化工原料,78.01,1.0,1.0,40.0,10.62,,0.0
2,300890.SZ,300890,N翔丰华,矿物制品,60.0,1.0,1.0,31.0,14.25,,0.0
3,300313.SZ,300313,天山生物,农业综合,34.66,11.0,2.0,19.0,63.83,"北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金",2.0
4,300887.SZ,300887,C谱尼,综合类,115.6,1.0,1.0,15.0,18.75,,0.0
5,300889.SZ,300889,C爱克,电气设备,54.88,1.0,1.0,13.0,20.3,,0.0
6,300301.SZ,300301,长方集团,半导体,8.3,6.0,3.0,10.0,51.78,,0.0
7,605358.SH,605358,立昂微,半导体,10.37,5.0,3.0,8.0,4.21,,0.0
8,605009.SH,605009,豪悦护理,造纸,131.26,5.0,3.0,8.0,35.01,,0.0
9,300863.SZ,300863,卡倍亿,汽车配件,133.66,4.0,2.0,8.0,17.51,,0.0
10,688577.SH,688577,浙海德曼,机床制造,66.5,1.0,1.0,8.0,8.17,,0.0
11,003000.SZ,003000,华文食品,食品,9.63,4.0,3.0,7.0,3.85,,0.0
12,300888.SZ,300888,N稳健,医疗保健,126.25,1.0,1.0,7.0,55.4,,0.0
13,300064.SZ,300064,豫金刚石,矿物制品,6.64,4.0,3.0,6.0,42.41,,0.0
14,300405.SZ,300405,科隆股份,化工原料,13.48,3.0,3.0,6.0,19.79,"中央汇金资产管理有限责任公司
上海银叶阶跃资产管理有限公司-银叶阶跃定增1号私募基金
中天证券-辽阳市国有资产经营(集团)有限公司-中天证券天沃1号单一资产管理计划",3.0
15,605369.SH,605369,拱东医疗,医疗保健,50.14,2.0,2.0,5.0,10.03,,0.0
16,605128.SH,605128,上海沿浦,汽车配件,34.16,2.0,2.0,5.0,6.83,,0.0
17,300840.SZ,300840,酷特智能,服饰,25.34,3.0,2.0,4.0,15.2,,0.0
18,603112.SH,603112,N华翔,机械基件,11.26,1.0,1.0,4.0,5.99,,0.0
19,300881.SZ,300881,盛德鑫泰,钢加工,51.85,3.0,2.0,4.0,12.29,,0.0
20,300402.SZ,300402,宝色股份,专用机械,17.85,4.0,1.0,4.0,36.06,中央汇金资产管理有限责任公司,1.0
21,300733.SZ,300733,西菱动力,汽车配件,23.7,2.0,2.0,3.0,16.08,,0.0
22,600481.SH,600481,双良节能,环境保护,4.08,2.0,2.0,2.0,66.39,中央汇金资产管理有限责任公司,1.0
23,300880.SZ,300880,迦南智能,电器仪表,44.66,3.0,1.0,2.0,14.12,,0.0
24,688556.SH,688556,高测股份,专用机械,33.74,1.0,1.0,2.0,12.42,,0.0
25,300879.SZ,300879,大叶股份,农用机械,42.99,2.0,1.0,2.0,16.31,,0.0
26,300128.SZ,300128,锦富技术,元器件,4.73,1.0,1.0,2.0,50.97,"泰兴市智成产业投资基金(有限合伙)
上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金",2.0
27,688520.SH,688520,神州细胞-U,生物制药,60.78,1.0,1.0,2.0,28.8,"杭州优益增投资管理有限公司-优益增1号私募基金
招商银行股份有限公司-银华科创主题3年封闭运作灵活配置混合型证券投资基金",2.0
