,trade_date,ts_code,name,close,pct_change,net_amount,amount_rate,float_values,reason,buy_sell_rate,amount_in_values
0,20200522,300833.SZ,浩洋股份,90.76,9.9988,12507859.0,103.94,1913402320.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,24.39,0.01
1,20200522,605001.SH,N威奥,23.24,43.9901,8836152.0,104.45,1756014400.0,当日无价格涨跌幅限制的A股，出现异常波动停牌的,21.47,0.01
2,20200522,605001.SH,N威奥,23.24,43.9901,8836152.0,104.45,1756014400.0,无价格涨跌幅限制的证券,21.47,0.01
3,20200522,600834.SH,申通地铁,10.15,9.9675,39369206.0,77.02,4845426335.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.56,0.01
4,20200522,000585.SZ,*ST东电,1.4,5.2632,2183370.0,124.16,853189369.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,3.14,0.0
5,20200522,002864.SZ,盘龙药业,28.67,10.0154,30669748.0,29.64,1288207607.0,日涨幅偏离值达到7%的前五只证券,2.91,0.02
6,20200522,000806.SZ,ST银河,1.19,5.3097,4180282.0,130.38,831151782.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,2.22,0.01
7,20200522,600662.SH,强生控股,7.37,10.0,25021820.0,62.21,7763279347.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.2,0.0
8,20200522,000612.SZ,焦作万方,4.35,10.1266,16833198.0,37.88,5181098576.0,日涨幅偏离值达到7%的前五只证券,2.05,0.0
9,20200522,300046.SZ,台基股份,21.16,9.9792,56658250.0,15.61,4509619200.0,日涨幅偏离值达到7%的前五只证券,1.58,0.01
10,20200522,603439.SH,贵州三力,31.45,-0.7573,47305099.0,20.15,1281273000.0,有价格涨跌幅限制的日换手率达到20%的前三只证券,1.56,0.04
11,20200522,603329.SH,上海雅仕,12.71,10.0433,14686183.0,39.91,822082800.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.48,0.02
12,20200522,300813.SZ,泰林生物,71.39,10.0,51807069.0,39.7,928070000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.43,0.06
13,20200522,002661.SZ,克明面业,19.93,9.989,49159338.0,91.88,6473448910.0,日涨幅偏离值达到7%的前五只证券,1.11,0.01
14,20200522,002976.SZ,瑞玛工业,40.85,8.6436,26024220.0,18.22,1021250000.0,日换手率达到20%的前五只证券,1.04,0.03
15,20200522,002976.SZ,瑞玛工业,40.85,8.6436,26024220.0,18.22,1021250000.0,日振幅值达到15%的前五只证券,1.04,0.03
16,20200522,603109.SH,神驰机电,30.55,-8.4781,52890216.0,14.88,1120268500.0,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,1.03,0.05
17,20200522,300276.SZ,三丰智能,10.23,10.0,45963531.0,23.12,3713718548.0,日涨幅偏离值达到7%的前五只证券,1.02,0.01
18,20200522,002297.SZ,博云新材,6.91,10.0318,20235341.0,17.36,3247440004.0,日振幅值达到15%的前五只证券,1.01,0.01
19,20200522,002297.SZ,博云新材,6.91,10.0318,20235341.0,17.36,3247440004.0,日涨幅偏离值达到7%的前五只证券,1.01,0.01
20,20200522,603385.SH,惠达卫浴,14.27,10.0231,54573989.0,53.19,5271287255.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.81,0.01
21,20200522,600856.SH,*ST中天,1.01,5.2083,3649950.0,23.52,1356856277.0,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,0.77,0.0
22,20200522,002354.SZ,*ST天娱,2.76,4.943,10500025.0,35.81,1930735486.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,0.58,0.01
23,20200522,000557.SZ,西部创业,4.55,9.9034,20442918.0,12.51,6633518700.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.45,0.0
24,20200522,000541.SZ,佛山照明,6.05,10.0,37552866.0,21.8,6488955644.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.4,0.01
25,20200522,000557.SZ,西部创业,4.55,9.9034,15671030.0,13.4,6633518700.0,日涨幅偏离值达到7%的前五只证券,0.36,0.0
