,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300781.SZ,300781,因赛集团,广告包装,5.0,38.34,,8.1亿
1,300090.SZ,300090,盛运环保,环境保护,5.0,1.88,"固废处理, 环保, 低价股, 股权转让, 壳公司, ",21.47亿
2,603258.SH,603258,电魂网络,互联网,3.0,22.23,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",25.91亿
3,300189.SZ,300189,神农科技,种植业,3.0,5.28,"海南自由贸易港, 自贸区, 农业种植, 自由贸易港, 海南, ",46.61亿
4,000912.SZ,000912,泸天化,农药化肥,2.0,5.4,"甲醇, 煤化工, 化肥, ST摘帽, ",84.67亿
5,300605.SZ,300605,恒锋信息,软件服务,2.0,22.95,"养老产业, 数字中国, 高送转, 智慧城市, 国产软件, 智慧安防, ",11.14亿
6,600844.SH,600844,丹化科技,化工原料,2.0,4.31,"有色-锌, 有色金属, 资产重组, ",35.46亿
7,002552.SZ,002552,宝鼎科技,机械基件,2.0,7.88,"海工装备, 军工, 军民融合, 定增破发, ST摘帽, ",15.77亿
8,300730.SZ,300730,科创信息,软件服务,2.0,23.08,"智能制造, 大数据, 工业互联网, 国产软件, 机器视觉, ",17.44亿
9,600490.SH,600490,鹏欣资源,铜,1.0,5.28,"回购, 有色金属, 有色-镍, 有色-钴, 万达系, 有色-铜, 黄金, ",78.74亿
10,600086.SH,600086,东方金钰,服饰,1.0,4.06,"高质押率, 智能制造, 股权转让, 资产重组, 机器人, 黄金, 强势人气股, ",42.91亿
11,300775.SZ,300775,三角防务,航空,1.0,32.76,,16.23亿
12,300311.SZ,300311,任子行,软件服务,1.0,7.15,"网络安全, 创业板人气股, 大数据, 国产软件, 京东金融概念股, 独角兽, 游戏, 创投, ",32.85亿
13,300588.SZ,300588,熙菱信息,软件服务,1.0,13.32,"华为产业链, 新疆, 网络安全, 人工智能, 智慧城市, 国产软件, 智慧安防, 独角兽, ",10.48亿
14,002107.SZ,002107,沃华医药,中成药,1.0,8.44,"医药, 中药, ",29.4亿
15,300008.SZ,300008,天海防务,船舶,1.0,3.38,"海工装备, 军工, 军民融合, 量子通信, ",20.36亿
16,002842.SZ,002842,翔鹭钨业,小金属,1.0,17.79,"社保重仓, 有色金属, 业绩预增, 有色-钨, 高送转, ",28.41亿
17,002722.SZ,002722,金轮股份,纺织机械,1.0,16.5,"独角兽, 创投, ",28.42亿
18,002708.SZ,002708,光洋股份,汽车配件,1.0,11.04,"汽车零部件, 股权转让, 壳公司, 创投, ",42.34亿
19,002334.SZ,002334,英威腾,电气设备,1.0,5.72,"光伏, 工业自动化, 燃料电池, 智能制造, 新能源汽车, 工业互联网, 高铁轨交, 机器人, 充电桩, 透明工厂, ",34.85亿
20,002211.SZ,002211,宏达新材,橡胶,1.0,6.52,"有机硅, 雄安-园林环保, 网络安全, 雄安新区, 股权转让, ",28.2亿
21,603388.SH,603388,元成股份,建筑施工,1.0,12.19,"园林, PPP, ",10.37亿
