,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300722.SZ,新余国科,专用机械,10.2058,79.8,149.77,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金"
1,300581.SZ,晨曦航空,航空,19.9941,40.51,108.85,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金"
2,300713.SZ,英可瑞,电气设备,14.6285,34.4,98.75,"深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金
深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金"
3,300447.SZ,全信股份,电气设备,10.0491,24.64,70.28,"泰达宏利基金-平安银行-泰达宏利价值成长定向增发698号资产管理计划
中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金
中意资管-招商银行-中意资产-招商银行-定增精选43号资产管理产品
中央汇金资产管理有限责任公司"
4,300819.SZ,聚杰微纤,化纤,13.4559,50.59,67.96,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
上海明汯投资管理有限公司-明汯量化中小盘增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金
上海明汯投资管理有限公司-明汯量化中小盘增强1号私募证券投资基金
上海明汯投资管理有限公司-明汯股票中性专享1号私募证券投资基金"
5,300317.SZ,珈伟新能,半导体,10.4389,9.31,58.62,香港中央结算有限公司(陆股通)
6,300402.SZ,宝色股份,专用机械,13.1907,25.4,58.05,中央汇金资产管理有限责任公司
7,300519.SZ,新光药业,中成药,20.0,27.96,46.25,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
8,300629.SZ,新劲刚,矿物制品,20.0068,35.45,45.27,广州常彰明资产管理有限公司
9,300520.SZ,科大国创,软件服务,20.0,32.76,40.6,"上海雅弘股权投资基金中心(有限合伙)
上海雅弘股权投资基金中心(有限合伙)
安徽省铁路发展基金股份有限公司"
10,300297.SZ,蓝盾股份,软件服务,19.9656,6.97,40.13,香港中央结算有限公司(陆股通)
11,300344.SZ,太空智造,软件服务,15.8065,7.18,40.03,"上海云门投资管理有限公司-云门智造1号私募证券投资基金
中央汇金资产管理有限责任公司"
12,300620.SZ,光库科技,元器件,19.9917,57.92,32.11,"中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金"
13,300072.SZ,三聚环保,环境保护,12.3741,7.81,32.09,香港中央结算有限公司(陆股通)
