,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,601633.SH,601633,长城汽车,汽车整车,-3.54,10.0524,10.51
1,600006.SH,600006,东风汽车,汽车整车,4.05,10.043,7.67
2,002594.SZ,002594,比亚迪,汽车整车,3.71,9.9947,62.4
3,600081.SH,600081,东风科技,汽车配件,10.31,9.988,18.39
4,601777.SH,601777,力帆股份,摩托车,11.81,9.9853,7.49
5,600733.SH,600733,北汽蓝谷,汽车整车,-4.37,9.9804,11.24
6,000800.SZ,000800,一汽轿车,汽车整车,11.03,9.9733,12.35
7,000909.SZ,000909,数源科技,综合类,5.99,9.9562,10.05
8,000625.SZ,000625,长安汽车,汽车整车,-3.87,9.9042,10.32
9,600166.SH,600166,福田汽车,汽车整车,1.75,9.5057,2.88
10,601238.SH,601238,广汽集团,汽车整车,6.55,9.1244,14.83
11,002662.SZ,002662,京威股份,汽车配件,-4.64,7.9051,5.46
12,600686.SH,600686,金龙汽车,汽车整车,6.63,7.3585,11.38
13,002036.SZ,002036,联创电子,元器件,3.56,6.787,14.79
14,600741.SH,600741,华域汽车,汽车配件,-2.74,6.2315,25.06
15,600418.SH,600418,江淮汽车,汽车整车,-6.09,6.0472,7.19
16,600104.SH,600104,上汽集团,汽车整车,-1.72,5.9607,30.22
17,000572.SZ,000572,海马汽车,汽车整车,4.24,5.9441,3.03
18,601689.SH,601689,拓普集团,汽车配件,-2.76,5.1981,20.44
19,600198.SH,600198,*ST大唐,通信设备,5.84,5.0273,17.34
20,000700.SZ,000700,模塑科技,汽车配件,4.61,4.2857,4.38
21,600066.SH,600066,宇通客车,汽车整车,-1.7,4.1389,15.6
22,600699.SH,600699,均胜电子,汽车配件,-2.43,3.9237,28.34
23,002284.SZ,002284,亚太股份,汽车配件,-6.77,3.6244,6.29
24,002703.SZ,002703,浙江世宝,汽车配件,-4.85,3.4954,6.81
25,601127.SH,601127,小康股份,汽车配件,-2.45,3.3878,17.09
26,601799.SH,601799,星宇股份,汽车配件,-2.23,3.2493,68.0
27,603023.SH,603023,威帝股份,汽车配件,-1.67,3.0207,6.48
28,002813.SZ,002813,路畅科技,汽车配件,-2.57,2.9315,34.41
29,002766.SZ,002766,索菱股份,汽车配件,-6.51,2.8481,6.5
30,002906.SZ,002906,华阳集团,汽车配件,6.37,2.7715,13.72
31,000868.SZ,000868,安凯客车,汽车整车,5.71,2.356,3.91
32,300177.SZ,300177,中海达,通信设备,2.01,2.0819,15.2
33,002232.SZ,002232,启明信息,软件服务,-3.3,1.9685,10.36
34,300742.SZ,300742,越博动力,汽车配件,3.12,1.9198,48.31
35,000951.SZ,000951,中国重汽,汽车整车,-4.0,1.6451,20.39
36,300219.SZ,300219,鸿利智汇,元器件,2.98,1.6355,8.7
37,000887.SZ,000887,中鼎股份,橡胶,-2.3,1.4809,13.02
38,002448.SZ,002448,中原内配,汽车配件,-1.94,1.4706,6.9
39,300552.SZ,300552,万集科技,软件服务,3.03,1.3694,31.09
40,300496.SZ,300496,中科创达,软件服务,4.99,1.3006,35.05
41,002055.SZ,002055,得润电子,元器件,-1.1,1.2414,14.68
42,601058.SH,601058,赛轮轮胎,汽车配件,-1.97,1.1662,3.47
43,002590.SZ,002590,万安科技,汽车配件,-4.09,1.1086,9.12
44,300212.SZ,300212,易华录,软件服务,1.02,1.0398,33.04
45,300100.SZ,300100,双林股份,汽车服务,-2.14,0.858,10.58
46,002413.SZ,002413,雷科防务,通信设备,-1.19,0.8032,7.53
47,002405.SZ,002405,四维图新,软件服务,3.61,0.8017,27.66
48,002414.SZ,002414,高德红外,电器仪表,-1.75,0.7778,27.21
49,600336.SH,600336,澳柯玛,家用电器,0.62,0.6148,4.91
50,300449.SZ,300449,汉邦高科,电脑设备,-1.81,0.5857,20.61
51,002829.SZ,002829,星网宇达,通信设备,1.67,0.5074,23.77
52,300088.SZ,300088,长信科技,元器件,3.31,0.4823,6.25
53,002383.SZ,002383,合众思壮,通信设备,0.8,0.431,13.98
54,300020.SZ,300020,银江股份,软件服务,1.72,0.3865,10.39
55,002488.SZ,002488,金固股份,汽车配件,-3.68,0.3831,10.48
56,002008.SZ,002008,大族激光,电器仪表,1.88,0.2576,42.81
57,300134.SZ,300134,大富科技,通信设备,3.34,0.254,15.79
58,000836.SZ,000836,富通鑫茂,通信设备,4.85,0.2119,4.73
59,002456.SZ,002456,欧菲光,元器件,1.48,0.2078,14.47
60,000901.SZ,000901,航天科技,航空,-1.58,0.2051,14.66
61,300209.SZ,300209,天泽信息,软件服务,1.19,0.144,13.91
62,300456.SZ,300456,耐威科技,元器件,1.27,0.0665,30.11
63,600262.SH,600262,北方股份,汽车整车,-0.46,0.0435,23.0
64,002373.SZ,002373,千方科技,软件服务,2.32,0.0,20.94
65,600718.SH,600718,东软集团,软件服务,2.75,0.0,14.8
66,002331.SZ,002331,皖通科技,软件服务,1.22,0.0,11.29
67,002415.SZ,002415,海康威视,电器仪表,-2.66,-0.0289,34.59
68,600320.SH,600320,振华重工,工程机械,0.76,-0.2227,4.48
69,000851.SZ,000851,高鸿股份,软件服务,3.92,-0.2445,8.16
70,002236.SZ,002236,大华股份,电器仪表,1.92,-0.2915,17.1
71,300656.SZ,300656,民德电子,电脑设备,3.13,-0.2931,23.81
72,603297.SH,603297,永新光学,电器仪表,0.61,-0.3225,52.55
73,300270.SZ,300270,中威电子,通信设备,-3.36,-0.5488,9.06
74,002024.SZ,002024,苏宁易购,电器连锁,-3.25,-0.6406,13.96
75,002273.SZ,002273,水晶光电,元器件,-5.69,-0.6522,13.71
76,600745.SH,600745,闻泰科技,通信设备,6.22,-0.6862,36.18
77,603528.SH,603528,多伦科技,软件服务,-0.81,-0.7092,8.4
78,002151.SZ,002151,北斗星通,通信设备,1.38,-0.7353,27.0
79,600074.SH,600074,*ST保千,电脑设备,-0.84,-0.8333,1.19
80,002230.SZ,002230,科大讯飞,软件服务,-1.0,-0.8508,34.96
81,300458.SZ,300458,全志科技,元器件,1.13,-1.0417,23.75
82,300053.SZ,300053,欧比特,半导体,1.39,-1.0824,11.88
83,600050.SH,600050,中国联通,电信运营,1.31,-1.1544,6.85
84,002642.SZ,002642,荣之联,软件服务,-2.76,-1.3043,6.81
85,300036.SZ,300036,超图软件,软件服务,2.7,-1.31,18.08
86,002444.SZ,002444,巨星科技,轻工机械,-1.67,-1.626,12.1
87,002463.SZ,002463,沪电股份,元器件,2.56,-2.0489,12.43
88,300098.SZ,300098,高新兴,通信设备,2.65,-2.2059,10.64
89,600845.SH,600845,宝信软件,软件服务,4.2,-2.2848,35.07
90,002446.SZ,002446,盛路通信,通信设备,3.69,-2.7515,11.31
91,002355.SZ,002355,兴民智通,汽车配件,2.8,-2.7895,11.5
92,002920.SZ,002920,德赛西威,汽车配件,-1.3,-3.2258,30.6
93,300598.SZ,300598,诚迈科技,软件服务,5.31,-10.0,41.4
