code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600807,*ST天业,7.87,-53.627,0.22,-24.404,0.168,
002198,嘉应制药,4.65,-50.002,0.259,3.911,0.044,
002072,凯瑞德,1.69,-43.072,0.163,-54.051,0.318,
002691,冀凯股份,3.39,-40.706,0.163,-36.687,0.23,
002856,美芝股份,0.3,-40.142,0.156,5.436,0.202,
600666,奥瑞德,7.95,-39.777,0.126,-24.966,0.105,
002622,融钰集团,8.4,-39.186,0.111,-35.224,0.218,
002866,传艺科技,0.81,-38.012,0.165,-17.419,0.353,
002168,深圳惠程,7.84,-36.73,0.206,1.518,0.074,
002684,猛狮科技,3.9,-36.717,0.159,-21.639,0.186,
002357,富临运业,3.13,-33.329,0.17,-18.926,0.122,
002592,八菱科技,2.09,-33.127,0.118,-6.62,0.079,
002278,神开股份,3.44,-31.41,0.154,-11.89,0.196,
002423,中原特钢,5.03,-31.261,0.087,0.102,0.133,
002499,科林环保,1.89,-30.294,0.13,-32.388,0.148,
600107,美尔雅,3.6,-29.41,0.166,-19.917,0.124,
002451,摩恩电气,4.16,-29.055,0.087,-59.372,0.276,
002366,台海核电,4.89,-28.224,0.154,-32.63,0.213,
002931,锋龙股份,0.22,-26.587,0.106,-40.826,0.157,
000812,陕西金叶,6.69,-26.426,0.173,-7.449,0.088,
000610,西安旅游,2.35,-24.442,0.087,1.66,0.139,
600841,上柴股份,5.22,-23.967,0.058,-33.005,0.121,
002260,*ST德奥,2.65,-23.912,0.066,-67.867,0.424,
000892,欢瑞世纪,5.17,-23.223,0.1,-16.266,0.118,
002524,光正集团,5.01,-22.961,0.128,-19.223,0.065,
000806,银河生物,6.98,-22.737,0.106,-15.297,0.123,
000930,中粮生化,9.64,-21.742,0.069,-22.637,0.094,
600610,*ST毅达,3.76,-21.188,0.077,-64.241,0.516,
002601,龙蟒佰利,7.06,-21.052,0.073,-8.159,0.037,
000422,*ST宜化,8.98,-20.65,0.067,24.241,0.13,
002103,广博股份,3.74,-19.917,0.075,-11.59,0.103,
000662,天夏智慧,3.74,-19.696,0.101,-0.031,0.14,
002694,顾地科技,4.99,-19.636,0.092,-18.861,0.093,
600634,*ST富控,5.76,-19.571,0.097,-0.171,0.154,
002729,好利来,0.67,-19.002,0.093,-27.09,0.123,
002638,勤上股份,9.79,-18.943,0.08,-22.295,0.09,
002717,岭南股份,5.31,-18.911,0.081,-15.137,0.055,
000567,海德股份,1.5,-18.78,0.119,-34.266,0.137,
002518,科士达,5.58,-18.685,0.082,-37.773,0.171,
002354,天神娱乐,6.47,-18.478,0.114,-43.061,0.192,
600734,实达集团,3.55,-18.42,0.068,-30.921,0.162,
600212,江泉实业,5.12,-18.369,0.072,-46.424,0.267,
600877,ST嘉陵,6.87,-18.365,0.079,-6.409,0.076,
002086,东方海洋,4.76,-17.95,0.089,-53.636,0.302,
002112,三变科技,1.84,-17.902,0.088,-13.736,0.124,
000509,华塑控股,8.25,-17.647,0.061,-6.22,0.11,
002654,万润科技,5.75,-17.554,0.081,-28.719,0.115,
600482,中国动力,9.09,-17.554,0.076,15.57,0.107,
002488,金固股份,7.68,-17.492,0.076,-16.632,0.219,
002209,达 意 隆,1.54,-17.465,0.083,-17.405,0.111,
600198,*ST大唐,8.75,-17.372,0.097,0.649,0.066,
600397,*ST安煤,9.9,-17.36,0.097,4.683,0.092,
600385,山东金泰,1.43,-17.131,0.05,-1.983,0.073,
600679,上海凤凰,1.91,-16.868,0.065,-12.795,0.109,
000820,神雾节能,2.88,-16.837,0.088,-42.949,0.177,
002864,盘龙药业,0.45,-16.559,0.099,-33.7,0.141,
002605,姚记扑克,2.67,-16.408,0.073,-9.935,0.099,
002464,众应互联,2.83,-16.253,0.083,-49.605,0.509,
002009,天奇股份,2.71,-16.137,0.054,-42.546,0.187,
000034,神州数码,3.58,-16.105,0.078,-14.842,0.096,
000023,深天地Ａ,1.39,-15.742,0.069,-24.369,0.091,
002858,力盛赛车,0.62,-15.523,0.072,-28.948,0.092,
000677,恒天海龙,8.64,-15.516,0.074,-20.403,0.117,
002504,弘高创意,4.15,-15.493,0.036,-13.49,0.179,
002692,睿康股份,7.15,-15.384,0.052,-26.877,0.136,
002288,超华科技,8.0,-15.361,0.071,4.029,0.17,
002733,雄韬股份,3.27,-15.243,0.076,-12.889,0.097,
600247,*ST成城,3.36,-15.154,0.064,-10.824,0.12,
002925,盈趣科技,0.75,-15.027,0.089,-22.288,0.169,
002888,惠威科技,0.36,-15.012,0.077,-17.443,0.095,
