code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
600165,新日恒力,6.85,-63.532,0.358,-5.356,0.144,
002143,印纪传媒,9.74,-62.382,0.351,-31.526,0.213,
600610,*ST毅达,3.76,-53.417,0.22,-20.354,0.115,
600290,华仪电气,5.27,-50.503,0.278,20.206,0.153,
002840,华统股份,1.47,-49.966,0.286,-16.039,0.081,
600896,*ST海投,5.77,-45.993,0.175,10.825,0.056,
600203,福日电子,3.6,-39.429,0.203,-16.7,0.105,
002872,天圣制药,2.11,-38.263,0.154,-21.377,0.304,
002072,凯瑞德,1.69,-38.078,0.179,-1.798,0.119,
002260,*ST德奥,2.65,-37.881,0.131,34.846,0.123,
600753,东方银星,1.28,-36.761,0.147,-0.751,0.035,
000584,哈工智能,6.11,-35.328,0.137,-16.965,0.155,
002077,大港股份,5.32,-33.911,0.151,-13.126,0.121,
000409,*ST地矿,4.06,-32.819,0.145,53.117,0.07,
600212,江泉实业,5.12,-30.739,0.156,8.656,0.111,
002684,猛狮科技,3.9,-30.392,0.116,-11.432,0.105,
600133,东湖高新,5.38,-30.277,0.078,17.868,0.117,
002721,金一文化,5.45,-27.974,0.115,-7.724,0.126,
002755,东方新星,1.72,-27.876,0.078,79.267,0.185,
002270,华明装备,4.31,-26.168,0.22,-4.561,0.099,
002178,延华智能,7.1,-25.955,0.097,-3.83,0.089,
000796,凯撒旅游,8.03,-25.786,0.076,-21.981,0.139,
600678,四川金顶,3.49,-25.639,0.103,-21.498,0.23,
000670,盈方微,6.0,-25.221,0.114,-3.928,0.112,
002609,捷顺科技,3.67,-25.219,0.056,-11.211,0.146,
002766,索菱股份,2.49,-24.738,0.076,-23.207,0.097,
002357,富临运业,3.13,-24.405,0.09,-2.266,0.098,
000523,广州浪奇,5.35,-24.127,0.127,-5.692,0.175,
600319,亚星化学,3.16,-23.95,0.098,-4.645,0.123,
600892,大晟文化,2.52,-23.842,0.054,10.773,0.054,
600209,*ST罗顿,4.39,-22.978,0.088,-11.55,0.107,
002387,维信诺,4.69,-22.886,0.13,-16.237,0.116,
002213,特 尔 佳,1.97,-22.734,0.077,-9.531,0.192,
002011,盾安环境,8.41,-22.509,0.109,-8.219,0.197,
000017,深中华A,3.03,-22.201,0.081,41.234,0.088,
000576,广东甘化,4.36,-21.497,0.042,-55.333,0.251,
000509,华塑控股,8.25,-21.177,0.099,43.39,0.118,
000779,三毛派神,1.86,-20.759,0.091,-15.366,0.172,
600701,*ST工新,7.76,-20.644,0.094,-60.942,0.561,
600189,吉林森工,4.26,-20.61,0.13,-7.407,0.086,
000048,*ST康达,3.85,-20.563,0.077,34.206,0.059,
002586,围海股份,6.94,-20.151,0.079,-5.707,0.072,
002289,宇顺电子,2.59,-19.47,0.083,-23.217,0.123,
600684,珠江实业,8.53,-19.304,0.057,-4.357,0.087,
600880,博瑞传播,7.32,-19.229,0.109,22.229,0.054,
600328,兰太实业,4.38,-18.713,0.064,5.103,0.056,
002769,普路通,2.32,-18.082,0.096,-39.284,0.158,
002164,宁波东力,4.4,-18.002,0.053,-25.94,0.179,
002884,凌霄泵业,0.69,-17.594,0.049,-4.743,0.07,
600818,中路股份,2.38,-17.579,0.08,-7.828,0.136,
002885,京泉华,0.45,-17.528,0.075,-15.615,0.084,
600638,新黄浦,6.73,-17.511,0.155,8.252,0.05,
000014,沙河股份,2.02,-17.404,0.051,-16.921,0.107,
600821,津劝业,4.16,-17.288,0.064,25.359,0.08,
002691,冀凯股份,3.39,-16.593,0.052,-21.341,0.113,
600393,粤泰股份,9.88,-16.411,0.065,-10.387,0.147,
002930,宏川智慧,0.61,-16.394,0.049,-19.621,0.089,
002887,绿茵生态,0.51,-16.347,0.07,-20.283,0.121,
000022,深赤湾Ａ,4.65,-16.159,0.113,-5.186,0.055,
002759,天际股份,1.26,-16.147,0.065,0.389,0.038,
002016,世荣兆业,6.87,-15.73,0.046,-24.325,0.135,
000799,酒鬼酒,3.25,-15.565,0.048,-30.914,0.131,
002492,恒基达鑫,3.98,-15.48,0.051,-1.34,0.068,
002738,中矿资源,1.26,-15.42,0.047,-12.924,0.082,
002562,兄弟科技,4.98,-15.358,0.048,-17.784,0.115,
002494,华斯股份,2.95,-15.353,0.04,-14.913,0.112,
002124,天邦股份,7.92,-15.236,0.052,42.7,0.091,
