,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300945.SZ,300945,C曼卡龙,服饰,True,56.7062,16.61,,0.0
1,300941.SZ,300941,C创识,软件服务,True,34.7737,21.2,,0.0
2,300943.SZ,300943,C春晖,机械基件,True,19.6409,12.57,,0.0
3,300947.SZ,300947,C德必,综合类,True,10.5639,12.95,,0.0
4,600722.SH,600722,金牛化工,化工原料,True,10.0775,38.64,,0.0
5,000069.SZ,000069,华侨城A,旅游景点,True,10.0699,555.37,"华夏基金-农业银行-华夏中证金融资产管理计划
全国社保基金一一四组合
中央汇金资产管理有限责任公司
全国社保基金四一三组合
香港中央结算有限公司(陆股通)",5.0
6,600997.SH,600997,开滦股份,煤炭开采,True,10.0536,130.36,"中融中证煤炭指数分级证券投资基金
中央汇金资产管理有限责任公司
招商中证煤炭等权指数分级证券投资基金
华宝标普中国A股红利机会指数证券投资基金(LOF)
中国信达资产管理股份有限公司",5.0
7,002206.SZ,002206,海利得,化纤,True,10.0446,47.49,"西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂恒昌私募基金
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙)
基本养老保险基金一零零三组合",5.0
8,600916.SH,600916,中国黄金,黄金,True,10.0313,18.95,,0.0
9,600409.SH,600409,三友化工,化工原料,True,10.0228,299.12,"国泰基金管理有限公司-社保基金四二一组合
平安资产-工商银行-平安资产如意28号保险资产管理产品
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",5.0
10,002668.SZ,002668,奥马电器,家用电器,True,10.0179,52.01,"前海开源基金-海通证券-前海开源定增二十二号资产管理计划
上海一村投资管理有限公司-一村盛汇1号私募证券投资基金",2.0
11,601899.SH,601899,紫金矿业,黄金,True,10.0166,2610.2,"中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
全国社保基金一一四组合
全国社保基金一零三组合
香港中央结算有限公司(陆股通)",7.0
12,002254.SZ,002254,泰和新材,化纤,True,10.0108,80.09,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国工商银行-嘉实策略增长混合型证券投资基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-工银瑞信核心价值混合型证券投资基金
全国社保基金四一三组合
香港中央结算有限公司(陆股通)",6.0
13,600392.SH,600392,盛和资源,小金属,True,10.0096,401.23,香港中央结算有限公司(陆股通),1.0
14,605077.SH,605077,华康股份,食品,True,10.0012,26.22,,0.0
15,003037.SZ,003037,三和管桩,水泥,True,10.0,9.42,,0.0
16,600230.SH,600230,沧州大化,农药化肥,True,10.0,56.63,"中央汇金资产管理有限责任公司
北京磐沣投资管理合伙企业(有限合伙)-磐沣嘉利私募证券投资基金",2.0
17,003012.SZ,003012,东鹏控股,陶瓷,True,10.0,31.46,,0.0
18,601225.SH,601225,陕西煤业,煤炭开采,True,10.0,1133.0,"汇添富基金-兴业银行-三峡资本控股有限责任公司
黄河矿业-天风证券-20黄河EB担保及信托财产专户
香港中央结算有限公司(陆股通)",3.0
19,603799.SH,603799,华友钴业,小金属,True,9.9969,1195.06,"中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中国工商银行股份有限公司-广发价值优势混合型证券投资基金
兴业银行股份有限公司-广发稳健优选六个月持有期混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
20,605337.SH,605337,李子园,乳制品,True,9.9914,14.87,,0.0
21,600362.SH,600362,江西铜业,铜,True,9.9913,523.17,"全国社保基金一零九组合
中央汇金资产管理有限责任公司
中国银行-易方达积极成长证券投资基金
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",5.0
22,000488.SZ,000488,晨鸣纸业,造纸,True,9.9902,186.35,"全国社保基金四一八组合
中央汇金资产管理有限责任公司
基本养老保险基金一二零八组合
中信证券股份有限公司-社保基金1106组合",4.0
23,601015.SH,601015,陕西黑猫,焦炭加工,True,9.9897,174.06,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
24,002092.SZ,002092,中泰化学,化工原料,True,9.9893,219.78,"广州市玄元投资管理有限公司-玄元六度元宝8号私募投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
25,003038.SZ,003038,鑫铂股份,铝,True,9.9846,7.62,,0.0
26,601168.SH,601168,西部矿业,铜,True,9.9802,396.53,"上海高毅资产管理合伙企业(有限合伙)-高毅-晓峰1号睿远证券投资基金
海通资管-民生-海通海汇系列-星石1号集合资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中央汇金资产管理有限责任公司
中国对外经济贸易信托有限公司-外贸信托-高毅晓峰鸿远集合资金信托计划",5.0
27,000830.SZ,000830,鲁西化工,农药化肥,True,9.9791,230.73,"全国社保基金一一七组合
招商银行股份有限公司-汇添富绝对收益策略定期开放混合型发起式证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
基本养老保险基金一二零二组合
中央汇金资产管理有限责任公司
基本养老保险基金三零三组合
香港中央结算有限公司(陆股通)",8.0
28,603128.SH,603128,华贸物流,仓储物流,True,9.9742,167.48,"珠海回声资产管理有限公司-回声1号私募基金
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金
易方达基金-招商银行-易方达聚祥分级资产管理计划
招商银行股份有限公司-富国科创主题3年封闭运作灵活配置混合型证券投资基金
全国社保基金五零二组合
香港中央结算有限公司(陆股通)",6.0
29,000960.SZ,000960,锡业股份,小金属,True,9.9681,230.12,"农银汇理(上海)资产-农业银行-华宝信托-投资(6)号集合资金信托计划
全国社保基金一零九组合
中国银行-易方达积极成长证券投资基金
农银汇理(上海)资产-农业银行-华宝信托-投资【6】号集合资金信托计划
香港中央结算有限公司(陆股通)",5.0
30,000918.SZ,000918,嘉凯城,全国地产,True,9.9291,111.86,香港中央结算有限公司(陆股通),1.0
31,000949.SZ,000949,新乡化纤,化纤,True,9.9125,47.39,中原资产管理有限公司,1.0
32,600549.SH,600549,厦门钨业,小金属,True,8.6414,318.19,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
33,600160.SH,600160,巨化股份,化工原料,True,8.5271,264.58,"汇添富基金-俞红-汇添富-添富牛190号单一资产管理计划
香港中央结算有限公司(陆股通)",2.0
34,300083.SZ,300083,创世纪,元器件,True,8.0156,181.42,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
招商银行股份有限公司-兴全合润分级混合型证券投资基金",3.0
35,002318.SZ,002318,久立特材,特种钢,True,7.7086,145.22,"中国银行股份有限公司-富国创新趋势股票型证券投资基金
中国工商银行股份有限公司-易方达价值精选混合型证券投资基金
中国工商银行股份有限公司-富国高新技术产业混合型证券投资基金
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金
中泰证券资管-招商银行-中泰星河12号集合资产管理计划
中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
全国社保基金四一三组合
香港中央结算有限公司(陆股通)",8.0
36,603100.SH,603100,川仪股份,电器仪表,True,7.6586,58.3,,0.0
37,600532.SH,600532,未来股份,商贸代理,True,7.5703,77.0,,0.0
38,300121.SZ,300121,阳谷华泰,化工原料,True,7.5524,55.41,"中国工商银行股份有限公司-诺安先锋混合型证券投资基金
中国建设银行股份有限公司-银华核心价值优选混合型证券投资基金
济南纾困盛鲁股权投资基金合伙企业(有限合伙)",3.0
39,600028.SH,600028,中国石化,石油加工,True,7.4341,4280.99,"中央汇金资产管理有限责任公司
中国工商银行-上证50交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",3.0
40,300415.SZ,300415,伊之密,专用机械,True,7.3554,77.65,"中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)
中国建设银行股份有限公司-融通新能源汽车主题精选灵活配置混合型证券投资基金
兴业银行股份有限公司-天弘永利债券型证券投资基金
施罗德投资管理(香港)有限公司-施罗德环球基金系列中国优势(交易所)",4.0
41,603010.SH,603010,万盛股份,化工原料,True,7.3544,113.94,上海浦东发展银行股份有限公司-广发高端制造股票型发起式证券投资基金,1.0
42,600111.SH,600111,北方稀土,小金属,True,7.3522,732.06,"包钢集团-银河证券-20包集EB担保及信托财产专户
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",4.0
43,601677.SH,601677,明泰铝业,铝,True,7.2773,109.53,"金鹰基金-浦发银行-云南国际信托-云信富春12号单一资金信托
中科沃土基金-浦发银行-云南信托-云信智兴2017-514号单一资金信托
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金",3.0
44,002353.SZ,002353,杰瑞股份,化工机械,True,7.197,341.33,"全国社保基金四一八组合
全国社保基金一一四组合
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",4.0
45,000703.SZ,000703,恒逸石化,化纤,True,7.1817,600.01,"华润深国投信托有限公司-华润信托·华颖6号单一资金信托
南华基金-浙商银行-南华基金鑫华1号资产管理计划
华能贵诚信托有限公司-华能信托·锦溢欣诚集合资金信托计划
长安国际信托股份有限公司-长安信托-恒逸石化第三期员工持股集合资金信托计划
汇安基金-浙商银行-汇安基金-湖畔1号资产管理计划
西藏信托有限公司-西藏信托-泓景19号集合资金信托计划
香港中央结算有限公司(陆股通)",7.0
46,002010.SZ,002010,传化智联,仓储物流,True,7.1786,204.33,"上海陆家嘴股权投资基金合伙企业(有限合伙)
长安财富-广发银行-长安资产·传化物流股权投资专项资产管理计划
华安未来资产-工商银行-传化集团专项资产管理计划
香港中央结算有限公司(陆股通)",4.0
47,600096.SH,600096,云天化,农药化肥,True,7.1618,109.93,"全国社保基金一零七组合
中国长城资产管理股份有限公司",2.0
48,600177.SH,600177,雅戈尔,服饰,True,6.7839,393.47,"昆仑信托有限责任公司-昆仑信托·添盈投资一号集合资金信托计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
49,002571.SZ,002571,德力股份,玻璃,True,6.627,37.3,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金,1.0
50,002698.SZ,002698,博实股份,化工机械,True,6.5649,115.49,"国海证券-浦发银行-国海证券虑远1058号集合资产管理计划
香港中央结算有限公司(陆股通)",2.0
51,600219.SH,600219,南山铝业,铝,True,6.4439,532.99,"全国社保基金一一四组合
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",4.0
52,600989.SH,600989,宝丰能源,化工原料,True,6.4201,413.21,"全国社保基金一一八组合
中国建设银行股份有限公司-银华同力精选混合型证券投资基金
基本养老保险基金一五零六一组合
中国银行股份有限公司-银华优质增长混合型证券投资基金
上海绿山投资中心(有限合伙)-绿山投资中国优势私募证券投资基金
香港中央结算有限公司(陆股通)",6.0
53,000708.SZ,000708,中信特钢,特种钢,True,6.1432,445.99,"全国社保基金一零八组合
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",3.0
54,600259.SH,600259,广晟有色,小金属,True,6.1175,119.36,"上海珺容投资管理有限公司-珺容战略资源1号基金
中国工商银行股份有限公司-南方中证申万有色金属交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
中国东方资产管理股份有限公司海南省分公司",4.0
55,002001.SZ,002001,新和成,化学制药,True,6.0005,906.93,"全国社保基金一零五组合
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
全国社保基金一一四组合
中央汇金资产管理有限责任公司
兴全基金-兴业银行-兴全-有机增长1号特定多客户资产管理计划
上海重阳战略投资有限公司-重阳战略汇智基金
香港中央结算有限公司(陆股通)",7.0
56,000893.SZ,000893,亚钾国际,农药化肥,True,5.8058,42.26,"中国工商银行-华安安信消费服务股票型证券投资基金
中国建设银行股份有限公司-信达澳银匠心臻选两年持有期混合型证券投资基金",2.0
57,002472.SZ,002472,双环传动,机械基件,True,5.7671,54.03,,0.0
58,600908.SH,600908,无锡银行,银行,True,5.7103,130.82,"华能贵诚信托有限公司-华能信托·鸿源锡诚1号集合资金信托计划
国联信托股份有限公司",2.0
59,002648.SZ,002648,卫星石化,化工原料,True,5.6694,515.69,"长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金
鹏华基金管理有限公司-社保基金16051组合
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
香港中央结算有限公司(陆股通)",4.0
60,600623.SH,600623,华谊集团,汽车配件,True,5.5723,130.54,"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
平安基金-平安银行-深圳平安大华汇通财富管理有限公司",3.0
61,600295.SH,600295,鄂尔多斯,小金属,True,5.4859,87.83,香港中央结算有限公司(陆股通),1.0
62,600166.SH,600166,福田汽车,汽车整车,True,5.483,265.64,中央汇金资产管理有限责任公司,1.0
63,600054.SH,600054,黄山旅游,旅游景点,True,5.3684,51.38,,0.0
64,002867.SZ,002867,周大生,服饰,True,5.2477,259.55,"招商银行股份有限公司-安信价值回报三年持有期混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
全国社保基金一零一组合
招商银行股份有限公司-东方阿尔法精选灵活配置混合型发起式证券投资基金",6.0
65,600308.SH,600308,华泰股份,造纸,True,5.0788,70.05,国寿安保基金-中国人寿保险股份有限公司-万能险-国寿股份委托国寿安保红利增长股票组合单一资产管理计划,1.0
66,600019.SH,600019,宝钢股份,普钢,True,4.9927,1588.18,"中央汇金资产管理有限责任公司
北京首钢基金有限公司
香港中央结算有限公司(陆股通)",3.0
67,600141.SH,600141,兴发集团,化工原料,True,4.7759,121.94,"全国社保基金一零七组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
挪威中央银行-自有资金",4.0
68,002027.SZ,002027,分众传媒,影视音像,True,4.7193,1889.04,"中金公司-阿里网络-祥瑞1号定向资产管理计划
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
中国工商银行股份有限公司-富国创新科技混合型证券投资基金
全国社保基金四一六组合
香港中央结算有限公司(陆股通)",5.0
69,603260.SH,603260,合盛硅业,化工原料,True,4.6512,506.52,"上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
香港中央结算有限公司(陆股通)",2.0
70,600746.SH,600746,江苏索普,化工原料,True,4.5977,30.5,,0.0
71,002484.SZ,002484,江海股份,元器件,True,4.4801,94.76,"招商银行股份有限公司-信达澳银研究优选混合型证券投资基金
南通招商江海产业发展基金合伙企业(有限合伙)
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中央汇金资产管理有限责任公司",4.0
72,000009.SZ,000009,中国宝安,综合类,True,4.4172,217.17,"全国社保基金五零三组合
全国社保基金四零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
广东粤财信托有限公司-粤财信托·腾鑫1号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)",5.0
73,000807.SZ,000807,云铝股份,铝,True,4.3295,278.02,"中国建设银行股份有限公司-国泰国证有色金属行业指数分级证券投资基金
全国社保基金四零三组合
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",5.0
74,000902.SZ,000902,新洋丰,农药化肥,True,4.2971,264.9,"广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金
长安国际信托股份有限公司-长安信托-新洋丰员工持股集合资金信托计划
基本养老保险基金一零零三组合
全国社保基金五零二组合
香港中央结算有限公司(陆股通)",5.0
75,002967.SZ,002967,广电计量,综合类,True,4.2359,73.67,"汇添富基金管理股份有限公司-社保基金四二三组合
中国建设银行股份有限公司-易方达国防军工混合型证券投资基金
招商银行股份有限公司-广发新经济混合型发起式证券投资基金
中国工商银行-广发稳健增长证券投资基金
富达管理及研究公司有限责任公司-富达新兴亚洲基金(交易所)
基本养老保险基金一二零五组合
中国工商银行-广发聚丰混合型证券投资基金
全国社保基金五零一组合",8.0
76,601166.SH,601166,兴业银行,银行,True,4.0916,5439.31,香港中央结算有限公司(陆股通),1.0
77,003022.SZ,003022,联泓新科,化工原料,True,3.9716,54.01,,0.0
78,600426.SH,600426,华鲁恒升,农药化肥,True,3.963,821.44,"全国社保基金一零八组合
全国社保基金一一七组合
汇添富基金管理股份有限公司-社保基金1103组合
博时主题行业混合型证券投资基金(LOF)
中央汇金资产管理有限责任公司
汇添富价值精选混合型证券投资基金
全国社保基金一零六组合
兴全合宜灵活配置混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)",9.0
79,603337.SH,603337,杰克股份,纺织机械,True,3.9456,169.79,"兴业国际信托有限公司-杰克股份1号员工持股集合资金信托
中国农业银行-大成创新成长混合型证券投资基金
大成基金管理有限公司-社保基金1101组合
中国农业银行股份有限公司-大成睿享混合型证券投资基金
大成基金管理有限公司-社保基金17011组合
香港中央结算有限公司(陆股通)",6.0
80,002145.SZ,002145,中核钛白,化工原料,True,3.8803,149.08,"珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
81,002064.SZ,002064,华峰化学,化纤,True,3.8462,316.61,"上海高毅资产管理合伙企业(有限合伙)-高毅利伟精选唯实基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
交通银行股份有限公司-易方达高端制造混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
招商银行股份有限公司-兴全合润分级混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)",7.0
82,300211.SZ,300211,亿通科技,通信设备,True,3.831,31.39,中央汇金资产管理有限责任公司,1.0
83,600486.SH,600486,扬农化工,农药化肥,True,3.7707,519.39,"中国银行股份有限公司-工银瑞信核心价值混合型证券投资基金
基本养老保险基金三零八组合
上海浦东发展银行股份有限公司-易方达裕丰回报债券型证券投资基金
中国工商银行股份有限公司-易方达安心回报债券型证券投资基金
全国社保基金一零三组合
全国社保基金一零六组合
香港中央结算有限公司(陆股通)",7.0
84,600754.SH,600754,锦江酒店,酒店餐饮,True,3.6812,478.84,"招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
华安未来资产-工商银行-安信信托股份有限公司
中国银行-华夏大盘精选证券投资基金
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国长城资产管理股份有限公司
香港中央结算有限公司(陆股通)
弘毅(上海)股权投资基金中心(有限合伙)
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)",8.0
85,601636.SH,601636,旗滨集团,玻璃,True,3.5422,408.3,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金
全国社保基金四一八组合
全国社保基金一一四组合
中信证券-中信银行-中信证券卓越成长两年持有期混合型集合资产管理计划
中信证券股份有限公司-社保基金1106组合
香港中央结算有限公司(陆股通)",7.0
86,002078.SZ,002078,太阳纸业,造纸,True,3.425,520.7,"全国社保基金一零八组合
博时基金管理有限公司-社保基金16011组合
全国社保基金一一八组合
中国农业银行股份有限公司-中邮核心成长混合型证券投资基金
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
中国工商银行股份有限公司-中欧消费主题股票型证券投资基金
基本养老保险基金一二零六组合
基本养老保险基金一二零一组合
香港中央结算有限公司(陆股通)",9.0
87,600352.SH,600352,浙江龙盛,染料涂料,True,3.1232,590.81,"中央汇金资产管理有限责任公司
国泰君安君得鑫两年持有期混合型集合资产管理计划
香港中央结算有限公司(陆股通)",3.0
88,300441.SZ,300441,鲍斯股份,机床制造,True,3.1189,66.72,"深圳前海粤资基金管理有限公司-粤资价值成长壹号证券投资私募基金
聚惠(深圳)基金管理有限公司-聚惠3号私募基金
聚惠(深圳)基金管理有限公司-聚惠7号私募基金
金鹰基金-浦发银行-金鹰穗盈定增243号资产管理计划
深圳前海粤资基金管理有限公司-粤资价值成长3号私募证券投资基金",5.0
89,600063.SH,600063,皖维高新,化纤,True,3.0806,83.78,"安徽中安资本管理有限公司-中安定增利1号私募投资基金
鹏华基金-邮储银行-建信资本管理有限公司
鹏华基金-招商银行-中山证券有限责任公司",3.0
90,603703.SH,603703,盛洋科技,通信设备,True,2.9366,30.6,,0.0
91,603225.SH,603225,新凤鸣,化纤,True,2.9096,314.38,,0.0
