,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300785.SZ,300785,值得买,互联网,11.0,116.74,,15.57亿
1,603256.SH,603256,宏和科技,玻璃,7.0,12.43,,10.91亿
2,300786.SZ,300786,国林环保,环境保护,5.0,60.35,,8.06亿
3,002903.SZ,002903,宇环数控,机床制造,4.0,18.46,"工业自动化, 小米概念股, 智能制造, 机器人, ",12.18亿
4,603983.SH,603983,丸美股份,日用化工,3.0,39.37,,16.14亿
5,688022.SH,688022,瀚川智能,专用机械,2.0,66.97,,16.36亿
6,002957.SZ,002957,科瑞技术,专用机械,2.0,26.3,,10.78亿
7,300684.SZ,300684,中石科技,化工原料,2.0,21.42,"5G, 高送转-预期, 华为产业链, 高送转-填权, ",21.02亿
8,603687.SH,603687,大胜达,广告包装,2.0,12.8,,6.4亿
9,000890.SZ,000890,法尔胜,多元金融,2.0,5.65,"5G, 供应链金融, 京东金融概念股, 独角兽, ",21.45亿
10,603258.SH,603258,电魂网络,互联网,1.0,24.68,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",28.76亿
11,603279.SH,603279,景津环保,环境保护,1.0,21.48,,8.7亿
12,300585.SZ,300585,奥联电子,汽车配件,1.0,19.4,"汽车零部件, ",16.07亿
13,600695.SH,600695,绿庭投资,多元金融,1.0,6.28,"壳公司, ",23.01亿
14,603300.SH,603300,华铁科技,钢加工,1.0,7.92,"雄安新区, 雄安-工程基建, 举牌股, 国资入股, ",36.0亿
15,600318.SH,600318,新力金融,多元金融,1.0,7.29,"安徽国企改革, 互联网金融, 国产软件, ",35.28亿
16,600069.SH,600069,银鸽投资,造纸,1.0,2.44,"债转股-AMC, 高质押率, 医药, 创新药, 低价股, 造纸, 半导体, ",39.62亿
17,688016.SH,688016,心脉医疗,医疗保健,1.0,178.52,,24.96亿
18,300731.SZ,300731,科创新源,橡胶,1.0,20.59,"高送转-预期, 华为产业链, 汽车零部件, 创投, ",16.93亿
19,603189.SH,603189,网达软件,软件服务,1.0,19.57,"直播/短视频, 人工智能, 智慧城市, 国产软件, 国产操作系统, 独角兽, ",21.55亿
20,000416.SZ,000416,民生控股,多元金融,1.0,6.64,"金改, 期货概念, 壳公司, ",35.3亿
21,300492.SZ,300492,山鼎设计,建筑施工,1.0,25.72,"新零售, 跨境电商, 年报季报, 装修装饰, 体育产业, ",9.29亿
22,000567.SZ,000567,海德股份,多元金融,1.0,9.35,"债转股-AMC, 高质押率, 海南自由贸易港, 自贸区, 自由贸易港, 海南, ",20.37亿
23,300275.SZ,300275,梅安森,软件服务,1.0,10.32,"社保重仓, 雄安-智慧城市, 智能仪表, 环保, 雄安新区, 污水处理, 智慧城市, 智慧安防, 资产重组, 壳公司, ",12.14亿
24,300178.SZ,300178,腾邦国际,旅游服务,1.0,6.0,"主题公园, 人民币升值受益, 阿里巴巴概念股, 旅游, 供应链金融, 债转股-AMC, 定增破发, 互联网金融, 移动支付, 股权转让, 国资入股, ",35.08亿
25,300023.SZ,300023,宝德股份,专用机械,1.0,8.21,"页岩气, 工业自动化, 智能制造, 壳公司, 强势人气股, ",11.86亿
26,002917.SZ,002917,金奥博,化工原料,1.0,14.37,"高送转-预期, 高送转-填权, 智能制造, 工业互联网, 民爆, 机器人, ",7.79亿
27,002691.SZ,002691,冀凯股份,专用机械,1.0,8.03,"京津冀, ",27.23亿
28,002653.SZ,002653,海思科,化学制药,1.0,17.79,"回购, 医药, 创新药, 化学药, 医疗器械, 西藏, ",81.01亿
29,002592.SZ,002592,八菱科技,汽车配件,1.0,14.96,"回购, 汽车零部件, 燃料电池, 广西, 工业大麻, ",36.76亿
30,002587.SZ,002587,奥拓电子,元器件,1.0,6.57,"雄安-金融, 雄安新区, 区块链, 足球, LED, 体育产业, 无人银行, ",25.4亿
31,002517.SZ,002517,恺英网络,互联网,1.0,3.16,"回购, 直播/短视频, 区块链, 电竞, VR&AR, 游戏, 手游, 动漫, ",66.97亿
32,002354.SZ,002354,天神娱乐,互联网,1.0,3.27,"定增破发, 海南自由贸易港, 互联网金融, 自贸区, 自由贸易港, 独角兽, 游戏, 手游, ",22.52亿
33,002134.SZ,002134,天津普林,元器件,1.0,8.34,"PCB板, 债转股-AMC, 天津国企改革, ",20.5亿
34,002020.SZ,002020,京新药业,化学制药,1.0,13.67,"回购, 参股券商, 医药, 化学药, 迈瑞医疗概念股, ",80.45亿
35,000993.SZ,000993,闽东电力,水力发电,1.0,8.24,"水电, 电改, 风电, 宁德时代概念股, 债转股-AMC, 稀土磁材, 锂电池, 新能源汽车, 强势人气股, ",30.74亿
36,300309.SZ,300309,吉艾科技,多元金融,1.0,6.44,"油气改革, 页岩气, 债转股-AMC, 资产重组, ",44.79亿
