,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
355,000859.SZ,国风塑业,塑料,8.0,11.0,7.82,9.9668,489424.8618
2240,600131.SH,岷江水电,水力发电,5.0,5.0,10.002,10.0442,406435.9542
2783,600776.SH,东方通信,通信设备,4.0,9.0,9.326,9.9921,2662460.1782
124,000531.SZ,穗恒运A,火力发电,4.0,5.0,8.077,10.0709,531622.6372
1025,002565.SZ,顺灏股份,造纸,4.0,4.0,9.994,9.9537,650595.1149
122,000529.SZ,广弘控股,食品,3.0,5.0,6.825,10.0639,392650.3358
128,000536.SZ,华映科技,元器件,3.0,4.0,8.455,10.1399,631053.2223
1747,300362.SZ,天翔环境,环境保护,3.0,4.0,8.417,10.099,172680.8287
2199,600086.SH,东方金钰,服饰,3.0,4.0,8.191,10.0244,475580.2572
3069,601700.SH,风范股份,电气设备,3.0,10.0,6.511,10.0251,994977.696
2243,600135.SH,乐凯胶片,化工原料,3.0,5.0,6.631,9.9617,321145.8838
1708,300322.SZ,硕贝德,通信设备,2.0,2.0,10.02,10.023,528484.9824
1845,300461.SZ,田中精机,专用机械,2.0,2.0,10.025,10.024,213397.056
2024,300647.SZ,超频三,元器件,2.0,4.0,5.999,9.9736,130421.9475
1112,002652.SZ,扬子新材,其他建材,2.0,5.0,5.12,10.1053,266482.4118
1905,300521.SZ,爱司凯,专用机械,2.0,10.0,3.847,10.0,87030.9969
1937,300555.SZ,路通视信,通信设备,2.0,4.0,7.783,9.9902,104455.9708
919,002458.SZ,益生股份,农业综合,2.0,6.0,7.798,9.9885,597832.4464
3130,603000.SH,人民网,互联网,2.0,2.0,9.991,10.0,1447349.5923
896,002435.SZ,长江润发,化学制药,2.0,2.0,10.012,9.9379,213822.4768
1958,300578.SZ,会畅通讯,通信设备,1.0,1.0,10.019,10.0189,105632.9651
3403,603618.SH,杭电股份,电气设备,1.0,2.0,5.198,10.0358,421748.6125
3330,603389.SH,亚振家居,家居用品,1.0,1.0,9.978,9.9783,63841.44
1967,300587.SZ,天铁股份,橡胶,1.0,1.0,10.0,10.0,106002.9861
