,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,300722.SZ,新余国科,专用机械,19.9936,75.02,135.2,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金"
1,300064.SZ,豫金刚石,矿物制品,12.32,7.02,133.24,
2,300301.SZ,长方集团,半导体,20.0393,6.11,128.58,
3,300318.SZ,博晖创新,医疗保健,9.5238,21.16,107.29,中央汇金资产管理有限责任公司
4,300313.SZ,天山生物,农业综合,20.0095,25.19,106.58,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金"
5,300675.SZ,建科院,建筑工程,20.0076,31.55,87.33,
6,300062.SZ,中能电气,电气设备,19.9774,10.63,70.32,
7,002132.SZ,恒星科技,钢加工,9.9788,5.18,65.43,"上海般胜投资管理有限公司-般胜进取1号私募证券投资基金
上海融儒资产管理有限公司-融儒价值2号私募证券投资基金
河南克瑞德资产管理有限公司-恒盈1号私募证券投资基金"
8,300713.SZ,英可瑞,电气设备,19.9909,26.23,64.59,"深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金
深圳科乐投资管理企业(有限合伙)-科乐长虹私募证券投资基金"
9,300447.SZ,全信股份,电气设备,19.9793,23.24,60.23,"泰达宏利基金-平安银行-泰达宏利价值成长定向增发698号资产管理计划
中国建设银行股份有限公司-长信国防军工量化灵活配置混合型证券投资基金
中意资管-招商银行-中意资产-招商银行-定增精选43号资产管理产品
中央汇金资产管理有限责任公司"
10,603976.SH,正川股份,医疗保健,10.0029,76.43,60.0,"中国工商银行股份有限公司-汇添富医药保健混合型证券投资基金
中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金"
11,300471.SZ,厚普股份,专用机械,15.2241,14.91,53.33,"上海阿杏投资管理有限公司-阿杏锦绣私募证券投资基金
上海阿杏投资管理有限公司-阿杏锦绣私募证券投资基金"
12,300358.SZ,楚天科技,医疗保健,20.027,17.8,50.73,"湖南省财信资产管理有限公司
中央汇金资产管理有限责任公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
西藏德传投资管理有限公司-德传附子证券投资基金"
13,300424.SZ,航新科技,航空,9.9399,27.43,50.38,"北京开元国创恒誉资产管理有限公司-开元国创恒誉穿云航空产业1号私募证券投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金"
14,300501.SZ,海顺新材,广告包装,20.0169,28.48,48.33,
15,601633.SH,长城汽车,汽车整车,10.0091,24.07,42.8,"保定创新长城资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零三组合
中国建设银行股份有限公司-嘉实新消费股票型证券投资基金
保定创新长城资产管理有限公司
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一零三组合
中国建设银行股份有限公司-嘉实新消费股票型证券投资基金"
16,300797.SZ,钢研纳克,电器仪表,20.0106,22.73,41.35,
17,300687.SZ,赛意信息,软件服务,13.0684,27.6,38.4,"中国建设银行-华夏红利混合型开放式证券投资基金
珠海高瓴天成股权投资基金(有限合伙)
珠海高瓴天成股权投资基金(有限合伙)"
18,300050.SZ,世纪鼎利,软件服务,20.0599,8.02,34.65,
19,300489.SZ,中飞股份,铝,19.9909,52.58,33.46,"深圳市前海富银城投基金管理有限公司
中国农业银行-华夏平稳增长混合型证券投资基金
深圳市前海富银城投基金管理有限公司
中国农业银行-华夏平稳增长混合型证券投资基金
广东粤财信托有限公司-粤财信托·物朴2号定增基金集合资金信托计划"
20,300392.SZ,腾信股份,互联网,10.9502,12.26,32.75,青岛浩基资产管理有限公司
21,300742.SZ,越博动力,汽车配件,19.9933,36.01,31.75,"伊犁苏新投资基金合伙企业(有限合伙)
上海汉王歌石股权投资基金合伙企业(有限合伙)
上海歌石股权投资基金合伙企业(有限合伙)
伊犁苏新投资基金合伙企业(有限合伙)
招商证券股份有限公司-平安中证新能源汽车产业交易型开放式指数证券投资基金
上海汉王歌石股权投资基金合伙企业(有限合伙)
上海歌石股权投资基金合伙企业(有限合伙)"
22,600211.SH,西藏药业,中成药,10.0025,88.64,31.3,"中国银行股份有限公司-华夏鼎沛债券型证券投资基金
全国社保基金四零三组合"
23,300437.SZ,清水源,化工原料,9.6041,14.95,31.05,"中国工商银行-广发聚富开放式证券投资基金
中国工商银行股份有限公司-广发多策略灵活配置混合型证券投资基金"
24,300116.SZ,保力新,电气设备,12.8852,4.03,30.8,"华润深国投信托有限公司-华润信托·招利13号单一资金信托
上海国泰君安君彤投资管理有限公司-君彤二期投资基金
深圳市招商平安资产管理有限责任公司
华润深国投信托有限公司-华润信托·招利13号单一资金信托"
25,300008.SZ,天海防务,船舶,11.8705,9.33,30.62,"东方富华(北京)投资基金管理有限公司-东方富华-上海佳豪专项资产管理计划
东方富华(北京)投资基金管理有限公司-东方富华-上海佳豪专项资产管理计划"
26,300791.SZ,仙乐健康,医疗保健,10.4006,103.07,23.11,"上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金
珠海横琴长乐汇资本管理有限公司-专享1号私募证券投资基金
基本养老保险基金一二零一组合
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
中国工商银行股份有限公司-中欧远见两年定期开放混合型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
上海盘京投资管理中心(有限合伙)-盘京天道7期私募证券投资基金
中国农业银行-华夏平稳增长混合型证券投资基金
中国建设银行股份有限公司-中欧明睿新常态混合型证券投资基金
珠海横琴长乐汇资本管理有限公司-专享1号私募证券投资基金"
27,600189.SH,吉林森工,软饮料,10.0334,6.58,22.7,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司"
28,002919.SZ,名臣健康,日用化工,10.0084,52.21,22.29,
