,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300777.SZ,300777,中简科技,化纤,11.0,24.92,,9.97亿
1,300775.SZ,300775,三角防务,航空,8.0,18.25,,9.04亿
2,603982.SH,603982,泉峰汽车,汽车配件,7.0,27.49,,13.74亿
3,300779.SZ,300779,惠城环保,环境保护,7.0,38.15,,9.54亿
4,300748.SZ,300748,金力永磁,元器件,7.0,59.7,"稀土磁材, ",24.84亿
5,603327.SH,603327,福蓉科技,元器件,6.0,21.56,,11.0亿
6,300184.SZ,300184,力源信息,元器件,5.0,11.0,"回购, 物联网, 北斗导航, 高送转-填权, 半导体, 共享经济, 智慧安防, 独角兽, ",60.69亿
7,002953.SZ,002953,日丰股份,电气设备,4.0,38.35,"次新股, ",16.5亿
8,603739.SH,603739,蔚蓝生物,农业综合,4.0,38.87,"动物保健, 燃料乙醇, ",15.03亿
9,600463.SH,600463,空港股份,园区开发,4.0,11.14,"机场, 北京城市规划, 军工, 军民融合, 房地产, 雄安新区, 雄安-工程基建, 京津冀, 科创板概念股, ",33.42亿
10,600354.SH,600354,敦煌种业,种植业,4.0,7.7,"棉花, 农业种植, ",40.64亿
11,600371.SH,600371,万向德农,种植业,3.0,11.92,"转基因, 乡村振兴, 万达系, 农业种植, 独角兽, 蚂蚁金服概念股, ",26.83亿
12,601975.SH,601975,招商南油,水运,3.0,4.09,"航运, 年报季报, ST摘帽, ",77.65亿
13,603701.SH,603701,德宏股份,汽车配件,3.0,20.44,"汽车零部件, 稀土磁材, ",29.23亿
14,002902.SZ,002902,铭普光磁,元器件,3.0,32.64,"5G, 光通信, 华为产业链, 高送转, ",23.59亿
15,603727.SH,603727,博迈科,石油开采,2.0,18.65,"油服, 海工装备, 回购, 页岩气, 天然气, ",17.69亿
16,603697.SH,603697,有友食品,食品,2.0,22.73,"次新股, 食品, 休闲食品, ",18.07亿
17,603619.SH,603619,中曼石油,石油开采,2.0,18.4,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",26.37亿
18,300526.SZ,300526,中潜股份,专用机械,2.0,16.04,"纺织服装, 智能制造, 机器人, 体育产业, ",9.64亿
19,600617.SH,600617,国新能源,供气供热,2.0,6.5,"油气改革, 天然气, 山西国企改革, 雄安-公共服务, 雄安新区, ",63.37亿
20,603266.SH,603266,天龙股份,塑料,2.0,13.92,,6.82亿
21,600525.SH,600525,长园集团,电气设备,2.0,6.31,"特高压, 特斯拉, 粤港澳大湾区, 新能源汽车, 充电桩, ",82.39亿
22,000586.SZ,000586,汇源通信,通信设备,2.0,14.59,"5G, 光通信, 举牌股, 智慧安防, 壳公司, ",28.22亿
23,002828.SZ,002828,贝肯能源,石油开采,2.0,14.25,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, ",14.09亿
24,002428.SZ,002428,云南锗业,小金属,2.0,8.46,"有色金属, 光伏, LED, ",54.51亿
25,300095.SZ,300095,华伍股份,机械基件,2.0,7.02,"大飞机, 风电, 军工, 军民融合, 股权转让, 高铁轨交, 国资入股, 壳公司, ",19.33亿
26,002554.SZ,002554,惠博普,石油开采,2.0,3.96,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 股权转让, 国资入股, ",30.47亿
27,002696.SZ,002696,百洋股份,渔业,2.0,7.23,"教育, 社保重仓, 业绩预增, 定增破发, 广西, ",15.42亿
28,002049.SZ,002049,紫光国微,元器件,1.0,45.11,"物联网, 移动支付, 半导体, 高校系, 国产芯片, ",
29,002079.SZ,002079,苏州固锝,半导体,1.0,8.16,"业绩预增, 军工, 军民融合, 物联网, 半导体, 苹果产业链, 国产芯片, 共享经济, 资产重组, ",59.26亿
