,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605117.SH,605117,N德业,家用电器,True,2.0,10.0106,10.01060445387063,4.39667756355932,22.13,,0.0
1,300977.SZ,300977,N瑞捷,建筑工程,True,1.0,-10.3725,11.57295996499672,1.1892463156899808,10.24,,0.0
2,300983.SZ,300983,N尤安,建筑工程,True,0.0,-10.0185,11.133897291292838,0.6884920706062928,23.41,,0.0
3,300302.SZ,300302,同有科技,软件服务,True,1.0,-4.9909,36.21755253399257,0.5498135187713313,35.88,国新融智基金管理(北京)有限公司-北京海国合创共享股权投资基金管理中心(有限合伙),1.0
4,300973.SZ,300973,C立高,食品,True,1.0,7.9137,16.50485436893203,0.47947711764705914,43.36,,0.0
5,000950.SZ,000950,重药控股,医药商业,True,0.0,3.1311,6.680161943319818,0.46871618181818325,91.07,,0.0
6,000158.SZ,000158,常山北明,纺织,True,1.0,-6.8143,21.78423236514522,0.4556093523809526,86.07,,0.0
7,603093.SH,603093,南华期货,多元金融,True,1.0,10.0317,25.488776249094848,0.39357323011363654,19.13,"中国银行股份有限公司-南方中证全指证券公司交易型开放式指数证券投资基金
中国银行股份有限公司-招商中证全指证券公司指数分级证券投资基金
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金",4.0
8,002737.SZ,002737,葵花药业,中成药,True,0.0,5.2867,13.483146067415719,0.39209691666666696,76.26,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国中证红利指数增强型证券投资基金
中央汇金资产管理有限责任公司",3.0
9,002728.SZ,002728,特一药业,中成药,True,1.0,10.0352,26.518218623481783,0.37842662595419846,15.89,,0.0
10,603998.SH,603998,方盛制药,中成药,True,2.0,10.0539,27.178423236514515,0.3699221221374047,26.32,,0.0
11,603387.SH,603387,基蛋生物,医疗保健,True,0.0,7.7236,23.749166110740493,0.3252156292134832,96.58,"香港中央结算有限公司(陆股通)
全国社保基金五零三组合
华泰紫金(江苏)股权投资基金(有限合伙)",3.0
12,002063.SZ,002063,远光软件,软件服务,True,1.0,-6.25,31.147540983606547,0.3199482105263159,91.29,,0.0
13,603178.SH,603178,圣龙股份,汽车配件,True,1.0,10.0446,31.466666666666665,0.3192139830508475,19.81,,0.0
14,600185.SH,600185,格力地产,区域地产,True,1.0,10.0583,32.68892794376097,0.3076974569892474,155.61,,0.0
15,600178.SH,600178,东安动力,汽车配件,True,1.0,-6.9913,32.835820895522374,0.30538295454545467,34.42,,0.0
16,605086.SH,605086,龙高股份,矿物制品,True,4.0,9.9955,33.09935205183585,0.3025648352365416,7.89,,0.0
17,002852.SZ,002852,道道全,食品,True,1.0,-1.991,33.30479452054795,0.30131697686375314,31.34,,0.0
18,002961.SZ,002961,瑞达期货,多元金融,True,0.0,4.9819,16.59959758551308,0.3001217333333333,25.19,"上海纯达资产管理有限公司-纯达飞鹰1号私募证券投资基金
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
上海蓝墨投资管理有限公司-蓝墨专享5号私募证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金
常州常投云信产业投资基金合伙企业(有限合伙)
上海蓝墨投资管理有限公司-蓝墨瑞六号私募投资基金
上海一村投资管理有限公司-一村扬帆9号私募证券投资基金",7.0
19,002111.SZ,002111,威海广泰,航空,True,0.0,-2.064,29.63210702341137,0.299553453724605,64.18,,0.0
20,002688.SZ,002688,金河生物,化学制药,True,1.0,9.9511,33.46534653465347,0.29735535502958577,42.09,"上银基金-浦发银行-上银基金财富51号资产管理计划
上海嘉恳资产管理有限公司-嘉恳兴丰16号私募证券投资基金",2.0
21,601512.SH,601512,中新集团,园区开发,True,0.0,-0.2008,11.534154535274377,0.2877974271844655,79.26,,0.0
22,000736.SZ,000736,中交地产,全国地产,True,0.0,0.2963,12.833333333333318,0.2872675324675328,47.08,,0.0
23,300910.SZ,300910,瑞丰新材,化工原料,True,1.0,1.2543,39.381572751530356,0.27892740773216435,31.58,,0.0
