,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,002770.SZ,科迪乳业,乳制品,9.8901,3.0,"陕西省国际信托股份有限公司-陕国投·易泓30号证券投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划
北京财智联合理财顾问有限公司-财智多策略成长一期基金
中央汇金资产管理有限责任公司
北京财智联合理财顾问有限公司-财智多策略成长一期基金
中央汇金资产管理有限责任公司"
1,600429.SH,三元股份,乳制品,9.9812,5.84,"上海复星创泓股权投资基金合伙企业(有限合伙)
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
江苏省国信集团有限公司(原江苏省国信资产管理集团有限公司)"
2,000910.SZ,大亚圣象,家居用品,9.9836,13.44,"全国社保基金一一三组合
香港中央结算有限公司(陆股通)
基本养老保险基金八零二组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划
全国社保基金五零二组合
中欧基金-民生银行-上海海通证券资产管理有限公司
香港中央结算有限公司(陆股通)
全国社保基金一一三组合
招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
基本养老保险基金八零二组合
中国建设银行股份有限公司-中欧价值发现股票型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
圆信永丰基金-昆仑健康保险股份有限公司-圆信永丰优选金股1号单一资产管理计划
中国建设银行股份有限公司-南方品质优选灵活配置混合型证券投资基金"
3,300400.SZ,劲拓股份,专用机械,9.9852,14.87,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
4,300790.SZ,宇瞳光学,电器仪表,9.9869,25.11,
5,300106.SZ,西部牧业,农业综合,10.0,7.81,"中海信托股份有限公司-中海-浦江之星165号集合资金信托
中海信托股份有限公司-中海-浦江之星177号集合资金信托"
6,603721.SH,中广天择,影视音像,10.0,23.76,"天津天图兴盛股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-海富通股票混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金
中国银行股份有限公司-海富通先进制造股票型证券投资基金
中国工商银行股份有限公司-海富通科技创新混合型证券投资基金
天津天图兴盛股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-财通价值动量混合型证券投资基金
中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金"
7,002946.SZ,新乳业,乳制品,10.0108,20.33,"杭州恩宝资产管理有限公司-恩宝芝麻1号基金
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
上海塔基资产管理有限公司-上海塔基新范式私募投资基金
招商基金管理有限公司-社保基金一五零三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
杭州恩宝资产管理有限公司-恩宝芝麻1号基金
平安资管-农业银行-平安资产如意35号资产管理产品"
8,603950.SH,长源东谷,汽车配件,10.0132,25.05,
9,300423.SZ,鲁亿通,电气设备,10.0164,13.4,
10,002382.SZ,蓝帆医疗,医疗保健,10.0254,21.62,"中泰证券资管-证券行业支持民企发展中泰资管2号FOF集合资管计划-证券行业支持民企发展系列之中泰资管11号单一资产管理计划
富安达基金-南京银行-富安达-富享14号股票型资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
上海庞增投资管理中心(有限合伙)-庞增添益3号私募投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
江苏疌泉毅达融京股权并购投资基金(有限合伙)
国信国投基金管理(北京)有限公司-北京华宇瑞泰股权投资合伙企业(有限合伙)
共青城胜恒投资管理有限公司-胜恒普惠一期私募投资基金
证券行业支持民企发展中泰资管2号FOF集合资管计划-证券行业支持民企发展系列之中泰资管11号单一资产管理+"
11,600768.SH,宁波富邦,铝,10.0368,11.95,"浙江九章资产管理有限公司-九章幻方青溪2号私募基金
上银瑞金资产-上海银行-慧富9号资产管理计划"
