,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,603032.SH,603032,*ST德新,公共交通,42.91,1.0,29.68
1,600198.SH,600198,*ST大唐,通信设备,42.65,1.0,77.74
2,600112.SH,600112,*ST天成,电气设备,55.3,1.0,17.16
3,603779.SH,603779,ST威龙,红黄酒,24.38,0.8,27.73
4,000752.SZ,000752,*ST西发,啤酒,37.72,0.8,18.49
5,603729.SH,603729,ST龙韵,广告包装,24.35,0.8,12.58
6,600146.SH,600146,*ST环球,服饰,39.64,0.8,11.09
7,002356.SZ,002356,*ST赫美,其他商业,28.95,0.8,15.48
8,000980.SZ,000980,*ST众泰,汽车配件,40.45,0.6,85.22
9,600767.SH,600767,ST运盛,医疗保健,22.36,0.6,20.15
10,600291.SH,600291,*ST西水,保险,20.91,0.6,34.76
11,002592.SZ,002592,ST八菱,汽车配件,28.63,0.4,16.43
12,002464.SZ,002464,*ST众应,互联网,10.65,0.4,12.47
13,002321.SZ,002321,*ST华英,农业综合,15.67,0.4,16.46
14,000802.SZ,000802,ST北文,影视音像,12.35,0.4,32.36
15,002256.SZ,002256,*ST兆新,新型电力,10.14,0.2,43.82
16,002210.SZ,002210,*ST飞马,仓储物流,12.05,0.2,74.2
17,600365.SH,600365,ST通葡,红黄酒,20.57,0.2,16.88
18,600666.SH,600666,ST瑞德,元器件,19.14,0.2,15.51
19,600766.SH,600766,*ST园城,黄金,24.12,0.2,10.26
20,002147.SZ,002147,*ST新光,区域地产,17.14,0.2,15.41
21,000820.SZ,000820,*ST节能,环境保护,20.65,0.2,11.77
22,000509.SZ,000509,*ST华塑,医疗保健,14.39,0.2,24.93
